update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,22114,0,15,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
2000,20000,0,9,0,3,0,4,0,1,0,0,0,1,0,0,0,0,0
3000,20056,0,5,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0
4000,19993,0,12,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0
5000,19963,0,12,0,3,0,2,0,5,0,4,0,0,0,0,0,0,0
6000,19947,0,13,0,0,0,10,0,5,0,0,0,1,0,0,0,0,0
7000,19982,0,11,0,1,0,3,0,9,0,0,0,0,0,0,0,0,0
8000,19971,0,17,0,1,0,3,0,3,0,2,0,1,0,0,0,0,0
9000,20044,0,12,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0
10000,19976,0,9,0,1,0,10,0,2,0,2,0,0,0,0,0,0,0
11000,20009,0,6,0,3,0,4,0,1,0,1,0,1,0,0,0,0,0
12000,19910,0,5,0,1,0,8,0,5,0,3,0,2,0,0,0,0,0
13000,19984,0,15,0,2,0,4,0,5,0,0,0,1,0,0,0,0,0
14000,19940,0,10,0,4,0,5,0,3,0,1,0,3,0,0,0,0,0
15000,19979,0,11,0,3,0,5,0,3,0,0,0,1,0,0,0,0,0
16000,19863,0,11,0,3,0,10,0,8,0,0,0,1,0,0,0,0,0
17000,19903,0,5,0,3,0,10,0,1,0,3,0,4,0,0,0,0,0
18000,19885,0,14,0,1,0,10,0,2,0,4,0,3,0,0,0,0,0
19000,19908,0,10,0,2,0,7,0,3,0,0,0,4,0,0,0,0,0
20000,19970,0,13,0,4,0,4,0,2,0,1,0,2,0,0,0,0,0
21000,19907,0,15,0,1,0,5,0,8,0,0,0,2,0,0,0,0,0
22000,19885,0,7,0,2,0,12,0,2,0,3,0,3,0,0,0,0,0
23000,19880,0,15,0,2,0,3,0,6,0,1,0,5,0,0,0,0,0
24000,19922,0,9,0,4,0,7,0,5,0,1,0,1,0,0,0,0,0
25000,19790,0,8,0,4,0,10,0,8,0,6,0,4,0,0,0,0,0
26000,19883,0,7,0,5,0,7,0,3,0,3,0,2,0,0,0,0,0
27000,19868,0,14,0,1,0,11,0,8,0,2,0,1,0,0,0,0,0
28000,19821,0,13,0,3,0,14,0,5,0,3,0,3,0,0,0,0,0
29000,19959,0,6,0,2,0,0,0,3,0,3,0,2,0,0,0,0,0
30000,19890,0,13,0,2,0,6,0,2,0,1,0,6,0,0,0,0,0
31000,19919,0,14,0,3,0,3,0,4,0,1,0,3,0,0,0,0,0
32000,20003,0,8,0,3,0,1,0,4,0,1,0,1,0,0,0,0,0
33000,19807,0,13,0,4,0,11,0,5,0,6,0,2,0,0,0,0,0
34000,19842,0,20,0,4,0,7,0,4,0,5,0,1,0,0,0,0,0
35000,19973,0,13,0,1,0,5,0,4,0,0,0,1,0,0,0,0,0
36000,19811,0,12,0,5,0,10,0,8,0,4,0,2,0,0,0,0,0
37000,19932,0,11,0,2,0,8,0,3,0,3,0,1,0,0,0,0,0
38000,19860,0,12,0,6,0,9,0,5,0,2,0,1,0,0,0,0,0
39000,19807,0,15,0,2,0,3,0,10,0,6,0,1,0,0,0,0,0
40000,19902,0,13,0,1,0,8,0,6,0,1,0,3,0,0,0,0,0
41000,19873,0,17,0,1,0,14,0,6,0,0,0,3,0,0,0,0,0
42000,19882,0,10,0,2,0,8,0,9,0,3,0,2,0,0,0,0,0
43000,19815,0,11,0,4,0,8,0,7,0,3,0,4,0,0,0,0,0
44000,19855,0,17,0,3,0,10,0,3,0,3,0,2,0,0,0,0,0
45000,19834,0,10,0,4,0,4,0,7,0,4,0,2,0,0,0,0,0
46000,19840,0,15,0,2,0,6,0,6,0,6,0,2,0,0,0,0,0
47000,19908,0,12,0,2,0,10,0,3,0,1,0,2,0,0,0,0,0
48000,19837,0,14,0,2,0,10,0,4,0,3,0,3,0,0,0,0,0
49000,19776,0,15,0,5,0,14,0,12,0,0,0,2,0,0,0,0,0
50000,19844,0,16,0,2,0,10,0,10,0,1,0,1,0,0,0,0,0
