update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,22125,0,12,0,3,0,5,0,4,0,1,0,0,0,0,0,0,0
2000,20108,0,10,0,2,0,6,0,4,0,0,0,0,0,0,0,0,0
3000,20044,0,10,0,2,0,8,0,2,0,1,0,0,0,0,0,0,0
4000,20096,0,8,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0
5000,20023,0,11,0,2,0,9,0,3,0,0,0,0,0,0,0,0,0
6000,20048,0,10,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0
7000,20103,0,11,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0
8000,19991,0,6,0,2,0,10,0,2,0,1,0,0,0,0,0,0,0
9000,19975,0,8,0,1,0,6,0,4,0,1,0,2,0,0,0,0,0
10000,19972,0,12,0,2,0,5,0,1,0,3,0,3,0,0,0,0,0
11000,19980,0,14,0,3,0,6,0,3,0,1,0,3,0,0,0,0,0
12000,20036,0,11,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0
13000,20009,0,5,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0
14000,19890,0,8,0,3,0,6,0,2,0,2,0,4,0,0,0,0,0
15000,20000,0,8,0,1,0,6,0,1,0,1,0,1,0,0,0,0,0
16000,19900,0,15,0,1,0,9,0,1,0,1,0,5,0,0,0,0,0
17000,19959,0,8,0,2,0,3,0,3,0,1,0,2,0,0,0,0,0
18000,19941,0,12,0,3,0,4,0,5,0,1,0,0,0,0,0,0,0
19000,19958,0,16,0,2,0,5,0,2,0,1,0,1,0,0,0,0,0
20000,19912,0,9,0,2,0,7,0,5,0,1,0,2,0,0,0,0,0
21000,19940,0,8,0,1,0,10,0,1,0,2,0,2,0,0,0,0,0
22000,19909,0,14,0,3,0,5,0,4,0,4,0,2,0,0,0,0,0
23000,19947,0,7,0,2,0,4,0,5,0,0,0,2,0,0,0,0,0
24000,19994,0,12,0,1,0,4,0,2,0,0,0,2,0,0,0,0,0
25000,19889,0,13,0,2,0,10,0,3,0,2,0,4,0,0,0,0,0
26000,19916,0,11,0,3,0,9,0,5,0,2,0,1,0,0,0,0,0
27000,19886,0,7,0,4,0,8,0,8,0,1,0,1,0,0,0,0,0
28000,19969,0,13,0,0,0,5,0,2,0,4,0,2,0,0,0,0,0
29000,19958,0,13,0,2,0,5,0,2,0,4,0,3,0,0,0,0,0
30000,19907,0,6,0,2,0,5,0,5,0,3,0,2,0,0,0,0,0
31000,19950,0,6,0,1,0,5,0,1,0,5,0,3,0,0,0,0,0
32000,19997,0,10,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0
33000,19922,0,11,0,2,0,3,0,5,0,0,0,3,0,0,0,0,0
34000,19908,0,7,0,3,0,5,0,1,0,4,0,3,0,0,0,0,0
35000,19941,0,13,0,0,0,5,0,4,0,1,0,2,0,0,0,0,0
36000,19901,0,11,0,0,0,9,0,3,0,4,0,2,0,0,0,0,0
37000,19998,0,15,0,1,0,2,0,5,0,0,0,2,0,0,0,0,0
38000,19872,0,11,0,1,0,13,0,0,0,2,0,4,0,0,0,0,0
39000,19913,0,5,0,1,0,14,0,2,0,1,0,2,0,0,0,0,0
40000,19949,0,13,0,2,0,5,0,2,0,4,0,0,0,0,0,0,0
41000,20004,0,22,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0
42000,19964,0,8,0,1,0,5,0,3,0,2,0,3,0,0,0,0,0
43000,20001,0,12,0,1,0,3,0,3,0,0,0,2,0,0,0,0,0
44000,19944,0,13,0,2,0,3,0,3,0,2,0,3,0,0,0,0,0
45000,19898,0,16,0,1,0,9,0,6,0,2,0,1,0,0,0,0,0
46000,19880,0,20,0,1,0,7,0,5,0,1,0,5,0,0,0,0,0
47000,19936,0,10,0,1,0,10,0,3,0,0,0,3,0,0,0,0,0
48000,19965,0,13,0,1,0,9,0,2,0,1,0,1,0,0,0,0,0
49000,19942,0,13,0,2,0,7,0,4,0,1,0,3,0,0,0,0,0
50000,19968,0,18,0,1,0,4,0,2,0,4,0,0,0,0,0,0,0
