inflow,rep,update,partner,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
250,11,30000,symbiont,0,0,0,0,0,0,0,0,0
250,11,31000,host,49428,240,2,33,8,7,3,0,0
250,11,31000,symbiont,0,0,0,0,0,0,0,0,0
250,11,32000,host,49292,251,6,29,19,5,4,0,0
250,11,32000,symbiont,0,0,0,0,0,0,0,0,0
250,11,33000,host,49208,239,5,19,19,9,7,0,0
250,11,33000,symbiont,0,0,0,0,0,0,0,0,0
250,11,34000,host,49428,235,8,13,9,7,5,0,0
250,11,34000,symbiont,0,0,0,0,0,0,0,0,0
250,11,35000,host,49432,194,8,14,8,5,8,0,0
250,11,35000,symbiont,0,0,0,0,0,0,0,0,0
250,11,36000,host,49425,203,4,17,10,6,6,0,0
250,11,36000,symbiont,0,0,0,0,0,0,0,0,0
250,11,37000,host,49283,198,7,20,15,10,4,0,0
250,11,37000,symbiont,0,0,0,0,0,0,0,0,0
250,11,38000,host,49388,186,10,16,12,7,6,0,0
250,11,38000,symbiont,0,0,0,0,0,0,0,0,0
250,11,39000,host,49109,191,5,29,9,12,12,0,0
250,11,39000,symbiont,0,0,0,0,0,0,0,0,0
250,11,40000,host,49528,184,3,9,8,8,6,0,0
250,11,40000,symbiont,0,0,0,0,0,0,0,0,0
250,11,41000,host,49205,176,6,18,12,9,14,0,0
250,11,41000,symbiont,0,0,0,0,0,0,0,0,0
250,11,42000,host,49316,183,11,20,13,4,6,0,0
250,11,42000,symbiont,0,0,0,0,0,0,0,0,0
250,11,43000,host,49367,189,8,13,13,8,8,0,0
250,11,43000,symbiont,0,0,0,0,0,0,0,0,0
250,11,44000,host,49223,184,6,24,11,9,9,0,0
250,11,44000,symbiont,0,0,0,0,0,0,0,0,0
250,11,45000,host,49277,180,11,24,16,3,5,0,0
250,11,45000,symbiont,0,0,0,0,0,0,0,0,0
250,11,46000,host,49422,187,10,23,8,0,8,0,0
250,11,46000,symbiont,0,0,0,0,0,0,0,0,0
250,11,47000,host,49366,169,8,19,10,7,7,0,0
250,11,47000,symbiont,0,0,0,0,0,0,0,0,0
250,11,48000,host,49234,184,7,24,15,7,6,0,0
250,11,48000,symbiont,0,0,0,0,0,0,0,0,0
250,11,49000,host,49085,174,8,15,22,8,8,0,0
250,11,49000,symbiont,0,0,0,0,0,0,0,0,0
250,11,50000,host,49153,178,6,22,18,6,8,0,0
250,11,50000,symbiont,0,0,0,0,0,0,0,0,0
250,12,0,host,0,0,0,0,0,0,0,0,0
250,12,0,symbiont,0,0,0,0,0,0,0,0,0
250,12,1000,host,52320,51,6,12,3,0,2,0,0
250,12,1000,symbiont,0,0,0,0,0,0,0,0,0
250,12,2000,host,50179,49,7,14,11,0,2,0,0
250,12,2000,symbiont,0,0,0,0,0,0,0,0,0
250,12,3000,host,50235,34,3,10,5,4,3,0,0
250,12,3000,symbiont,0,0,0,0,0,0,0,0,0
250,12,4000,host,50025,81,9,14,6,4,5,0,0
250,12,4000,symbiont,0,0,0,0,0,0,0,0,0
250,12,5000,host,50206,89,2,9,6,4,1,0,0
250,12,5000,symbiont,0,0,0,0,0,0,0,0,0
250,12,6000,host,49964,179,5,6,8,3,1,0,0
250,12,6000,symbiont,0,0,0,0,0,0,0,0,0
250,12,7000,host,49916,181,3,9,4,5,2,0,0
250,12,7000,symbiont,0,0,0,0,0,0,0,0,0
250,12,8000,host,49772,192,4,23,10,2,0,0,0
250,12,8000,symbiont,0,0,0,0,0,0,0,0,0
250,12,9000,host,49941,208,2,8,6,3,2,0,0
250,12,9000,symbiont,0,0,0,0,0,0,0,0,0
250,12,10000,host,49801,222,7,16,6,1,3,0,0
250,12,10000,symbiont,0,0,0,0,0,0,0,0,0
250,12,11000,host,49796,210,7,11,8,3,3,0,0
250,12,11000,symbiont,0,0,0,0,0,0,0,0,0
250,12,12000,host,49767,199,5,13,12,5,2,0,0
250,12,12000,symbiont,0,0,0,0,0,0,0,0,0
250,12,13000,host,49803,188,4,12,11,3,3,0,0
250,12,13000,symbiont,0,0,0,0,0,0,0,0,0
250,12,14000,host,49728,189,9,14,16,1,2,0,0
250,12,14000,symbiont,0,0,0,0,0,0,0,0,0
250,12,15000,host,49764,80,10,12,6,3,5,0,0
250,12,15000,symbiont,0,0,0,0,0,0,0,0,0
250,12,16000,host,49678,59,5,16,9,6,7,0,0
250,12,16000,symbiont,0,0,0,0,0,0,0,0,0
250,12,17000,host,49596,49,10,18,15,3,5,0,0
250,12,17000,symbiont,0,0,0,0,0,0,0,0,0
250,12,18000,host,49515,47,3,24,12,7,6,0,0
250,12,18000,symbiont,0,0,0,0,0,0,0,0,0
250,12,19000,host,49502,48,6,13,21,7,5,0,0
250,12,19000,symbiont,0,0,0,0,0,0,0,0,0
250,12,20000,host,49610,47,10,15,5,7,5,0,0
250,12,20000,symbiont,0,0,0,0,0,0,0,0,0
250,12,21000,host,49465,61,10,10,11,3,9,0,0
250,12,21000,symbiont,0,0,0,0,0,0,0,0,0
250,12,22000,host,49290,57,6,19,14,5,12,0,0
250,12,22000,symbiont,0,0,0,0,0,0,0,0,0
250,12,23000,host,49521,84,7,18,9,8,5,0,0
250,12,23000,symbiont,0,0,0,0,0,0,0,0,0
250,12,24000,host,49594,95,6,21,7,6,4,0,0
250,12,24000,symbiont,0,0,0,0,0,0,0,0,0
250,12,25000,host,49459,94,5,14,11,10,8,0,0
250,12,25000,symbiont,0,0,0,0,0,0,0,0,0
250,12,26000,host,49479,125,8,15,14,5,5,0,0
250,12,26000,symbiont,0,0,0,0,0,0,0,0,0
250,12,27000,host,49396,126,9,22,13,8,5,0,0
250,12,27000,symbiont,0,0,0,0,0,0,0,0,0
250,12,28000,host,49408,121,10,25,7,7,6,0,0
250,12,28000,symbiont,0,0,0,0,0,0,0,0,0
250,12,29000,host,49464,117,9,13,10,7,7,0,0
250,12,29000,symbiont,0,0,0,0,0,0,0,0,0
250,12,30000,host,49528,114,1,14,10,9,7,0,0
250,12,30000,symbiont,0,0,0,0,0,0,0,0,0
250,12,31000,host,49376,112,9,26,7,9,7,0,0
250,12,31000,symbiont,0,0,0,0,0,0,0,0,0
250,12,32000,host,49288,114,8,16,10,9,12,0,0
250,12,32000,symbiont,0,0,0,0,0,0,0,0,0
250,12,33000,host,49438,118,13,20,8,2,8,0,0
250,12,33000,symbiont,0,0,0,0,0,0,0,0,0
250,12,34000,host,49540,96,10,14,6,5,6,0,0
250,12,34000,symbiont,0,0,0,0,0,0,0,0,0
250,12,35000,host,49449,89,8,23,8,9,5,0,0
250,12,35000,symbiont,0,0,0,0,0,0,0,0,0
250,12,36000,host,49337,92,9,23,14,5,8,0,0
250,12,36000,symbiont,0,0,0,0,0,0,0,0,0
250,12,37000,host,49410,87,10,19,11,11,5,0,0
250,12,37000,symbiont,0,0,0,0,0,0,0,0,0
250,12,38000,host,49369,95,17,18,11,6,6,0,0
250,12,38000,symbiont,0,0,0,0,0,0,0,0,0
250,12,39000,host,49489,98,5,12,10,7,6,0,0
250,12,39000,symbiont,0,0,0,0,0,0,0,0,0
250,12,40000,host,49447,96,6,18,17,13,4,0,0
250,12,40000,symbiont,0,0,0,0,0,0,0,0,0
250,12,41000,host,49511,52,7,22,12,3,6,0,0
250,12,41000,symbiont,0,0,0,0,0,0,0,0,0
250,12,42000,host,49448,49,4,20,10,4,12,0,0
250,12,42000,symbiont,0,0,0,0,0,0,0,0,0
250,12,43000,host,49165,51,8,16,21,9,11,0,0
250,12,43000,symbiont,0,0,0,0,0,0,0,0,0
250,12,44000,host,49403,121,8,17,7,9,8,0,0
250,12,44000,symbiont,0,0,0,0,0,0,0,0,0
250,12,45000,host,49252,173,7,29,9,7,8,0,0
250,12,45000,symbiont,0,0,0,0,0,0,0,0,0
250,12,46000,host,49183,169,12,26,14,8,7,0,0
250,12,46000,symbiont,0,0,0,0,0,0,0,0,0
250,12,47000,host,49258,175,13,17,8,10,9,0,0
250,12,47000,symbiont,0,0,0,0,0,0,0,0,0
250,12,48000,host,49131,174,13,27,16,9,7,0,0
250,12,48000,symbiont,0,0,0,0,0,0,0,0,0
250,12,49000,host,49281,173,7,25,13,8,5,0,0
250,12,49000,symbiont,0,0,0,0,0,0,0,0,0
250,12,50000,host,49394,185,9,18,8,4,9,0,0
250,12,50000,symbiont,0,0,0,0,0,0,0,0,0
500,10,0,host,0,0,0,0,0,0,0,0,0
500,10,0,symbiont,0,0,0,0,0,0,0,0,0
500,10,1000,host,102107,277,14,21,7,0,3,0,0
500,10,1000,symbiont,0,0,0,0,0,0,0,0,0
500,10,2000,host,100061,202,9,21,8,2,2,0,0
500,10,2000,symbiont,0,0,0,0,0,0,0,0,0
500,10,3000,host,99957,229,7,28,6,2,2,0,0
500,10,3000,symbiont,0,0,0,0,0,0,0,0,0
500,10,4000,host,99148,436,11,33,26,4,5,0,0
500,10,4000,symbiont,0,0,0,0,0,0,0,0,0
500,10,5000,host,99348,471,5,28,12,9,3,0,0
500,10,5000,symbiont,0,0,0,0,0,0,0,0,0
500,10,6000,host,99055,587,13,35,9,4,7,0,0
500,10,6000,symbiont,0,0,0,0,0,0,0,0,0
500,10,7000,host,98901,786,8,25,15,5,8,0,0
500,10,7000,symbiont,0,0,0,0,0,0,0,0,0
500,10,8000,host,99096,616,7,29,18,5,3,0,0
500,10,8000,symbiont,0,0,0,0,0,0,0,0,0
500,10,9000,host,99206,498,5,27,14,5,7,0,0
500,10,9000,symbiont,0,0,0,0,0,0,0,0,0
500,10,10000,host,98924,476,12,33,24,6,6,0,0
500,10,10000,symbiont,0,0,0,0,0,0,0,0,0
500,10,11000,host,98866,449,19,31,20,10,8,0,0
500,10,11000,symbiont,0,0,0,0,0,0,0,0,0
500,10,12000,host,99021,408,14,33,16,10,8,0,0
500,10,12000,symbiont,0,0,0,0,0,0,0,0,0
500,10,13000,host,99037,409,13,27,24,8,4,0,0
500,10,13000,symbiont,0,0,0,0,0,0,0,0,0
500,10,14000,host,98916,356,11,32,23,5,9,0,0
500,10,14000,symbiont,0,0,0,0,0,0,0,0,0
500,10,15000,host,98804,318,12,49,24,11,7,1,0
500,10,15000,symbiont,0,0,0,0,0,0,0,0,0
500,10,16000,host,98716,306,11,40,32,11,10,0,0
500,10,16000,symbiont,0,0,0,0,0,0,0,0,0
500,10,17000,host,98723,292,17,31,29,4,14,1,0
500,10,17000,symbiont,0,0,0,0,0,0,0,0,0
500,10,18000,host,98402,344,19,50,28,12,12,1,0
500,10,18000,symbiont,0,0,0,0,0,0,0,0,0
500,10,19000,host,98648,349,12,37,30,14,12,0,0
500,10,19000,symbiont,0,0,0,0,0,0,0,0,0
500,10,20000,host,98542,336,28,47,31,13,8,0,0
500,10,20000,symbiont,0,0,0,0,0,0,0,0,0
500,10,21000,host,98791,314,21,52,25,15,4,0,0
500,10,21000,symbiont,0,0,0,0,0,0,0,0,0
500,10,22000,host,98306,295,16,45,30,13,20,0,0
500,10,22000,symbiont,0,0,0,0,0,0,0,0,0
500,10,23000,host,98593,311,11,41,25,13,15,0,0
500,10,23000,symbiont,0,0,0,0,0,0,0,0,0
500,10,24000,host,98345,307,21,50,24,18,14,0,0
500,10,24000,symbiont,0,0,0,0,0,0,0,0,0
500,10,25000,host,98533,313,15,46,37,16,7,0,0
500,10,25000,symbiont,0,0,0,0,0,0,0,0,0
500,10,26000,host,98491,337,17,42,24,15,13,0,0
500,10,26000,symbiont,0,0,0,0,0,0,0,0,0
500,10,27000,host,98422,334,25,50,23,15,13,0,0
500,10,27000,symbiont,0,0,0,0,0,0,0,0,0
500,10,28000,host,98370,328,29,44,31,13,15,0,0
500,10,28000,symbiont,0,0,0,0,0,0,0,0,0
500,10,29000,host,98257,328,24,56,38,19,8,0,0
500,10,29000,symbiont,0,0,0,0,0,0,0,0,0
500,10,30000,host,98023,346,21,61,40,17,14,0,0
500,10,30000,symbiont,0,0,0,0,0,0,0,0,0
500,10,31000,host,98316,342,27,47,37,11,12,0,0
500,10,31000,symbiont,0,0,0,0,0,0,0,0,0
500,10,32000,host,98216,456,18,55,34,18,11,0,0
500,10,32000,symbiont,0,0,0,0,0,0,0,0,0
500,10,33000,host,98166,503,25,45,25,24,12,0,0
500,10,33000,symbiont,0,0,0,0,0,0,0,0,0
500,10,34000,host,98185,485,23,42,38,18,9,0,0
500,10,34000,symbiont,0,0,0,0,0,0,0,0,0
500,10,35000,host,97835,489,18,56,26,27,18,0,0
500,10,35000,symbiont,0,0,0,0,0,0,0,0,0
500,10,36000,host,97472,485,26,56,41,22,25,0,0
500,10,36000,symbiont,0,0,0,0,0,0,0,0,0
500,10,37000,host,97897,471,23,41,29,22,23,0,0
500,10,37000,symbiont,0,0,0,0,0,0,0,0,0
500,10,38000,host,97878,455,33,53,38,24,11,0,0
500,10,38000,symbiont,0,0,0,0,0,0,0,0,0
500,10,39000,host,98292,334,24,36,29,22,13,0,0
500,10,39000,symbiont,0,0,0,0,0,0,0,0,0
500,10,40000,host,97950,430,30,42,41,11,17,0,0
500,10,40000,symbiont,0,0,0,0,0,0,0,0,0
500,10,41000,host,97826,490,19,52,38,16,17,0,0
500,10,41000,symbiont,0,0,0,0,0,0,0,0,0
500,10,42000,host,97616,496,33,38,36,28,19,0,0
500,10,42000,symbiont,0,0,0,0,0,0,0,0,0
500,10,43000,host,97777,509,19,42,49,13,19,0,0
500,10,43000,symbiont,0,0,0,0,0,0,0,0,0
500,10,44000,host,97293,526,29,51,44,26,24,0,0
500,10,44000,symbiont,0,0,0,0,0,0,0,0,0
500,10,45000,host,97235,630,30,58,49,22,19,0,0
500,10,45000,symbiont,0,0,0,0,0,0,0,0,0
500,10,46000,host,97158,802,25,51,49,22,17,0,0
500,10,46000,symbiont,0,0,0,0,0,0,0,0,0
500,10,47000,host,97173,973,23,58,34,21,17,2,0
500,10,47000,symbiont,0,0,0,0,0,0,0,0,0
500,10,48000,host,96845,998,24,54,47,32,17,0,0
500,10,48000,symbiont,0,0,0,0,0,0,0,0,0
500,10,49000,host,96436,982,33,52,55,36,24,0,0
500,10,49000,symbiont,0,0,0,0,0,0,0,0,0
500,10,50000,host,97090,974,32,66,39,26,11,1,0
500,10,50000,symbiont,0,0,0,0,0,0,0,0,0
500,11,0,host,0,0,0,0,0,0,0,0,0
500,11,0,symbiont,0,0,0,0,0,0,0,0,0
500,11,1000,host,101966,296,13,26,14,3,3,0,0
500,11,1000,symbiont,0,0,0,0,0,0,0,0,0
500,11,2000,host,99895,221,8,29,10,4,4,0,0
500,11,2000,symbiont,0,0,0,0,0,0,0,0,0
500,11,3000,host,99662,261,11,34,16,3,4,0,0
500,11,3000,symbiont,0,0,0,0,0,0,0,0,0
500,11,4000,host,99222,393,12,40,11,5,8,0,0
500,11,4000,symbiont,0,0,0,0,0,0,0,0,0
500,11,5000,host,99313,254,7,35,19,4,8,0,0
500,11,5000,symbiont,0,0,0,0,0,0,0,0,0
500,11,6000,host,99087,328,12,35,15,11,7,0,0
500,11,6000,symbiont,0,0,0,0,0,0,0,0,0
500,11,7000,host,99034,416,15,31,13,6,7,0,0
500,11,7000,symbiont,0,0,0,0,0,0,0,0,0
500,11,8000,host,99139,467,12,25,20,3,5,0,0
500,11,8000,symbiont,0,0,0,0,0,0,0,0,0
500,11,9000,host,98991,468,12,27,17,11,7,0,0
500,11,9000,symbiont,0,0,0,0,0,0,0,0,0
500,11,10000,host,98935,357,11,28,27,11,7,0,0
500,11,10000,symbiont,0,0,0,0,0,0,0,0,0
500,11,11000,host,99005,287,7,35,13,4,15,0,0
500,11,11000,symbiont,0,0,0,0,0,0,0,0,0
500,11,12000,host,99361,222,17,38,13,4,7,0,0
500,11,12000,symbiont,0,0,0,0,0,0,0,0,0
500,11,13000,host,99137,185,12,38,21,8,10,0,0
500,11,13000,symbiont,0,0,0,0,0,0,0,0,0
500,11,14000,host,99180,148,15,26,25,7,9,0,0
500,11,14000,symbiont,0,0,0,0,0,0,0,0,0
500,11,15000,host,99177,132,12,40,21,11,7,0,0
500,11,15000,symbiont,0,0,0,0,0,0,0,0,0
500,11,16000,host,99115,195,16,30,24,12,4,0,0
500,11,16000,symbiont,0,0,0,0,0,0,0,0,0
500,11,17000,host,98826,244,12,50,20,13,12,0,0
500,11,17000,symbiont,0,0,0,0,0,0,0,0,0
500,11,18000,host,98878,297,13,41,28,13,5,0,0
500,11,18000,symbiont,0,0,0,0,0,0,0,0,0
500,11,19000,host,98555,316,11,34,26,18,15,0,0
500,11,19000,symbiont,0,0,0,0,0,0,0,0,0
500,11,20000,host,99049,303,11,41,16,7,9,0,0
500,11,20000,symbiont,0,0,0,0,0,0,0,0,0
500,11,21000,host,98505,360,18,41,20,15,15,0,0
500,11,21000,symbiont,0,0,0,0,0,0,0,0,0
500,11,22000,host,97877,620,14,48,32,20,19,0,0
500,11,22000,symbiont,0,0,0,0,0,0,0,0,0
500,11,23000,host,98273,690,27,36,24,11,11,0,0
500,11,23000,symbiont,0,0,0,0,0,0,0,0,0
500,11,24000,host,98238,718,13,26,19,12,18,0,0
500,11,24000,symbiont,0,0,0,0,0,0,0,0,0
500,11,25000,host,98137,698,19,38,22,20,12,0,0
500,11,25000,symbiont,0,0,0,0,0,0,0,0,0
500,11,26000,host,98087,713,15,39,36,15,9,0,0
500,11,26000,symbiont,0,0,0,0,0,0,0,0,0
500,11,27000,host,98209,662,7,29,27,16,17,0,0
500,11,27000,symbiont,0,0,0,0,0,0,0,0,0
500,11,28000,host,98363,512,20,45,25,15,10,0,0
500,11,28000,symbiont,0,0,0,0,0,0,0,0,0
500,11,29000,host,98154,465,23,38,37,15,13,0,0
500,11,29000,symbiont,0,0,0,0,0,0,0,0,0
500,11,30000,host,98367,474,14,53,19,21,9,0,0
500,11,30000,symbiont,0,0,0,0,0,0,0,0,0
500,11,31000,host,97857,588,20,34,25,18,23,0,0
500,11,31000,symbiont,0,0,0,0,0,0,0,0,0
500,11,32000,host,98143,554,13,43,25,20,14,0,0
500,11,32000,symbiont,0,0,0,0,0,0,0,0,0
500,11,33000,host,98429,532,16,42,20,14,13,0,0
500,11,33000,symbiont,0,0,0,0,0,0,0,0,0
500,11,34000,host,98069,508,13,42,41,8,17,0,0
500,11,34000,symbiont,0,0,0,0,0,0,0,0,0
500,11,35000,host,98386,500,11,46,21,14,14,0,0
500,11,35000,symbiont,0,0,0,0,0,0,0,0,0
500,11,36000,host,98009,572,19,34,30,17,15,1,0
500,11,36000,symbiont,0,0,0,0,0,0,0,0,0
500,11,37000,host,97772,543,19,58,37,19,15,0,0
500,11,37000,symbiont,0,0,0,0,0,0,0,0,0
500,11,38000,host,97740,575,19,46,39,20,17,1,0
500,11,38000,symbiont,0,0,0,0,0,0,0,0,0
500,11,39000,host,98180,565,20,49,29,11,10,0,0
500,11,39000,symbiont,0,0,0,0,0,0,0,0,0
500,11,40000,host,97954,560,17,53,19,20,17,0,0
500,11,40000,symbiont,0,0,0,0,0,0,0,0,0
500,11,41000,host,98045,587,12,50,36,18,10,0,0
500,11,41000,symbiont,0,0,0,0,0,0,0,0,0
500,11,42000,host,97528,573,11,56,50,20,17,0,0
500,11,42000,symbiont,0,0,0,0,0,0,0,0,0
500,11,43000,host,97605,578,31,56,39,17,15,0,0
500,11,43000,symbiont,0,0,0,0,0,0,0,0,0
500,11,44000,host,97645,607,30,59,25,20,18,0,0
500,11,44000,symbiont,0,0,0,0,0,0,0,0,0
500,11,45000,host,97794,580,17,47,29,18,21,0,0
500,11,45000,symbiont,0,0,0,0,0,0,0,0,0
500,11,46000,host,97540,585,15,56,34,29,19,0,0
500,11,46000,symbiont,0,0,0,0,0,0,0,0,0
500,11,47000,host,97297,584,26,51,47,21,22,0,0
500,11,47000,symbiont,0,0,0,0,0,0,0,0,0
500,11,48000,host,97785,408,16,50,38,18,21,0,0
500,11,48000,symbiont,0,0,0,0,0,0,0,0,0
500,11,49000,host,97765,258,27,60,40,22,20,0,0
500,11,49000,symbiont,0,0,0,0,0,0,0,0,0
500,11,50000,host,97807,300,24,57,31,19,22,0,0
500,11,50000,symbiont,0,0,0,0,0,0,0,0,0
500,12,0,host,0,0,0,0,0,0,0,0,0
500,12,0,symbiont,0,0,0,0,0,0,0,0,0
500,12,1000,host,102352,272,9,24,20,4,4,0,0
500,12,1000,symbiont,0,0,0,0,0,0,0,0,0
500,12,2000,host,100181,224,16,30,17,2,3,0,0
500,12,2000,symbiont,0,0,0,0,0,0,0,0,0
500,12,3000,host,99822,201,15,23,12,5,2,0,0
500,12,3000,symbiont,0,0,0,0,0,0,0,0,0
500,12,4000,host,99748,117,8,25,10,6,5,0,0
500,12,4000,symbiont,0,0,0,0,0,0,0,0,0
500,12,5000,host,99388,314,10,35,15,5,4,0,0
500,12,5000,symbiont,0,0,0,0,0,0,0,0,0
500,12,6000,host,99381,325,5,26,17,8,5,0,0
500,12,6000,symbiont,0,0,0,0,0,0,0,0,0
500,12,7000,host,99361,289,10,28,19,3,5,0,0
500,12,7000,symbiont,0,0,0,0,0,0,0,0,0
500,12,8000,host,99067,344,11,28,21,5,12,0,0
500,12,8000,symbiont,0,0,0,0,0,0,0,0,0
500,12,9000,host,98999,287,15,37,25,9,9,0,0
500,12,9000,symbiont,0,0,0,0,0,0,0,0,0
500,12,10000,host,99280,271,18,26,15,7,6,0,0
500,12,10000,symbiont,0,0,0,0,0,0,0,0,0
500,12,11000,host,99502,224,11,27,16,5,3,0,0
500,12,11000,symbiont,0,0,0,0,0,0,0,0,0
500,12,12000,host,99391,170,10,36,19,7,3,0,0
500,12,12000,symbiont,0,0,0,0,0,0,0,0,0
500,12,13000,host,99296,166,14,32,24,8,3,0,0
500,12,13000,symbiont,0,0,0,0,0,0,0,0,0
500,12,14000,host,99360,146,17,32,16,8,5,0,0
500,12,14000,symbiont,0,0,0,0,0,0,0,0,0
500,12,15000,host,99102,386,16,15,20,4,9,0,0
500,12,15000,symbiont,0,0,0,0,0,0,0,0,0
500,12,16000,host,98772,381,19,33,21,11,9,0,0
500,12,16000,symbiont,0,0,0,0,0,0,0,0,0
500,12,17000,host,98705,422,13,55,22,7,8,0,0
500,12,17000,symbiont,0,0,0,0,0,0,0,0,0
500,12,18000,host,98872,572,9,30,24,9,3,0,0
500,12,18000,symbiont,0,0,0,0,0,0,0,0,0
500,12,19000,host,98428,569,16,44,23,17,10,0,0
500,12,19000,symbiont,0,0,0,0,0,0,0,0,0
500,12,20000,host,98626,605,13,47,26,6,6,0,0
500,12,20000,symbiont,0,0,0,0,0,0,0,0,0
500,12,21000,host,98259,664,13,42,27,11,13,0,0
500,12,21000,symbiont,0,0,0,0,0,0,0,0,0
500,12,22000,host,98244,616,16,35,27,15,13,0,0
500,12,22000,symbiont,0,0,0,0,0,0,0,0,0
500,12,23000,host,98333,643,13,44,24,10,12,0,0
500,12,23000,symbiont,0,0,0,0,0,0,0,0,0
500,12,24000,host,98337,621,14,35,28,15,9,0,0
500,12,24000,symbiont,0,0,0,0,0,0,0,0,0
500,12,25000,host,98318,635,13,46,24,12,11,1,0
500,12,25000,symbiont,0,0,0,0,0,0,0,0,0
500,12,26000,host,98310,613,7,37,23,10,17,0,0
500,12,26000,symbiont,0,0,0,0,0,0,0,0,0
500,12,27000,host,98091,619,16,32,34,14,14,0,0
500,12,27000,symbiont,0,0,0,0,0,0,0,0,0
500,12,28000,host,98186,588,18,35,29,13,15,0,0
500,12,28000,symbiont,0,0,0,0,0,0,0,0,0
500,12,29000,host,98305,609,14,41,26,18,9,0,0
500,12,29000,symbiont,0,0,0,0,0,0,0,0,0
500,12,30000,host,98283,680,15,36,31,15,7,0,0
500,12,30000,symbiont,0,0,0,0,0,0,0,0,0
500,12,31000,host,97822,806,19,45,25,12,19,0,0
500,12,31000,symbiont,0,0,0,0,0,0,0,0,0
500,12,32000,host,97931,844,17,38,24,14,15,0,0
500,12,32000,symbiont,0,0,0,0,0,0,0,0,0
500,12,33000,host,97547,934,18,42,36,13,19,0,0
500,12,33000,symbiont,0,0,0,0,0,0,0,0,0
500,12,34000,host,97473,958,22,45,45,13,12,0,0
500,12,34000,symbiont,0,0,0,0,0,0,0,0,0
500,12,35000,host,97598,940,25,40,43,12,12,0,0
500,12,35000,symbiont,0,0,0,0,0,0,0,0,0
500,12,36000,host,97387,910,24,56,47,14,10,0,0
500,12,36000,symbiont,0,0,0,0,0,0,0,0,0
500,12,37000,host,97546,874,23,40,47,16,14,0,0
500,12,37000,symbiont,0,0,0,0,0,0,0,0,0
500,12,38000,host,97872,855,16,44,25,20,11,0,0
500,12,38000,symbiont,0,0,0,0,0,0,0,0,0
500,12,39000,host,97539,817,22,49,41,22,10,0,0
500,12,39000,symbiont,0,0,0,0,0,0,0,0,0
500,12,40000,host,97403,808,17,55,39,20,16,0,0
500,12,40000,symbiont,0,0,0,0,0,0,0,0,0
500,12,41000,host,97377,827,31,52,35,19,18,0,0
500,12,41000,symbiont,0,0,0,0,0,0,0,0,0
500,12,42000,host,97314,789,18,49,39,17,24,0,0
500,12,42000,symbiont,0,0,0,0,0,0,0,0,0
500,12,43000,host,97169,774,32,45,45,24,21,0,0
500,12,43000,symbiont,0,0,0,0,0,0,0,0,0
500,12,44000,host,97180,856,33,51,37,11,26,0,0
500,12,44000,symbiont,0,0,0,0,0,0,0,0,0
500,12,45000,host,97142,897,21,54,38,20,22,0,0
500,12,45000,symbiont,0,0,0,0,0,0,0,0,0
500,12,46000,host,97021,997,28,55,49,19,19,0,0
500,12,46000,symbiont,0,0,0,0,0,0,0,0,0
500,12,47000,host,97080,920,28,52,42,26,18,0,0
500,12,47000,symbiont,0,0,0,0,0,0,0,0,0
500,12,48000,host,96910,879,35,61,40,22,22,1,0
500,12,48000,symbiont,0,0,0,0,0,0,0,0,0
500,12,49000,host,97050,937,26,38,51,28,19,0,0
500,12,49000,symbiont,0,0,0,0,0,0,0,0,0
500,12,50000,host,96717,1151,21,45,55,23,19,0,0
500,12,50000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,0,host,0,0,0,0,0,0,0,0,0
1000,10,0,symbiont,0,0,0,0,0,0,0,0,0
1000,10,1000,host,204208,471,20,43,20,2,5,0,0
1000,10,1000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,2000,host,201766,455,16,57,28,9,3,0,0
1000,10,2000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,3000,host,200487,449,29,50,31,13,13,0,0
1000,10,3000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,4000,host,199851,439,19,63,25,5,19,0,0
1000,10,4000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,5000,host,199111,448,25,68,38,13,15,0,0
1000,10,5000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,6000,host,198710,479,23,78,33,11,19,0,0
1000,10,6000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,7000,host,198733,492,22,61,33,16,11,0,0
1000,10,7000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,8000,host,197441,649,33,95,49,16,21,0,0
1000,10,8000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,9000,host,197936,735,19,77,38,18,17,0,0
1000,10,9000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,10000,host,197162,863,24,69,49,20,26,0,0
1000,10,10000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,11000,host,197154,895,33,77,42,17,25,0,0
1000,10,11000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,12000,host,197069,898,37,90,40,19,21,0,0
1000,10,12000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,13000,host,196543,975,26,72,73,25,25,0,0
1000,10,13000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,14000,host,196407,1164,30,80,56,22,27,0,0
1000,10,14000,symbiont,0,0,0,0,0,0,0,0,0
