inflow,rep,update,partner,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
1000,10,15000,host,196776,1006,37,77,56,21,20,0,0
1000,10,15000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,16000,host,195913,1153,39,109,52,24,32,0,0
1000,10,16000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,17000,host,196122,1015,45,88,59,36,25,0,0
1000,10,17000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,18000,host,195884,833,39,97,71,29,35,0,0
1000,10,18000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,19000,host,196058,841,39,74,69,38,32,0,0
1000,10,19000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,20000,host,195783,1196,47,96,63,27,32,0,0
1000,10,20000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,21000,host,195397,1438,45,106,59,33,32,0,0
1000,10,21000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,22000,host,195810,1344,32,92,49,33,33,0,0
1000,10,22000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,23000,host,195097,1541,34,93,69,44,32,1,0
1000,10,23000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,24000,host,195030,1802,44,98,57,49,26,0,0
1000,10,24000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,25000,host,194884,1881,38,84,60,36,36,0,0
1000,10,25000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,26000,host,194432,2034,50,99,71,34,36,0,0
1000,10,26000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,27000,host,194339,2400,48,90,63,35,32,1,0
1000,10,27000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,28000,host,194302,2295,38,99,82,28,32,0,0
1000,10,28000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,29000,host,194910,2154,46,94,66,39,19,0,0
1000,10,29000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,30000,host,194195,2267,40,87,91,28,34,1,0
1000,10,30000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,31000,host,194047,2113,56,133,78,36,28,2,0
1000,10,31000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,32000,host,194023,2337,42,115,86,45,24,0,0
1000,10,32000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,33000,host,193672,2440,58,110,92,40,26,0,0
1000,10,33000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,34000,host,193537,2527,47,113,96,28,34,0,0
1000,10,34000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,35000,host,192843,3016,62,101,93,53,29,0,0
1000,10,35000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,36000,host,191950,3179,66,121,105,45,42,2,0
1000,10,36000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,37000,host,191983,3211,59,165,88,43,42,0,0
1000,10,37000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,38000,host,192008,3138,56,133,103,49,42,0,0
1000,10,38000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,39000,host,192170,2965,72,134,105,34,43,1,0
1000,10,39000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,40000,host,192509,3041,68,132,80,41,40,0,0
1000,10,40000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,41000,host,192044,3310,52,130,90,47,44,0,0
1000,10,41000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,42000,host,191884,3479,52,125,96,47,41,0,0
1000,10,42000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,43000,host,191444,3516,65,117,109,58,40,0,0
1000,10,43000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,44000,host,191794,3633,44,123,104,47,36,1,0
1000,10,44000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,45000,host,191198,3672,72,131,96,46,52,0,0
1000,10,45000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,46000,host,190685,3632,72,137,118,48,55,0,0
1000,10,46000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,47000,host,191467,3612,68,130,112,59,33,0,0
1000,10,47000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,48000,host,191019,3669,67,137,125,60,34,1,0
1000,10,48000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,49000,host,190659,3870,65,154,134,58,33,0,0
1000,10,49000,symbiont,0,0,0,0,0,0,0,0,0
1000,10,50000,host,189889,3934,68,163,134,67,44,3,0
1000,10,50000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,0,host,0,0,0,0,0,0,0,0,0
1000,11,0,symbiont,0,0,0,0,0,0,0,0,0
1000,11,1000,host,203288,461,13,52,23,5,1,0,0
1000,11,1000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,2000,host,200923,457,22,36,19,9,3,0,0
1000,11,2000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,3000,host,200521,461,12,34,30,7,8,0,0
1000,11,3000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,4000,host,199801,499,19,68,27,5,8,0,0
1000,11,4000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,5000,host,198987,517,18,53,38,13,15,0,0
1000,11,5000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,6000,host,198861,502,21,69,46,14,8,0,0
1000,11,6000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,7000,host,198660,504,24,63,33,15,16,0,0
1000,11,7000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,8000,host,198754,549,24,50,32,10,12,0,0
1000,11,8000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,9000,host,198329,439,21,77,47,18,11,0,0
1000,11,9000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,10000,host,198314,660,33,58,29,17,12,0,0
1000,11,10000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,11000,host,197444,981,35,66,47,19,15,0,0
1000,11,11000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,12000,host,197611,1055,15,72,36,16,15,0,0
1000,11,12000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,13000,host,196848,1036,39,68,49,27,22,0,0
1000,11,13000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,14000,host,197289,1080,24,67,34,20,22,0,0
1000,11,14000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,15000,host,196644,1216,22,77,63,20,20,0,0
1000,11,15000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,16000,host,196284,1229,35,92,64,22,21,0,0
1000,11,16000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,17000,host,196550,1249,26,82,61,27,18,0,0
1000,11,17000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,18000,host,196356,1319,34,69,57,25,25,0,0
1000,11,18000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,19000,host,195993,1474,30,91,59,27,25,0,0
1000,11,19000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,20000,host,195697,1471,48,108,63,30,22,0,0
1000,11,20000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,21000,host,195981,1188,34,95,65,27,25,0,0
1000,11,21000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,22000,host,196083,1251,40,79,67,17,27,0,0
1000,11,22000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,23000,host,195028,1246,52,118,77,32,35,0,0
1000,11,23000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,24000,host,196137,1257,32,93,60,29,20,0,0
1000,11,24000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,25000,host,195644,1204,44,82,66,35,32,0,0
1000,11,25000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,26000,host,195250,1573,45,91,66,28,32,0,0
1000,11,26000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,27000,host,194861,1694,62,86,75,38,30,0,0
1000,11,27000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,28000,host,193918,1904,67,109,87,53,30,1,0
1000,11,28000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,29000,host,194295,2148,58,100,81,41,25,0,0
1000,11,29000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,30000,host,193874,2327,68,99,90,31,32,0,0
1000,11,30000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,31000,host,193810,2234,53,119,69,42,39,0,0
1000,11,31000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,32000,host,194166,2328,64,94,78,37,26,0,0
1000,11,32000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,33000,host,192680,2779,49,123,93,44,44,0,0
1000,11,33000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,34000,host,193024,2815,66,97,102,37,36,0,0
1000,11,34000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,35000,host,193302,2709,51,115,70,47,38,0,0
1000,11,35000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,36000,host,192173,3203,52,108,114,51,37,0,0
1000,11,36000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,37000,host,191855,3294,52,133,105,49,39,2,0
1000,11,37000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,38000,host,191966,3438,48,102,117,43,39,0,0
1000,11,38000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,39000,host,191553,3510,60,144,98,51,40,1,0
1000,11,39000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,40000,host,191094,3857,59,133,95,65,44,0,0
1000,11,40000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,41000,host,190806,4376,65,126,97,65,35,1,0
1000,11,41000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,42000,host,189800,4927,78,135,107,56,39,3,0
1000,11,42000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,43000,host,189243,5226,77,150,110,48,46,2,0
1000,11,43000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,44000,host,188810,5494,98,117,108,56,54,0,0
1000,11,44000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,45000,host,187915,5554,77,163,127,62,61,1,0
1000,11,45000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,46000,host,188589,5597,95,131,125,58,47,2,0
1000,11,46000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,47000,host,187933,5836,87,161,124,55,52,2,0
1000,11,47000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,48000,host,188171,6260,66,147,118,66,43,1,0
1000,11,48000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,49000,host,187812,6367,78,137,125,64,42,1,0
1000,11,49000,symbiont,0,0,0,0,0,0,0,0,0
1000,11,50000,host,187918,6000,99,140,118,71,46,0,0
1000,11,50000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,0,host,0,0,0,0,0,0,0,0,0
1000,12,0,symbiont,0,0,0,0,0,0,0,0,0
1000,12,1000,host,203815,462,15,45,25,4,0,0,0
1000,12,1000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,2000,host,201149,343,20,57,22,5,4,0,0
1000,12,2000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,3000,host,200463,288,12,49,34,11,6,0,0
1000,12,3000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,4000,host,199826,265,28,51,36,8,11,0,0
1000,12,4000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,5000,host,199454,281,26,70,31,8,10,0,0
1000,12,5000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,6000,host,198993,369,18,53,50,12,9,0,0
1000,12,6000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,7000,host,198293,735,33,74,33,15,10,0,0
1000,12,7000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,8000,host,197907,740,22,64,40,15,21,0,0
1000,12,8000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,9000,host,197894,722,25,71,55,8,15,0,0
1000,12,9000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,10000,host,197538,857,27,63,52,20,15,0,0
1000,12,10000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,11000,host,196654,1196,38,78,61,15,23,0,0
1000,12,11000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,12000,host,197237,1034,25,79,51,22,13,0,0
1000,12,12000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,13000,host,196895,1225,35,77,54,19,17,0,0
1000,12,13000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,14000,host,196769,1506,25,91,41,23,14,0,0
1000,12,14000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,15000,host,196145,1701,29,77,56,25,20,0,0
1000,12,15000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,16000,host,196105,1721,29,87,53,27,19,0,0
1000,12,16000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,17000,host,195484,1738,58,78,63,29,25,0,0
1000,12,17000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,18000,host,195465,1832,29,83,66,28,26,0,0
1000,12,18000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,19000,host,195341,2063,43,76,49,26,29,0,0
1000,12,19000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,20000,host,195181,2238,37,78,68,31,18,1,0
1000,12,20000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,21000,host,194682,2398,48,103,68,33,19,0,0
1000,12,21000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,22000,host,194710,2199,48,83,64,38,28,1,0
1000,12,22000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,23000,host,195036,2114,27,101,72,26,22,2,0
1000,12,23000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,24000,host,194715,1997,53,100,70,33,30,0,0
1000,12,24000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,25000,host,194145,2255,51,102,82,43,29,0,0
1000,12,25000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,26000,host,194399,2225,42,101,86,35,23,1,0
1000,12,26000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,27000,host,193802,2151,52,115,83,44,36,0,0
1000,12,27000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,28000,host,193925,2295,55,98,79,38,37,0,0
1000,12,28000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,29000,host,193755,2160,61,110,85,38,37,0,0
1000,12,29000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,30000,host,193901,2292,48,81,91,46,32,0,0
1000,12,30000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,31000,host,193581,2627,58,118,77,52,26,0,0
1000,12,31000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,32000,host,193020,2742,42,112,82,53,41,0,0
1000,12,32000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,33000,host,193277,2781,54,93,82,39,39,0,0
1000,12,33000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,34000,host,193425,2730,55,120,78,41,31,0,0
1000,12,34000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,35000,host,193020,2771,66,119,90,40,33,0,0
1000,12,35000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,36000,host,192676,2930,60,118,103,42,33,1,0
1000,12,36000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,37000,host,192192,2892,71,129,99,45,44,0,0
1000,12,37000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,38000,host,192744,2612,69,140,84,47,39,1,0
1000,12,38000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,39000,host,192181,2638,63,125,118,51,43,0,0
1000,12,39000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,40000,host,191506,2956,64,136,114,57,52,0,0
1000,12,40000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,41000,host,192017,3163,64,129,102,54,36,0,0
1000,12,41000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,42000,host,191446,3030,67,130,118,69,40,1,0
1000,12,42000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,43000,host,192645,2820,70,107,99,48,36,0,0
1000,12,43000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,44000,host,191221,2720,85,140,119,66,53,0,0
1000,12,44000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,45000,host,191793,2727,63,157,109,49,51,0,0
1000,12,45000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,46000,host,191252,2943,71,127,129,59,48,0,0
1000,12,46000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,47000,host,191130,3227,91,126,121,61,43,0,0
1000,12,47000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,48000,host,190689,3341,64,156,125,62,48,0,1
1000,12,48000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,49000,host,190474,3540,73,164,130,63,41,1,0
1000,12,49000,symbiont,0,0,0,0,0,0,0,0,0
1000,12,50000,host,190640,3760,84,140,135,55,35,0,0
1000,12,50000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,0,host,0,0,0,0,0,0,0,0,0
2500,10,0,symbiont,0,0,0,0,0,0,0,0,0
2500,10,1000,host,347669,943,36,83,29,6,5,0,0
2500,10,1000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,2000,host,350261,1143,31,112,47,7,12,0,0
2500,10,2000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,3000,host,350286,1282,40,123,52,14,22,0,0
2500,10,3000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,4000,host,347566,1208,41,128,65,19,20,0,0
2500,10,4000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,5000,host,348914,1340,53,146,72,21,24,0,0
2500,10,5000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,6000,host,349814,1620,61,146,81,32,23,0,0
2500,10,6000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,7000,host,348521,1920,58,166,96,25,41,0,0
2500,10,7000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,8000,host,342146,1965,62,160,105,48,42,0,0
2500,10,8000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,9000,host,342724,2202,77,170,101,47,48,0,0
2500,10,9000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,10000,host,341617,2489,71,190,123,58,48,0,0
2500,10,10000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,11000,host,341398,2884,91,166,113,59,47,1,0
2500,10,11000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,12000,host,339071,3117,80,219,121,55,58,0,0
2500,10,12000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,13000,host,335848,3300,71,202,132,53,64,1,0
2500,10,13000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,14000,host,331162,3852,78,190,139,62,57,1,0
2500,10,14000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,15000,host,326664,3972,94,231,168,66,67,0,0
2500,10,15000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,16000,host,327504,3530,97,211,141,65,76,0,0
2500,10,16000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,17000,host,326476,3402,93,239,167,81,75,3,0
2500,10,17000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,18000,host,322278,3181,120,230,190,89,74,4,0
2500,10,18000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,19000,host,320201,3019,122,251,166,83,75,0,0
2500,10,19000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,20000,host,314831,3345,104,244,177,95,66,1,0
2500,10,20000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,21000,host,309854,3658,103,256,193,86,71,0,0
2500,10,21000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,22000,host,304499,3660,125,333,185,74,74,0,0
2500,10,22000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,23000,host,304827,3927,117,331,197,82,86,3,0
2500,10,23000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,24000,host,305232,3933,115,248,212,94,91,0,0
2500,10,24000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,25000,host,305552,4005,143,294,191,124,90,0,0
2500,10,25000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,26000,host,307092,4264,151,593,225,127,92,0,0
2500,10,26000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,27000,host,303894,4508,152,648,232,91,97,2,0
2500,10,27000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,28000,host,296816,4979,146,646,245,137,97,1,0
2500,10,28000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,29000,host,293999,5310,164,602,215,119,114,2,0
2500,10,29000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,30000,host,293921,5327,140,583,254,106,109,1,0
2500,10,30000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,31000,host,292002,5248,141,660,301,144,99,0,0
2500,10,31000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,32000,host,288057,4762,174,607,276,136,124,0,0
2500,10,32000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,33000,host,284207,4320,161,701,249,133,109,1,0
2500,10,33000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,34000,host,281607,4494,197,620,303,128,114,0,0
2500,10,34000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,35000,host,280357,3835,199,635,275,144,122,1,0
2500,10,35000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,36000,host,281164,3749,187,342,382,160,109,2,0
2500,10,36000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,37000,host,282195,3983,192,402,522,167,128,0,0
2500,10,37000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,38000,host,282463,4333,192,402,538,156,126,2,0
2500,10,38000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,39000,host,281793,5045,182,365,543,151,128,3,0
2500,10,39000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,40000,host,282466,5969,229,375,570,170,110,2,0
2500,10,40000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,41000,host,276582,6235,248,434,560,173,139,1,0
2500,10,41000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,42000,host,274252,6735,280,389,628,176,138,0,0
2500,10,42000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,43000,host,274539,6985,256,375,536,178,114,2,0
2500,10,43000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,44000,host,278048,7238,294,445,560,201,146,2,0
2500,10,44000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,45000,host,277609,7597,280,436,620,177,137,4,0
2500,10,45000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,46000,host,274219,7694,278,599,636,190,158,2,0
2500,10,46000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,47000,host,273442,8487,258,805,601,196,142,5,0
2500,10,47000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,48000,host,269078,8684,241,1092,614,215,138,3,0
2500,10,48000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,49000,host,267103,8946,251,1882,605,197,151,1,0
2500,10,49000,symbiont,0,0,0,0,0,0,0,0,0
2500,10,50000,host,265394,8662,272,1980,598,189,180,1,0
2500,10,50000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,0,host,0,0,0,0,0,0,0,0,0
2500,11,0,symbiont,0,0,0,0,0,0,0,0,0
2500,11,1000,host,347627,915,25,101,35,2,6,0,0
2500,11,1000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,2000,host,346108,1032,32,121,50,14,7,0,0
2500,11,2000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,3000,host,344853,1227,36,114,50,12,15,1,0
2500,11,3000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,4000,host,346375,1786,34,106,67,14,23,0,0
2500,11,4000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,5000,host,347751,1978,35,136,76,35,23,0,0
2500,11,5000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,6000,host,343745,1982,44,127,84,23,28,0,0
2500,11,6000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,7000,host,338233,1862,36,153,79,29,33,0,0
2500,11,7000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,8000,host,335088,2076,56,148,99,26,32,0,0
2500,11,8000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,9000,host,336130,2347,56,184,116,46,35,1,0
2500,11,9000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,10000,host,334834,2589,60,180,103,44,50,0,0
2500,11,10000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,11000,host,331544,2861,74,183,130,51,57,1,0
2500,11,11000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,12000,host,332221,2896,85,208,117,54,55,2,0
2500,11,12000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,13000,host,331069,2659,73,307,137,63,63,0,0
2500,11,13000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,14000,host,329759,2567,74,345,154,76,51,0,0
2500,11,14000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,15000,host,323319,2609,91,349,138,69,64,2,0
2500,11,15000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,16000,host,320970,2699,83,277,140,64,52,0,0
2500,11,16000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,17000,host,320318,2947,98,255,169,68,56,0,0
2500,11,17000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,18000,host,322533,3123,124,276,187,93,65,0,0
2500,11,18000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,19000,host,321132,3306,128,297,189,92,92,1,0
2500,11,19000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,20000,host,317303,3610,131,273,190,96,88,0,0
2500,11,20000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,21000,host,311080,4013,127,259,187,109,83,0,0
2500,11,21000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,22000,host,307149,4013,109,277,193,121,87,0,0
2500,11,22000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,23000,host,305010,4683,126,297,185,97,76,1,0
2500,11,23000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,24000,host,302608,4952,159,274,212,110,96,2,0
2500,11,24000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,25000,host,300145,4858,129,282,204,109,75,0,0
2500,11,25000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,26000,host,299931,5194,137,324,237,108,98,0,0
2500,11,26000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,27000,host,299928,5165,135,362,248,112,81,1,0
2500,11,27000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,28000,host,297877,5217,151,348,242,118,97,1,0
2500,11,28000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,29000,host,292243,5645,158,405,273,158,103,0,1
2500,11,29000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,30000,host,290254,5898,150,387,274,143,91,0,0
2500,11,30000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,31000,host,291006,5973,181,357,261,115,99,0,0
2500,11,31000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,32000,host,292903,5683,182,378,255,127,101,1,1
2500,11,32000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,33000,host,288080,4978,164,302,279,147,102,0,0
2500,11,33000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,34000,host,286367,4991,171,312,259,121,91,0,0
2500,11,34000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,35000,host,283639,4960,168,329,263,137,104,1,0
2500,11,35000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,36000,host,283664,4924,180,350,301,147,131,3,0
2500,11,36000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,37000,host,288780,5030,215,362,256,153,129,1,0
2500,11,37000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,38000,host,289382,5509,192,370,311,153,107,3,0
2500,11,38000,symbiont,0,0,0,0,0,0,0,0,0
2500,11,39000,host,287928,5726,189,356,314,193,117,3,0
2500,11,39000,symbiont,0,0,0,0,0,0,0,0,0
