vres,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
100,14,25000,host,0,0,0,1.50129e+06,8967,502,1119,684,337,270,1,0
100,14,25000,symbiont,8035143,1.25413e+06,4.42927e+06,761382,32714,3633,1598,1519,698,447,5,0
100,14,30000,host,0,0,0,1.3494e+06,11196,505,958,735,373,329,1,0
100,14,30000,symbiont,8708041,1.31963e+06,4.33712e+06,738644,29963,3775,1633,1636,844,481,11,2
100,14,35000,host,0,0,0,1.25317e+06,15685,538,1074,857,448,328,4,0
100,14,35000,symbiont,9572807,1.42462e+06,4.25484e+06,732528,24921,3192,1644,1633,768,497,8,4
100,14,40000,host,0,0,0,1.19558e+06,18168,594,1160,925,476,406,2,0
100,14,40000,symbiont,10307973,1.45748e+06,4.38547e+06,745314,27700,3598,1728,1808,920,549,6,1
100,14,45000,host,0,0,0,1.13896e+06,22103,653,2057,976,516,376,4,0
100,14,45000,symbiont,11774850,1.56721e+06,4.57316e+06,765940,31037,4465,1952,1960,965,588,18,2
100,14,50000,host,0,0,0,1.09589e+06,26961,1651,5888,1131,618,443,10,0
100,14,50000,symbiont,12656214,1.71406e+06,4.81786e+06,780767,36246,4752,4136,2188,1198,648,15,1
100,14,55000,host,0,0,0,1.05169e+06,29612,2189,2946,1309,673,491,4,1
100,14,55000,symbiont,14137698,1.81484e+06,4.9212e+06,786452,44741,4355,5214,2241,1120,685,23,1
100,14,60000,host,0,0,0,1.02536e+06,29811,1446,1803,1476,768,545,6,0
100,14,60000,symbiont,14780757,1.91425e+06,4.80208e+06,760277,46443,3150,5520,2456,1375,698,16,3
100,14,65000,host,0,0,0,980919,29789,1705,2701,1482,856,551,5,3
100,14,65000,symbiont,15537545,1.9238e+06,4.92942e+06,763462,53183,2542,6969,2773,1557,726,18,1
100,14,70000,host,0,0,0,967831,31314,1945,2083,1542,867,572,11,1
100,14,70000,symbiont,17002267,1.9399e+06,5.13326e+06,757918,54382,2192,10692,3478,1759,831,24,2
100,14,75000,host,0,0,0,949515,37910,1457,2582,1591,930,585,18,3
100,14,75000,symbiont,18514971,1.99501e+06,5.57166e+06,758699,59193,2185,20490,3591,1797,860,35,3
100,14,80000,host,0,0,0,939670,44144,1707,6241,1891,971,562,20,1
100,14,80000,symbiont,19903545,2.5002e+06,6.22292e+06,759863,54440,4149,34620,3972,1874,808,21,1
100,14,85000,host,0,0,0,939179,51363,2281,7829,2222,1237,618,12,0
100,14,85000,symbiont,21128579,3.10083e+06,6.91509e+06,741738,66496,6084,50804,3712,1792,946,34,4
100,14,90000,host,0,0,0,902654,56609,2493,9849,2292,1316,656,16,0
100,14,90000,symbiont,22143762,3.55886e+06,7.79642e+06,745859,72601,6178,72641,3085,1707,1000,46,2
100,14,95000,host,0,0,0,863611,66071,2284,50250,2578,1377,717,12,3
100,14,95000,symbiont,24961066,4.33011e+06,1.21356e+07,769885,83418,2496,176156,5132,1723,1030,37,12
100,14,100000,host,0,0,0,533199,56538,1441,84517,1815,872,384,17,3
100,14,100000,symbiont,30030215,4.75609e+06,1.62445e+07,515961,69791,1403,320199,3268,1144,676,31,19
100,14,105000,host,0,0,0,254938,33625,611,88301,844,418,170,7,2
100,14,105000,symbiont,29518187,1.60164e+06,7.38744e+06,247785,29458,551,145755,1008,495,309,11,16
100,14,110000,host,0,0,0,239467,34788,579,105467,847,431,134,11,1
100,14,110000,symbiont,29463039,2.29923e+06,6.77721e+06,217580,28553,798,134380,915,556,289,10,21
100,14,115000,host,0,0,0,235013,34860,730,91175,1187,483,204,7,8
100,14,115000,symbiont,32747595,1.76928e+06,7.3173e+06,220374,31630,936,146559,1100,591,319,15,14
100,14,120000,host,0,0,0,199065,29423,599,90351,4492,460,231,4,3
100,14,120000,symbiont,34482838,1.69547e+06,7.3025e+06,181016,24884,589,152843,987,552,282,10,13
100,14,125000,host,0,0,0,160205,25284,507,93189,1009,399,259,10,7
100,14,125000,symbiont,35891959,1.93837e+06,7.69091e+06,144546,22837,415,168386,793,487,217,12,17
100,14,130000,host,0,0,0,144570,27449,483,112369,1244,383,216,14,5
100,14,130000,symbiont,36321085,1.6271e+06,6.98017e+06,119468,22632,303,154669,642,387,157,14,9
100,14,135000,host,0,0,0,150237,28578,462,142835,3075,377,240,11,5
100,14,135000,symbiont,34924326,1.7949e+06,5.58968e+06,108456,24382,359,120898,662,363,141,9,8
100,14,140000,host,0,0,0,142828,24085,573,142396,3308,381,227,15,12
100,14,140000,symbiont,37751475,2.02543e+06,5.63993e+06,102998,24959,367,122709,702,359,148,11,12
100,14,145000,host,0,0,0,147655,26858,535,139032,3681,394,163,13,10
100,14,145000,symbiont,38629848,1.78645e+06,5.7245e+06,106633,28429,375,123712,710,354,175,17,5
100,14,150000,host,0,0,0,141665,25886,540,108852,2216,415,177,11,7
100,14,150000,symbiont,37506425,2.39794e+06,7.07388e+06,99783,37038,821,157130,683,362,142,16,6
100,14,155000,host,0,0,0,115901,16644,508,82882,734,338,70,6,6
100,14,155000,symbiont,37439491,2.13589e+06,8.42091e+06,86853,40869,342,192805,624,364,120,18,17
100,14,160000,host,0,0,0,105233,17360,481,80188,645,315,83,7,1
100,14,160000,symbiont,35510656,1.98874e+06,8.5904e+06,75561,37747,325,199187,551,290,111,20,4
100,14,165000,host,0,0,0,127004,28997,1076,92534,769,400,151,14,6
100,14,165000,symbiont,34646156,2.25747e+06,7.87824e+06,83369,38960,380,179862,680,346,92,16,10
100,14,170000,host,0,0,0,137511,31369,690,74695,838,468,1309,6,4
100,14,170000,symbiont,34082821,2.71156e+06,8.35845e+06,84557,48786,771,189838,730,340,114,26,10
100,14,175000,host,0,0,0,144342,32890,798,81162,804,366,1600,6,4
100,14,175000,symbiont,32494961,2.14336e+06,8.00958e+06,78041,45552,1151,181841,759,356,146,19,16
100,14,180000,host,0,0,0,130302,32771,755,64766,716,430,886,13,8
100,14,180000,symbiont,32646413,2.59462e+06,8.84272e+06,70293,37708,871,205146,703,366,124,26,10
100,14,185000,host,0,0,0,135965,35086,1520,51488,703,383,114,7,2
100,14,185000,symbiont,32738539,2.10327e+06,9.43101e+06,65012,38152,841,220805,625,325,122,35,14
100,14,190000,host,0,0,0,122282,27241,1054,59824,683,401,88,9,4
100,14,190000,symbiont,33712554,1.81977e+06,9.23086e+06,63565,40525,560,215284,972,337,112,30,7
100,14,195000,host,0,0,0,119379,20080,823,72526,657,329,75,9,5
100,14,195000,symbiont,34525885,1.23792e+06,8.79198e+06,65989,40360,495,203642,1286,311,101,26,11
100,14,200000,host,0,0,0,129425,23102,1357,75646,804,404,84,8,5
100,14,200000,symbiont,33928281,1.15792e+06,8.56236e+06,73107,40175,756,196494,1334,332,118,24,11
100,15,0,host,0,0,0,0,0,0,0,0,0,0,0,0
100,15,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
100,15,5000,host,0,0,0,2.43739e+06,1274,760,660,723,210,138,0,0
100,15,5000,symbiont,24125,2785,184300,13672,451,442,497,463,165,165,0,0
100,15,10000,host,0,0,0,2.24625e+06,2675,508,646,575,241,164,0,0
100,15,10000,symbiont,880681,192312,1.12387e+06,199956,1242,394,453,475,204,188,0,0
100,15,15000,host,0,0,0,1.81609e+06,4639,395,570,493,239,170,0,0
100,15,15000,symbiont,4518091,851027,3.2722e+06,606514,8630,649,915,895,329,230,1,0
100,15,20000,host,0,0,0,1.60011e+06,6887,355,658,500,215,188,0,0
100,15,20000,symbiont,7219707,1.20827e+06,4.34008e+06,784780,22384,897,2094,1235,530,275,3,0
100,15,25000,host,0,0,0,1.49915e+06,8537,470,895,669,296,259,0,0
100,15,25000,symbiont,8689435,1.37646e+06,4.58938e+06,811582,22693,1160,2642,1635,715,486,4,0
100,15,30000,host,0,0,0,1.33652e+06,10497,466,999,817,366,312,2,0
100,15,30000,symbiont,9844013,1.48313e+06,4.72152e+06,821318,29019,1266,3062,1741,876,530,14,1
100,15,35000,host,0,0,0,1.21689e+06,9752,583,1005,843,445,362,2,0
100,15,35000,symbiont,10706408,1.54004e+06,4.74835e+06,809279,34151,1301,4221,1853,922,542,8,1
100,15,40000,host,0,0,0,1.16184e+06,10589,655,1101,905,494,367,0,1
100,15,40000,symbiont,11609485,1.64069e+06,4.80831e+06,796917,31281,1603,6642,2032,1023,571,9,1
100,15,45000,host,0,0,0,765935,6828,502,797,702,377,284,2,2
100,15,45000,symbiont,16416311,2.97381e+06,1.24773e+07,595311,35077,1893,224104,1927,882,469,6,3
100,15,50000,host,0,0,0,206533,1701,131,242,214,124,90,1,1
100,15,50000,symbiont,20166265,1.65224e+06,1.1403e+07,205267,22250,1180,253196,923,367,190,12,16
100,15,55000,host,0,0,0,184678,1694,156,209,198,121,59,0,0
100,15,55000,symbiont,21102732,1.76436e+06,1.15199e+07,184396,21791,1551,258412,922,425,232,6,1
100,15,60000,host,0,0,0,155997,1193,129,199,174,102,70,0,0
100,15,60000,symbiont,22085468,1.79988e+06,1.16686e+07,156543,21089,1384,266336,837,333,185,14,15
100,15,65000,host,0,0,0,159072,1007,118,209,196,106,69,1,0
100,15,65000,symbiont,22964877,2.1557e+06,1.16521e+07,157607,23429,1591,265174,820,390,203,13,3
100,15,70000,host,0,0,0,163466,989,129,218,229,128,55,0,0
100,15,70000,symbiont,23656873,2.9858e+06,1.16275e+07,166444,31131,1845,261762,1021,444,181,21,8
100,15,75000,host,0,0,0,132455,453,135,199,172,113,52,0,0
100,15,75000,symbiont,24648068,3.28286e+06,1.17921e+07,148409,30787,1351,268560,974,453,229,21,15
100,15,80000,host,0,0,0,137614,284,142,222,244,144,67,0,0
100,15,80000,symbiont,25213485,3.08992e+06,1.17561e+07,154210,34011,1622,266267,981,475,210,20,13
100,15,85000,host,0,0,0,118049,270,142,209,257,118,68,0,0
100,15,85000,symbiont,25895679,2.74362e+06,1.18547e+07,142528,27922,1375,270975,1103,483,236,19,16
100,15,90000,host,0,0,0,107074,257,129,212,205,112,51,0,0
100,15,90000,symbiont,26459453,3.23528e+06,1.1918e+07,138957,26967,1234,273824,880,510,212,14,23
100,15,95000,host,0,0,0,98786,270,109,206,212,122,42,0,0
100,15,95000,symbiont,26751408,3.21039e+06,1.19603e+07,135409,27114,1413,275189,915,454,217,24,23
100,15,100000,host,0,0,0,96141,344,127,221,196,130,60,0,0
100,15,100000,symbiont,26987136,3.43912e+06,1.1969e+07,135621,26355,1314,275372,992,444,195,23,33
100,15,105000,host,0,0,0,94294,404,110,213,212,109,38,0,0
100,15,105000,symbiont,27419040,3.58443e+06,1.19827e+07,141882,26814,1313,275126,845,457,195,16,41
100,15,110000,host,0,0,0,89984,586,117,168,189,99,58,0,0
100,15,110000,symbiont,28297634,3.17615e+06,1.20044e+07,145666,26680,1280,275036,963,474,196,17,24
100,15,115000,host,0,0,0,82051,1124,123,163,185,107,42,0,0
100,15,115000,symbiont,29432918,3.33026e+06,1.20439e+07,146365,28055,1317,275762,936,433,200,31,28
100,15,120000,host,0,0,0,70840,1265,148,203,189,131,37,0,1
100,15,120000,symbiont,30248771,4.34684e+06,1.20946e+07,142068,23227,564,278958,955,443,230,15,22
100,15,125000,host,0,0,0,68673,1369,142,189,241,125,54,0,0
100,15,125000,symbiont,31230876,4.76136e+06,1.20999e+07,142339,24184,525,279206,862,499,188,14,25
100,15,130000,host,0,0,0,74990,1414,135,196,238,128,61,0,0
100,15,130000,symbiont,31139445,4.15039e+06,1.20664e+07,139335,25163,505,278429,949,479,206,23,25
100,15,135000,host,0,0,0,55772,1440,96,154,166,114,40,0,0
100,15,135000,symbiont,32029878,3.80629e+06,1.21755e+07,116154,20537,441,285510,787,392,155,29,18
100,15,140000,host,0,0,0,47043,3104,120,162,197,113,30,1,0
100,15,140000,symbiont,32729643,5.1421e+06,1.22089e+07,113677,17935,467,286858,822,374,164,20,23
100,15,145000,host,0,0,0,49875,7409,227,196,216,130,33,0,0
100,15,145000,symbiont,32878131,5.34593e+06,1.21642e+07,122464,18535,571,284143,885,414,186,16,28
100,15,150000,host,0,0,0,45239,10071,222,176,216,113,15,1,0
100,15,150000,symbiont,33332284,4.81698e+06,1.21793e+07,122913,17010,570,284357,913,447,202,17,36
100,15,155000,host,0,0,0,28821,6001,115,143,151,92,20,1,1
100,15,155000,symbiont,33541268,3.34453e+06,1.2293e+07,94359,11865,353,292830,596,341,164,11,22
100,15,160000,host,0,0,0,27126,4364,76,135,149,62,22,2,0
100,15,160000,symbiont,33050810,3.08325e+06,1.2314e+07,86955,9488,356,294803,574,345,169,10,12
100,15,165000,host,0,0,0,23269,3518,56,113,122,53,15,0,0
100,15,165000,symbiont,32770001,3.77272e+06,1.23437e+07,76053,8715,286,296923,582,308,260,8,10
100,15,170000,host,0,0,0,24672,2812,72,97,133,84,17,2,0
100,15,170000,symbiont,32386701,3.81196e+06,1.2336e+07,81944,10826,343,295478,609,339,276,13,8
100,15,175000,host,0,0,0,23272,2624,67,96,123,76,11,1,1
100,15,175000,symbiont,32050609,3.7228e+06,1.23466e+07,84430,10733,351,295506,563,287,281,13,13
100,15,180000,host,0,0,0,22932,2993,69,100,106,72,14,0,0
100,15,180000,symbiont,31698294,4.15814e+06,1.23478e+07,92192,12077,343,293750,617,364,369,10,13
100,15,185000,host,0,0,0,22040,2391,74,121,126,63,14,0,0
100,15,185000,symbiont,31113745,4.21194e+06,1.23536e+07,91798,12028,362,293975,644,342,369,9,13
100,15,190000,host,0,0,0,18403,2250,57,104,150,69,11,0,0
100,15,190000,symbiont,29825678,4.90803e+06,1.2372e+07,100392,12442,400,293187,652,396,353,17,15
100,15,195000,host,0,0,0,15967,1725,79,90,141,69,10,2,0
100,15,195000,symbiont,28879058,5.0493e+06,1.23869e+07,97922,12811,356,293965,609,354,375,19,7
100,15,200000,host,0,0,0,14565,1379,61,98,132,69,9,2,0
100,15,200000,symbiont,28555674,4.9852e+06,1.23969e+07,94376,15168,354,294314,658,393,360,9,9
100,16,0,host,0,0,0,0,0,0,0,0,0,0,0,0
100,16,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
100,16,5000,host,0,0,0,2.42764e+06,1488,745,699,721,196,141,0,0
100,16,5000,symbiont,47529,7721,225495,21507,604,470,432,476,161,176,0,0
100,16,10000,host,0,0,0,2.22726e+06,2415,505,654,605,234,170,0,0
100,16,10000,symbiont,1207239,266917,1.21663e+06,209613,1106,407,1651,474,212,165,0,0
100,16,15000,host,0,0,0,1.89056e+06,3747,435,842,539,233,183,0,0
100,16,15000,symbiont,4535640,803813,2.88764e+06,528805,6294,622,1351,797,359,258,1,0
100,16,20000,host,0,0,0,1.69969e+06,5466,449,785,565,266,199,1,1
100,16,20000,symbiont,6961513,1.12425e+06,3.82509e+06,694087,11730,914,1813,1169,538,319,1,1
100,16,25000,host,0,0,0,1.52369e+06,6806,486,879,680,332,290,1,0
100,16,25000,symbiont,8887393,1.36059e+06,4.1761e+06,732756,18639,1266,2310,1654,815,483,8,0
100,16,30000,host,0,0,0,1.34098e+06,9501,534,894,678,380,300,1,0
100,16,30000,symbiont,10370953,1.48593e+06,4.41142e+06,770027,22250,1372,2143,1840,942,533,10,0
100,16,35000,host,0,0,0,1.23359e+06,10730,604,961,835,457,370,1,0
100,16,35000,symbiont,11210385,1.60973e+06,4.69671e+06,816464,25462,1427,2498,1955,999,581,5,0
100,16,40000,host,0,0,0,1.166e+06,10391,638,1167,954,499,382,5,0
100,16,40000,symbiont,12392439,1.59858e+06,4.83791e+06,823417,30469,1520,3328,2035,1155,727,19,0
100,16,45000,host,0,0,0,1.12937e+06,9926,774,1312,1061,594,435,2,1
100,16,45000,symbiont,13688789,1.59598e+06,4.8714e+06,810594,33510,1737,4171,2416,1272,728,13,3
100,16,50000,host,0,0,0,1.08424e+06,16362,797,2376,1111,647,454,7,0
100,16,50000,symbiont,14987104,1.72195e+06,4.83992e+06,787133,39131,2223,5230,2413,1280,696,23,0
100,16,55000,host,0,0,0,1.05296e+06,17211,827,2244,1231,679,481,10,0
100,16,55000,symbiont,15646329,1.75161e+06,4.77889e+06,769744,41746,2049,5211,2520,1286,773,18,0
100,16,60000,host,0,0,0,1.00822e+06,20013,953,3154,1432,759,446,11,1
100,16,60000,symbiont,16006224,1.82337e+06,4.83875e+06,776048,39198,1928,5537,2756,1387,815,11,1
100,16,65000,host,0,0,0,1.00952e+06,24786,1009,2604,1631,760,529,8,1
100,16,65000,symbiont,16437668,1.78478e+06,4.71873e+06,743524,49158,2344,4345,2792,1491,890,13,2
100,16,70000,host,0,0,0,959236,27479,1154,3643,1571,854,499,12,4
100,16,70000,symbiont,19986382,3.60609e+06,2.14065e+07,791734,83397,3579,406427,3761,1891,1038,62,11
100,16,75000,host,0,0,0,232206,7254,272,400,367,271,124,6,0
100,16,75000,symbiont,28096715,856435,1.12054e+07,212276,36627,1629,243136,1286,730,379,45,17
100,16,80000,host,0,0,0,188361,5331,228,300,317,215,107,2,0
100,16,80000,symbiont,29208946,443878,1.14516e+07,173433,32264,1276,255370,1112,685,318,35,34
100,16,85000,host,0,0,0,183937,5551,202,289,344,225,111,1,0
100,16,85000,symbiont,29887491,418945,1.14708e+07,167232,36090,1385,256017,1203,698,282,43,35
100,16,90000,host,0,0,0,180031,6305,213,334,320,206,92,8,1
100,16,90000,symbiont,30595666,400783,1.14892e+07,161876,38903,1359,256548,1217,749,308,43,40
100,16,95000,host,0,0,0,159277,7447,208,300,282,213,118,2,0
100,16,95000,symbiont,31888555,358184,1.15889e+07,145277,34550,1189,262173,1145,714,314,55,30
100,16,100000,host,0,0,0,152388,6590,198,227,290,223,116,2,1
100,16,100000,symbiont,32848875,762856,1.16292e+07,145750,37269,1228,262638,1285,707,291,40,32
100,16,105000,host,0,0,0,140634,7371,186,235,292,176,76,1,1
100,16,105000,symbiont,34407513,1.24593e+06,1.16941e+07,137306,34177,981,266552,1087,642,228,41,40
100,16,110000,host,0,0,0,118674,6093,214,247,239,155,77,2,0
100,16,110000,symbiont,35783719,1.83688e+06,1.18143e+07,114039,31118,723,273498,1030,588,254,37,35
100,16,115000,host,0,0,0,113993,5350,129,229,211,154,83,1,0
100,16,115000,symbiont,36476799,1.70941e+06,1.18479e+07,105050,31103,728,275475,1049,623,220,37,42
100,16,120000,host,0,0,0,111106,4925,158,210,232,164,84,0,0
100,16,120000,symbiont,37570199,1.54681e+06,1.18612e+07,107836,32807,765,275006,1087,632,241,44,47
100,16,125000,host,0,0,0,112622,4438,154,194,229,192,78,0,0
100,16,125000,symbiont,37939174,1.83439e+06,1.18561e+07,109901,33704,832,274358,1113,646,246,46,48
100,16,130000,host,0,0,0,109749,3055,178,216,186,190,79,0,0
100,16,130000,symbiont,38608553,1.91176e+06,1.18786e+07,105636,32251,729,275739,1114,625,241,41,48
100,16,135000,host,0,0,0,101786,3452,168,188,216,173,83,1,0
100,16,135000,symbiont,38729993,1.56806e+06,1.19161e+07,104227,31219,665,277287,1055,586,279,41,32
100,16,140000,host,0,0,0,105102,3246,161,197,245,182,110,1,0
100,16,140000,symbiont,38344771,1.23265e+06,1.1893e+07,111430,34120,757,274976,1057,645,277,39,68
100,16,145000,host,0,0,0,101575,3870,154,178,224,143,78,1,1
100,16,145000,symbiont,38361532,1.34486e+06,1.1918e+07,112389,37928,780,275145,1109,638,270,41,45
100,16,150000,host,0,0,0,98192,3074,139,193,201,147,81,0,1
100,16,150000,symbiont,38821668,1.2248e+06,1.19398e+07,107526,39661,719,276363,1026,604,248,44,49
100,16,155000,host,0,0,0,100014,3520,181,192,192,143,71,0,0
100,16,155000,symbiont,38714870,1.04567e+06,1.19297e+07,110106,40097,744,275170,1094,636,301,56,47
100,16,160000,host,0,0,0,90531,3399,139,165,165,125,68,1,0
100,16,160000,symbiont,38511180,1.88629e+06,1.19851e+07,105340,39162,712,270082,950,4511,266,33,41
100,16,165000,host,0,0,0,86348,3134,114,160,165,139,55,1,0
100,16,165000,symbiont,38139393,1.67801e+06,1.20096e+07,109351,43024,690,277099,1092,657,255,41,43
100,16,170000,host,0,0,0,79374,2541,129,154,149,145,63,0,0
100,16,170000,symbiont,38148676,1.13795e+06,1.20466e+07,99277,39460,713,280046,1031,568,265,29,42
100,16,175000,host,0,0,0,72171,1931,94,111,135,103,50,0,0
100,16,175000,symbiont,37937141,853830,1.20949e+07,85024,35355,610,284445,889,528,192,39,33
100,16,180000,host,0,0,0,75734,1990,101,131,130,123,61,1,0
100,16,180000,symbiont,37412336,750800,1.20727e+07,89523,39763,633,282299,941,571,212,59,43
100,16,185000,host,0,0,0,67381,1934,107,105,143,106,47,0,0
100,16,185000,symbiont,37248894,772065,1.21185e+07,76972,35459,516,286300,830,510,175,41,28
100,16,190000,host,0,0,0,59299,1903,86,94,121,109,41,1,0
100,16,190000,symbiont,37302343,791840,1.21621e+07,66874,29233,493,289878,747,440,170,38,26
100,16,195000,host,0,0,0,55265,2146,77,91,117,105,39,0,0
100,16,195000,symbiont,37409177,726464,1.21835e+07,64132,25707,458,291513,710,372,174,41,27
100,16,200000,host,0,0,0,51645,2607,89,117,127,75,33,3,0
100,16,200000,symbiont,37511648,664179,1.21998e+07,61089,25272,399,292637,622,371,149,32,39
100,17,0,host,0,0,0,0,0,0,0,0,0,0,0,0
100,17,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
100,17,5000,host,0,0,0,2.43364e+06,1190,755,651,737,172,130,0,0
100,17,5000,symbiont,45688,13044,196885,13937,687,413,993,387,141,160,0,0
100,17,10000,host,0,0,0,2.25088e+06,2137,501,617,528,234,179,0,0
100,17,10000,symbiont,1209083,225927,1.10352e+06,178121,3544,390,2459,420,203,198,0,0
100,17,15000,host,0,0,0,1.83767e+06,4807,425,590,506,232,182,1,0
100,17,15000,symbiont,5701805,855773,3.16194e+06,562666,17534,718,2199,883,378,275,1,0
100,17,20000,host,0,0,0,1.60024e+06,11263,437,719,564,261,194,2,0
100,17,20000,symbiont,9609044,1.31389e+06,4.30228e+06,763883,27364,1041,2168,1346,590,398,6,0
100,17,25000,host,0,0,0,1.53492e+06,13126,550,933,719,375,305,4,0
100,17,25000,symbiont,10742629,1.41063e+06,4.46638e+06,752524,30098,1341,4828,1773,848,602,4,0
100,17,30000,host,0,0,0,1.36966e+06,12123,547,1656,763,366,353,7,0
100,17,30000,symbiont,12074120,1.64504e+06,4.80822e+06,752335,32780,1619,11377,2164,1069,637,12,1
100,17,35000,host,0,0,0,1.24704e+06,11907,585,1190,861,480,336,5,0
100,17,35000,symbiont,13319636,1.49124e+06,4.56348e+06,764111,36010,1623,2783,2304,1163,661,20,1
100,17,40000,host,0,0,0,1.15566e+06,14402,613,1762,969,519,381,4,1
100,17,40000,symbiont,14804599,1.61376e+06,4.81252e+06,778418,42831,1856,5347,2421,1314,718,24,2
100,17,45000,host,0,0,0,1.10488e+06,15652,694,1268,1138,596,422,1,0
100,17,45000,symbiont,15835612,1.69565e+06,4.77104e+06,760239,42912,2401,5613,2571,1323,743,21,3
100,17,50000,host,0,0,0,1.06948e+06,15564,789,1434,1197,648,431,3,0
100,17,50000,symbiont,16750191,1.74811e+06,4.8536e+06,765099,44365,2201,6576,2625,1419,791,30,1
100,17,55000,host,0,0,0,1.04525e+06,13817,912,1455,1281,677,504,4,0
100,17,55000,symbiont,17472474,1.93638e+06,4.99706e+06,793783,42517,2229,5646,2846,1521,917,28,0
100,17,60000,host,0,0,0,1.03845e+06,16690,1034,1599,1440,783,551,3,1
100,17,60000,symbiont,17659884,1.84323e+06,4.84886e+06,775993,47058,2243,3599,2930,1549,847,36,1
100,17,65000,host,0,0,0,1.01749e+06,21639,1042,1719,1647,859,578,5,0
100,17,65000,symbiont,18019879,1.75022e+06,4.61384e+06,722322,59319,2231,2840,2865,1602,861,40,4
100,17,70000,host,0,0,0,976516,25660,1038,1745,1619,841,596,4,0
100,17,70000,symbiont,18951582,1.86872e+06,4.80428e+06,740505,59863,3472,3105,3166,1630,932,35,3
100,17,75000,host,0,0,0,961981,28457,1199,2851,1742,944,540,6,0
100,17,75000,symbiont,20383921,1.94268e+06,5.05287e+06,775854,65528,2627,3458,3526,1886,1018,38,2
100,17,80000,host,0,0,0,973508,31918,1274,3471,1831,1070,606,3,3
100,17,80000,symbiont,21639049,2.04628e+06,5.2349e+06,797169,69572,2853,4161,3533,2015,1072,27,3
100,17,85000,host,0,0,0,941749,33744,1395,3236,2077,1115,630,7,0
100,17,85000,symbiont,23447336,2.0694e+06,5.43113e+06,813044,71702,2920,5281,3857,2227,1162,42,0
100,17,90000,host,0,0,0,951994,35303,1589,3675,2249,1218,638,9,2
100,17,90000,symbiont,24703946,1.96024e+06,5.43383e+06,801281,66077,4071,5657,4026,2315,1213,37,2
100,17,95000,host,0,0,0,939566,39269,1742,5821,2449,1400,756,9,3
100,17,95000,symbiont,25715818,1.91031e+06,5.28904e+06,775356,70669,4010,4331,4200,2410,1187,33,4
100,17,100000,host,0,0,0,931796,42123,1857,8952,2491,1380,795,9,3
100,17,100000,symbiont,26745849,1.83069e+06,5.15094e+06,756533,67950,3170,3797,4307,2454,1260,36,5
100,17,105000,host,0,0,0,923325,45974,2047,9841,2707,1469,816,11,4
100,17,105000,symbiont,28178594,1.79565e+06,5.21331e+06,756736,63294,4202,4647,4290,2578,1264,37,5
100,17,110000,host,0,0,0,920175,56202,2403,27493,2838,1568,787,16,4
100,17,110000,symbiont,28859557,1.76851e+06,5.21937e+06,744816,67026,4206,4750,4375,2663,1441,48,2
100,17,115000,host,0,0,0,895515,74865,2189,54829,3016,1572,1016,27,15
100,17,115000,symbiont,30411117,1.80276e+06,5.12444e+06,720656,67223,4742,4162,4494,2775,1489,53,2
100,17,120000,host,0,0,0,885695,101428,2540,156897,3361,1747,2662,34,24
100,17,120000,symbiont,29482571,1.62745e+06,4.6526e+06,636710,63482,3753,5640,4544,2391,1317,59,3
100,17,125000,host,0,0,0,586209,100968,2020,393474,2937,2672,1565,40,16
100,17,125000,symbiont,37187115,3.63327e+06,1.61083e+07,427508,52675,2816,328778,2713,1410,792,40,4
100,17,130000,host,0,0,0,92905,21548,344,100118,473,270,78,7,3
100,17,130000,symbiont,46141496,2.34607e+06,7.8517e+06,99017,13192,466,180554,546,321,173,11,3
100,17,135000,host,0,0,0,96421,25057,350,90060,539,257,65,2,3
100,17,135000,symbiont,50002452,2.38865e+06,8.22096e+06,103602,15900,341,188701,583,373,168,14,5
100,17,140000,host,0,0,0,108637,31881,442,108234,593,351,53,15,3
100,17,140000,symbiont,49063647,2.12536e+06,7.38516e+06,114446,18340,442,165642,657,369,195,13,13
100,17,145000,host,0,0,0,103761,29678,468,94281,608,323,79,14,4
100,17,145000,symbiont,45307255,2.28776e+06,7.97096e+06,122619,19185,397,179417,635,344,207,11,9
100,17,150000,host,0,0,0,100978,23086,442,90260,637,343,89,10,6
100,17,150000,symbiont,44265623,1.89907e+06,8.17498e+06,126930,21651,364,183629,673,327,215,20,9
100,17,155000,host,0,0,0,92815,19731,438,82897,586,368,76,8,8
100,17,155000,symbiont,43114949,1.56172e+06,8.53002e+06,113141,21611,319,194523,621,356,178,12,9
100,17,160000,host,0,0,0,100992,16989,456,85429,654,404,86,7,8
100,17,160000,symbiont,44031343,1.30885e+06,8.38915e+06,134759,24614,393,187088,815,394,247,10,20
100,17,165000,host,0,0,0,99954,12277,479,60141,632,399,72,0,10
100,17,165000,symbiont,46210357,799606,9.4275e+06,142356,26126,415,211227,1001,434,289,23,27
100,17,170000,host,0,0,0,70154,6975,350,61532,445,262,56,1,5
100,17,170000,symbiont,46533844,758023,9.57954e+06,108181,22513,372,221079,722,382,211,17,11
100,17,175000,host,0,0,0,59753,6795,242,63277,355,232,43,4,4
100,17,175000,symbiont,48216026,483220,9.59471e+06,85653,16907,253,225486,554,277,179,7,10
