vert,ht_res,vt_res,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
No symbiont,100,50,10,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,100,50,10,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.99258e+06,0,402,169,406,14,0,0,0
No symbiont,100,50,10,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.23137e+06,492,238,118,210,19,1,0,0
No symbiont,100,50,10,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,967313,408,124,69,118,16,0,0,0
No symbiont,100,50,10,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,823977,429,94,61,100,22,0,0,0
No symbiont,100,50,10,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,751924,1248,66,41,82,10,0,0,0
No symbiont,100,50,10,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,711815,2460,69,52,75,16,0,1,0
No symbiont,100,50,10,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,665728,2960,46,54,80,16,0,0,0
No symbiont,100,50,10,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,632497,2910,64,49,76,17,2,1,0
No symbiont,100,50,10,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,619319,3225,54,66,71,14,4,0,0
No symbiont,100,50,10,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,620745,3569,65,96,76,10,3,1,0
No symbiont,100,50,10,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,624295,6095,51,93,80,16,3,1,0
No symbiont,100,50,10,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,625998,9164,53,153,90,9,2,1,0
No symbiont,100,50,10,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,638499,12899,55,305,80,19,0,0,0
No symbiont,100,50,10,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,673551,12094,101,281,105,25,4,2,0
No symbiont,100,50,10,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,671707,14375,94,86,135,22,5,0,0
No symbiont,100,50,10,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,660389,13831,107,89,131,34,5,0,0
No symbiont,100,50,10,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,667293,10031,93,99,154,30,7,0,0
No symbiont,100,50,10,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,675376,8998,97,117,131,37,7,0,0
No symbiont,100,50,10,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,693597,10726,120,141,158,30,12,0,0
No symbiont,100,50,10,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,714982,13639,115,145,166,50,12,0,1
No symbiont,100,50,10,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,721897,12342,155,145,178,52,23,0,0
No symbiont,100,50,10,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,749040,13903,157,202,216,45,23,0,0
No symbiont,100,50,10,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,764007,15882,186,188,213,65,17,0,0
No symbiont,100,50,10,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,774339,16513,184,210,238,60,24,0,0
No symbiont,100,50,10,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,765434,17752,196,229,275,59,27,0,0
No symbiont,100,50,10,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,777455,18420,187,221,241,85,32,0,0
No symbiont,100,50,10,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,773595,18436,202,351,293,87,22,1,0
No symbiont,100,50,10,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,801035,20489,229,297,274,66,28,0,0
No symbiont,100,50,10,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,807392,21735,267,347,359,102,23,1,0
No symbiont,100,50,10,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,822229,23879,269,386,366,95,25,0,0
No symbiont,100,50,10,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,814154,30499,369,507,367,103,34,0,0
No symbiont,100,50,10,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,808287,33292,587,1327,335,115,13,1,0
No symbiont,100,50,10,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,830343,30090,634,378,411,113,30,0,0
No symbiont,100,50,10,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,843728,28361,712,390,418,135,32,1,0
No symbiont,100,50,10,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,855367,24743,653,347,455,151,28,0,0
No symbiont,100,50,10,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,854767,27122,677,583,429,111,26,0,0
No symbiont,100,50,10,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,868214,33507,1206,362,459,122,27,0,0
No symbiont,100,50,10,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,868781,39138,1304,386,481,122,36,0,0
No symbiont,100,50,10,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,867226,45741,1028,554,490,144,41,0,0
No symbiont,100,50,10,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,866390,51109,938,1120,451,165,39,0,0
No symbiont,100,50,10,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,844144,60809,948,1374,509,125,38,1,0
No symbiont,100,50,10,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,840874,65908,849,1131,495,166,38,3,0
No symbiont,100,50,10,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,850607,62936,398,1051,489,154,37,3,0
No symbiont,100,50,10,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,834693,61478,379,1184,511,163,43,2,0
No symbiont,100,50,10,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,841138,69699,391,1207,514,169,51,1,0
No symbiont,100,50,10,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,850526,71119,425,2493,571,176,31,6,0
No symbiont,100,50,10,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,831210,68773,448,1673,515,148,39,1,0
No symbiont,100,50,10,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,825633,66710,469,1918,501,184,37,2,0
No symbiont,100,50,10,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,823863,66581,394,2982,490,170,35,1,0
No symbiont,100,50,10,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,826035,71029,519,2913,504,181,34,5,0
No symbiont,100,50,10,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,828451,71558,578,2462,463,177,56,2,0
No symbiont,100,50,10,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,817927,66903,703,2607,514,166,38,0,0
No symbiont,100,50,10,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,821565,64698,510,1962,495,157,37,2,0
No symbiont,100,50,10,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,837502,66531,718,1431,538,192,48,3,0
No symbiont,100,50,10,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,839020,58708,715,1387,517,179,40,1,0
No symbiont,100,50,10,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,848128,55542,409,1536,524,179,45,3,0
No symbiont,100,50,10,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,856077,54165,561,725,525,177,36,0,0
No symbiont,100,50,10,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,855056,57148,691,819,537,190,44,1,0
No symbiont,100,50,10,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,853488,62762,413,806,561,171,36,0,0
No symbiont,100,50,10,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,846198,59149,422,1070,511,180,36,0,0
No symbiont,100,50,10,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,858118,62755,427,1166,602,198,39,2,0
No symbiont,100,50,10,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,852562,68397,469,1805,566,177,30,4,0
No symbiont,100,50,10,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,833003,75991,468,2745,579,196,48,2,0
No symbiont,100,50,10,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,807640,88540,1258,6110,1489,173,36,0,0
No symbiont,100,50,10,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,799355,93820,837,10068,4649,201,49,2,0
No symbiont,100,50,10,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,786052,103080,1178,15900,12497,175,40,4,0
No symbiont,100,50,10,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,747807,118767,836,27093,17550,176,38,5,0
No symbiont,100,50,10,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,702391,123465,3502,37041,17556,181,37,3,1
No symbiont,100,50,10,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,680974,131226,6427,46405,19252,197,35,6,1
No symbiont,100,50,10,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,650813,141851,7584,48100,17520,177,42,4,1
No symbiont,100,50,10,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,648435,149920,5656,60016,14956,206,45,4,2
No symbiont,100,50,10,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,657336,133521,6771,65594,13347,177,43,6,3
No symbiont,100,50,10,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,676453,137742,15300,66551,11001,171,47,6,4
No symbiont,100,50,10,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,667673,148641,20980,69265,15345,206,48,6,1
No symbiont,100,50,10,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,678020,148288,20489,79714,18715,172,34,5,3
No symbiont,100,50,10,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,737980,150741,20156,95446,16382,184,45,7,1
No symbiont,100,50,10,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,775713,160024,16278,111268,14110,168,65,4,1
No symbiont,100,50,10,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,798840,170295,13580,114197,14917,186,68,3,1
No symbiont,100,50,10,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,812765,165697,12194,107642,11974,203,73,2,3
No symbiont,100,50,10,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,859627,180006,9766,105772,12911,228,75,3,3
No symbiont,100,50,10,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,890264,183605,10172,116444,10167,227,83,7,2
No symbiont,100,50,10,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,902400,168845,9085,132684,10680,255,56,5,2
No symbiont,100,50,10,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,887298,143433,8025,136626,11102,227,81,3,2
No symbiont,100,50,10,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,889549,140878,5269,150233,8879,249,72,3,1
No symbiont,100,50,10,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,905933,153875,3107,138644,4733,212,68,9,2
No symbiont,100,50,10,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,887317,145855,3511,138655,3438,231,80,6,1
No symbiont,100,50,10,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,853416,163705,7923,140129,2865,240,73,4,2
No symbiont,100,50,10,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,820955,194927,10723,137626,1887,220,70,4,4
No symbiont,100,50,10,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,797286,219914,15697,140541,1810,247,72,7,2
No symbiont,100,50,10,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,759399,246005,17708,173507,1113,232,76,23,2
No symbiont,100,50,10,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,701118,329651,22802,219128,789,220,56,7,1
No symbiont,100,50,10,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,590597,414590,25738,239618,689,195,40,9,2
No symbiont,100,50,10,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,542067,508057,38292,278766,695,155,36,18,1
No symbiont,100,50,10,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,551145,578928,64128,314879,693,142,29,26,4
No symbiont,100,50,10,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,515031,654318,87147,352318,1285,145,34,30,0
No symbiont,100,50,10,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,470120,706630,95178,394236,2260,153,39,33,2
No symbiont,100,50,10,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,416505,728932,157420,477013,3261,152,26,36,0
No symbiont,100,50,10,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,425166,827370,166076,765544,8055,192,51,38,0
No symbiont,100,50,10,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,391183,789288,192399,653529,4226,193,57,57,1
No symbiont,100,50,10,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,364184,796470,336300,601240,969,209,46,57,3
No symbiont,100,50,10,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,36617,1.86213e+06,7.29446e+06,3.80368e+06,911,375,9,204,0
No symbiont,100,50,10,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,21,44888,230747,78654,13,11,0,4,0
No symbiont,100,50,10,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,27,45601,203627,106002,24,7,0,2,0
No symbiont,100,50,10,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,24,45664,168300,140775,23,14,0,5,0
No symbiont,100,50,11,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,100,50,11,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.99291e+06,0,410,177,400,9,0,0,0
No symbiont,100,50,11,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.24979e+06,292,195,115,200,10,0,0,0
No symbiont,100,50,11,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,963612,743,126,63,138,14,0,0,0
No symbiont,100,50,11,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,814707,1168,104,50,104,11,0,0,0
No symbiont,100,50,11,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,751481,1412,84,65,98,13,5,0,0
No symbiont,100,50,11,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,692336,1774,61,41,70,11,3,0,0
No symbiont,100,50,11,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,665799,2334,69,54,74,21,1,0,0
No symbiont,100,50,11,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,640229,4030,49,61,78,17,2,0,0
No symbiont,100,50,11,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,627789,5525,67,51,83,15,4,0,0
No symbiont,100,50,11,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,621728,6688,51,47,78,15,2,0,0
No symbiont,100,50,11,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,614475,7698,65,53,88,19,2,0,0
No symbiont,100,50,11,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,611833,6545,65,78,92,16,4,0,0
No symbiont,100,50,11,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,608329,6331,61,70,101,36,12,0,0
No symbiont,100,50,11,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,615727,7822,88,92,120,29,5,0,0
No symbiont,100,50,11,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,629383,8655,101,107,128,33,15,0,0
No symbiont,100,50,11,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,634652,8611,105,107,152,32,14,0,0
No symbiont,100,50,11,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,635717,11467,103,157,122,37,13,0,0
No symbiont,100,50,11,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,661065,11098,129,348,158,43,13,0,0
No symbiont,100,50,11,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,677666,11370,310,343,176,46,16,0,0
No symbiont,100,50,11,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,681540,12695,388,273,184,49,16,0,0
No symbiont,100,50,11,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,696812,13332,445,800,216,67,17,0,0
No symbiont,100,50,11,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,715972,15962,430,502,238,73,19,0,0
No symbiont,100,50,11,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,717076,19305,467,360,249,57,19,0,0
No symbiont,100,50,11,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,729910,24693,468,440,238,80,15,0,0
No symbiont,100,50,11,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,741654,27711,490,992,268,82,27,0,0
No symbiont,100,50,11,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,749998,30798,483,882,333,81,23,1,0
No symbiont,100,50,11,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,775487,34749,396,382,297,109,23,2,0
No symbiont,100,50,11,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,785260,34891,250,372,326,103,32,3,0
No symbiont,100,50,11,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,805987,29634,293,275,377,110,34,0,0
No symbiont,100,50,11,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,809346,30501,299,286,378,111,44,0,0
No symbiont,100,50,11,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,819115,36872,363,649,357,116,29,3,0
No symbiont,100,50,11,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,820974,39301,406,1220,424,126,32,0,0
No symbiont,100,50,11,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,809065,43153,854,634,432,130,34,2,0
No symbiont,100,50,11,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,805317,44902,898,399,423,133,28,1,0
No symbiont,100,50,11,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,812088,48276,1110,489,448,141,34,1,0
No symbiont,100,50,11,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,816635,41880,1195,810,472,138,34,1,0
No symbiont,100,50,11,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,825985,36106,840,774,468,147,41,0,0
No symbiont,100,50,11,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,849716,38901,811,845,477,138,50,2,0
No symbiont,100,50,11,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,837546,46453,520,435,443,131,43,0,0
No symbiont,100,50,11,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,829237,53757,613,373,435,137,22,0,0
No symbiont,100,50,11,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,825083,51538,382,402,473,159,37,1,0
No symbiont,100,50,11,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,819541,51407,369,415,465,179,31,1,0
No symbiont,100,50,11,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,823662,53202,456,1014,521,154,43,0,1
No symbiont,100,50,11,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,809513,60341,574,2175,497,176,40,0,0
No symbiont,100,50,11,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,804469,58905,543,4267,565,162,36,1,0
No symbiont,100,50,11,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,803214,63070,484,5343,523,175,44,3,0
No symbiont,100,50,11,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,822518,61929,468,4532,484,166,43,4,0
No symbiont,100,50,11,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,812183,59439,465,5689,515,189,33,3,0
No symbiont,100,50,11,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,815972,64317,442,8716,1071,183,32,1,1
No symbiont,100,50,11,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,803765,65690,396,12270,1714,171,46,4,0
No symbiont,100,50,11,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,782199,72939,484,16508,700,187,35,2,0
No symbiont,100,50,11,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,784153,75190,751,15583,641,172,35,3,1
No symbiont,100,50,11,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,781466,85896,992,16094,585,172,43,0,0
No symbiont,100,50,11,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,765530,99022,611,19729,593,182,35,1,0
No symbiont,100,50,11,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,767165,95216,607,24858,707,207,43,4,0
No symbiont,100,50,11,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,760179,100138,955,27247,779,180,45,4,0
No symbiont,100,50,11,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,734430,99545,1000,26101,612,187,31,2,1
No symbiont,100,50,11,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,730548,99639,1328,29763,568,173,26,4,1
No symbiont,100,50,11,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,741702,102639,2345,37448,603,190,32,4,1
No symbiont,100,50,11,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,760481,102783,2297,46006,579,186,32,2,0
No symbiont,100,50,11,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,764846,117905,3725,59457,622,226,30,2,0
No symbiont,100,50,11,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,742289,132653,4035,61760,539,191,13,5,0
No symbiont,100,50,11,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,757525,142775,5088,70711,646,163,23,1,0
No symbiont,100,50,11,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,779022,153960,3917,83288,623,153,27,4,0
No symbiont,100,50,11,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,763156,155848,4146,91683,826,159,70,1,0
No symbiont,100,50,11,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,766807,167266,7310,88942,1610,187,33,4,0
No symbiont,100,50,11,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,753351,173304,12358,91284,1483,174,21,9,1
No symbiont,100,50,11,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,745422,190006,12085,94884,1363,178,23,0,1
No symbiont,100,50,11,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,723169,214472,14157,94209,1074,171,36,3,1
No symbiont,100,50,11,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,730813,243599,14962,110532,1003,203,21,8,0
No symbiont,100,50,11,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,743853,249481,14509,126148,1358,203,21,8,2
No symbiont,100,50,11,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,753414,239229,11760,128529,1417,204,29,3,0
No symbiont,100,50,11,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,773238,240901,14957,128471,1253,189,28,5,1
No symbiont,100,50,11,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,754716,236582,21730,118404,1157,157,19,4,0
No symbiont,100,50,11,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,758042,244081,20160,122813,2059,237,30,6,1
No symbiont,100,50,11,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,767417,237113,15310,138734,2291,248,29,5,2
No symbiont,100,50,11,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,756380,239091,12154,132116,2083,204,25,6,0
No symbiont,100,50,11,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,721722,239725,12275,137619,1511,184,24,7,0
No symbiont,100,50,11,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,676877,282929,14553,161626,1467,173,23,7,0
No symbiont,100,50,11,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,629330,291397,14173,143509,1820,194,19,6,0
No symbiont,100,50,11,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,642353,296469,15970,145734,1458,225,36,7,3
No symbiont,100,50,11,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,653995,330125,25989,147379,1530,202,28,7,1
No symbiont,100,50,11,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,648672,399411,27241,192916,1206,215,26,10,0
No symbiont,100,50,11,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,651789,405023,37292,202563,1284,236,20,10,2
No symbiont,100,50,11,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,669443,422787,40032,197920,1409,229,32,9,1
No symbiont,100,50,11,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,699836,383017,30695,189360,1347,202,36,11,0
No symbiont,100,50,11,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,741554,348570,29476,185664,1288,209,27,9,0
No symbiont,100,50,11,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,771241,311319,37961,205650,1204,220,37,5,0
No symbiont,100,50,11,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,772393,310931,73281,220982,1513,214,40,7,0
No symbiont,100,50,11,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,778757,332541,90948,233458,2229,227,54,9,0
No symbiont,100,50,11,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,809264,292897,59036,302558,1136,228,161,5,1
No symbiont,100,50,11,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,956464,244330,31687,498773,1553,227,99,15,2
No symbiont,100,50,11,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.16747e+06,202461,11440,938498,1366,255,178,13,0
No symbiont,100,50,11,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.30784e+06,216475,1917,1.32537e+06,1476,289,238,25,1
No symbiont,100,50,11,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.33316e+06,241316,1178,1.29779e+06,1173,256,216,27,1
No symbiont,100,50,11,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.35734e+06,232645,985,1.44124e+06,2008,232,235,18,0
No symbiont,100,50,11,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.37228e+06,233772,1320,1.45437e+06,2215,289,222,27,0
No symbiont,100,50,11,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.40176e+06,237951,942,1.62944e+06,2459,238,238,27,1
No symbiont,100,50,11,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.39536e+06,252525,978,1.74212e+06,2198,272,304,33,1
No symbiont,100,50,11,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.44264e+06,250686,1426,1.87827e+06,4098,342,306,34,1
No symbiont,100,50,11,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,353303,9712,75,1.86074e+06,161,103,139,0,0
No symbiont,100,50,11,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,45398,52,11,309228,15,17,21,0,0
No symbiont,100,50,11,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,47798,57,14,308816,18,17,25,0,0
No symbiont,100,50,11,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,46856,49,22,309194,14,13,28,0,0
No symbiont,100,50,12,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,100,50,12,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.99319e+06,0,369,211,393,11,0,0,0
No symbiont,100,50,12,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.2454e+06,667,212,102,195,11,0,0,0
No symbiont,100,50,12,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,961205,1054,125,56,154,6,0,0,0
No symbiont,100,50,12,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,817193,941,95,46,92,11,0,0,0
No symbiont,100,50,12,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,743800,890,64,44,95,11,0,0,0
No symbiont,100,50,12,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,697366,1521,72,37,72,11,0,0,0
No symbiont,100,50,12,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,667739,1747,60,125,63,9,1,0,0
No symbiont,100,50,12,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,633493,2118,59,196,49,13,0,0,0
No symbiont,100,50,12,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,615221,2459,58,197,64,12,3,0,0
No symbiont,100,50,12,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,609728,3064,56,208,72,17,1,0,0
