vert,ht_res,vt_res,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.8,500,50,12,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.52203e+06,561000,1146,24475,1279,586,117,13,0
0.8,500,50,12,505000,symbiont,3237561,3.36254e+08,6.21114e+07,6095106,3.27903e+08,NA,83249,2931,14236,1.58904e+06,76967,895,1.33994e+06,1126,559,81,1,0
0.8,500,50,12,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,4.10922e+06,4.00156e+06,2307,45226,1729,1820,215,90,0
0.8,500,50,12,510000,symbiont,6803511,1.54245e+09,1.54053e+08,7424521,1.46706e+09,NA,5796,0,87277,2.60636e+06,8405,1855,3.51479e+06,2704,1149,30,0,0
0.8,500,50,12,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,5.22168e+06,5.19708e+06,2854,5653,2031,1999,255,122,0
0.8,500,50,12,515000,symbiont,7093581,1.24053e+09,1.32075e+08,6343210,1.16457e+09,NA,0,0,94051,1.81522e+06,733,2290,3.06315e+06,3418,1280,13,0,0
0.8,500,50,12,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,6.01172e+06,5.97743e+06,3141,1503,2070,1894,316,143,0
0.8,500,50,12,520000,symbiont,7065215,8.70945e+08,1.05128e+08,5130661,7.99825e+08,NA,0,0,94670,1.04292e+06,697,2513,2.48485e+06,3902,1285,6,0,0
0.8,500,50,13,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
0.8,500,50,13,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,500,50,13,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.35754e+06,130,422,278,404,19,17,0,0
0.8,500,50,13,5000,symbiont,472,1955,3.24196e+06,1122,48638,0,3360,1063,1,640244,116,235,169,257,17,13,0,0
0.8,500,50,13,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.08539e+06,189,264,186,275,43,29,0,0
0.8,500,50,13,10000,symbiont,16448,80798,2.68238e+06,35745,178467,NA,4772,1659,1757,528890,114,193,171,205,34,23,0,0
0.8,500,50,13,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,823750,235,175,128,176,36,23,0,0
0.8,500,50,13,15000,symbiont,35190,128982,2.17e+06,81114,250328,0,3612,1246,901,428239,362,126,119,132,29,27,0,0
0.8,500,50,13,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,739457,395,159,113,149,43,28,0,0
0.8,500,50,13,20000,symbiont,44343,184547,1.99222e+06,106820,320896,0,3591,1213,992,393560,348,109,98,107,31,21,0,0
0.8,500,50,13,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,672917,948,111,87,117,29,19,0,0
0.8,500,50,13,25000,symbiont,56816,485310,1.8275e+06,140857,606619,0,3108,1037,592,360629,368,96,107,97,41,21,0,0
0.8,500,50,13,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,641680,1302,105,69,114,41,15,0,0
0.8,500,50,13,30000,symbiont,60024,590532,1.7296e+06,174590,719572,0,3020,1027,687,341831,480,64,93,84,21,21,0,0
0.8,500,50,13,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,611293,981,115,75,115,32,15,0,0
0.8,500,50,13,35000,symbiont,70614,873680,1.70301e+06,196787,1.00732e+06,0,2920,973,441,336710,668,75,104,75,17,10,0,0
0.8,500,50,13,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,599259,1098,93,82,97,27,10,0,0
0.8,500,50,13,40000,symbiont,71810,1.26035e+06,1.6497e+06,219744,1.39919e+06,0,2855,1034,492,326483,304,58,90,76,25,11,0,0
0.8,500,50,13,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,592832,987,78,73,93,26,10,0,0
0.8,500,50,13,45000,symbiont,74307,905031,1.63588e+06,249240,1.07373e+06,0,2841,1038,322,323638,385,65,97,60,30,13,0,0
0.8,500,50,13,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,585608,1195,85,71,90,27,15,0,0
0.8,500,50,13,50000,symbiont,71677,957850,1.61764e+06,271604,1.12695e+06,0,2837,964,394,320064,505,67,87,64,16,14,0,0
0.8,500,50,13,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,582118,1591,96,71,127,26,4,0,0
0.8,500,50,13,55000,symbiont,74309,1.11068e+06,1.5943e+06,305999,1.29432e+06,0,2801,1022,248,315383,478,57,84,69,26,11,0,0
0.8,500,50,13,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,592650,3149,89,100,132,32,14,0,0
0.8,500,50,13,60000,symbiont,82819,1.36344e+06,1.60829e+06,354004,1.53384e+06,0,2801,1036,341,318256,538,73,67,68,25,8,0,0
0.8,500,50,13,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,610747,3800,91,101,127,35,11,0,1
0.8,500,50,13,65000,symbiont,87007,1.52833e+06,1.58673e+06,372516,1.72329e+06,0,2774,1057,218,312976,1570,69,83,69,18,6,0,0
0.8,500,50,13,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,618960,4400,111,98,123,41,13,0,0
0.8,500,50,13,70000,symbiont,98735,2.26263e+06,1.58417e+06,404611,2.45229e+06,0,2777,1084,252,312010,2296,49,71,64,24,5,0,0
0.8,500,50,13,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,638547,7239,124,125,150,37,17,0,0
0.8,500,50,13,75000,symbiont,117515,3.44091e+06,1.62584e+06,431982,3.67394e+06,0,2916,1175,189,320318,2187,54,65,68,25,7,0,0
0.8,500,50,13,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,642173,10116,125,126,161,47,12,0,0
0.8,500,50,13,80000,symbiont,124348,3.08079e+06,1.64866e+06,485326,3.40387e+06,0,2983,1163,235,324501,2271,72,72,74,33,3,0,0
0.8,500,50,13,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,638981,10896,144,139,174,50,20,1,0
0.8,500,50,13,85000,symbiont,141589,3.2526e+06,1.69039e+06,554572,3.56902e+06,0,3111,1217,191,331080,3350,81,79,113,27,4,0,0
0.8,500,50,13,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,641170,12854,153,180,182,52,12,0,0
0.8,500,50,13,90000,symbiont,155769,3.18877e+06,1.67812e+06,597752,3.47761e+06,0,3008,1219,245,328386,3422,75,78,121,33,4,0,0
0.8,500,50,13,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,660938,14693,158,207,199,58,15,0,1
0.8,500,50,13,95000,symbiont,163149,3.52369e+06,1.72008e+06,656672,3.88054e+06,NA,3143,1259,201,336116,3837,75,89,126,30,8,0,0
0.8,500,50,13,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,673666,19087,172,229,238,90,24,1,0
0.8,500,50,13,100000,symbiont,172517,3.26195e+06,1.70675e+06,754123,3.67808e+06,NA,3129,1233,230,332236,4482,84,99,123,51,12,0,0
0.8,500,50,13,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,675768,22674,170,235,239,64,21,0,0
0.8,500,50,13,105000,symbiont,199692,3.74844e+06,1.71916e+06,826087,4.14856e+06,NA,3141,1182,214,334886,4715,86,109,102,41,12,0,0
0.8,500,50,13,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,685658,22902,170,230,247,82,25,0,2
0.8,500,50,13,110000,symbiont,224901,4.06688e+06,1.69274e+06,860908,4.44347e+06,NA,3163,1251,206,329316,3072,134,166,168,53,7,0,0
0.8,500,50,13,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,694867,26016,219,417,264,93,25,0,0
0.8,500,50,13,115000,symbiont,246278,5.39862e+06,1.69624e+06,934197,5.7693e+06,NA,3162,1263,173,331417,2486,121,105,134,61,13,0,0
0.8,500,50,13,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,704069,25500,217,443,276,84,31,0,0
0.8,500,50,13,120000,symbiont,282442,7.3267e+06,1.68634e+06,965888,7.74887e+06,NA,3217,1268,198,328850,3107,106,136,144,43,12,0,0
0.8,500,50,13,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,708932,26646,238,979,335,81,17,0,0
0.8,500,50,13,125000,symbiont,321972,6.91195e+06,1.64632e+06,996661,7.37079e+06,NA,3193,1298,185,319792,3839,119,137,151,47,13,0,0
0.8,500,50,13,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,707463,27782,250,589,315,95,21,1,0
0.8,500,50,13,130000,symbiont,373040,8.53541e+06,1.70078e+06,1020278,8.91176e+06,NA,3206,1279,175,328902,4990,116,119,167,73,17,0,0
0.8,500,50,13,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,702728,28324,276,266,340,101,24,2,0
0.8,500,50,13,135000,symbiont,398208,9.95052e+06,1.63768e+06,1053492,1.03809e+07,NA,3184,1319,177,314716,5957,143,143,217,63,3,0,0
0.8,500,50,13,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,711076,32087,267,414,361,110,20,0,1
0.8,500,50,13,140000,symbiont,406168,1.19074e+07,1.72952e+06,1063181,1.22824e+07,NA,3260,1340,174,331249,6838,138,325,184,53,10,0,0
0.8,500,50,13,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,716406,36132,274,836,365,98,25,1,0
0.8,500,50,13,145000,symbiont,423714,1.48205e+07,1.77849e+06,1121735,1.51981e+07,NA,3288,1410,177,342343,6379,169,131,181,67,19,0,0
0.8,500,50,13,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,718566,40423,1036,326,402,130,33,0,0
0.8,500,50,13,150000,symbiont,454657,1.43874e+07,1.82221e+06,1198726,1.47556e+07,NA,3350,1398,195,349015,7531,169,178,197,75,23,1,0
0.8,500,50,13,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,746842,41920,581,333,405,138,24,1,0
0.8,500,50,13,155000,symbiont,489471,1.71956e+07,1.73892e+06,1287390,1.76357e+07,NA,3370,1430,175,329453,10634,176,222,190,68,12,0,0
0.8,500,50,13,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,756701,48480,356,340,415,136,28,4,0
0.8,500,50,13,160000,symbiont,552679,2.09752e+07,1.78262e+06,1330713,2.1407e+07,NA,3422,1411,226,334503,12998,179,247,231,90,15,0,0
0.8,500,50,13,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,778440,49748,609,697,449,156,25,0,0
0.8,500,50,13,165000,symbiont,567888,2.31403e+07,1.8221e+06,1341265,2.36074e+07,NA,3549,1482,251,339822,13822,201,454,225,87,17,0,0
0.8,500,50,13,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,766368,48792,645,422,460,113,36,1,0
0.8,500,50,13,170000,symbiont,610618,2.72763e+07,1.83978e+06,1410200,2.77616e+07,NA,3598,1440,247,338267,15857,183,782,236,106,20,0,0
0.8,500,50,13,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,756254,52134,455,726,464,180,46,0,0
0.8,500,50,13,175000,symbiont,671070,3.33176e+07,1.9176e+06,1518260,3.37772e+07,NA,3681,1492,210,351746,17390,211,757,282,93,19,1,0
0.8,500,50,13,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,759760,54758,377,991,506,153,42,1,0
0.8,500,50,13,180000,symbiont,719357,4.00401e+07,1.96771e+06,1626040,4.05154e+07,NA,3836,1538,228,365381,14873,255,568,277,98,21,1,0
0.8,500,50,13,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,772071,56710,515,1043,513,184,38,0,1
0.8,500,50,13,185000,symbiont,737367,4.62564e+07,1.94896e+06,1686077,4.68025e+07,NA,3830,1466,247,363958,13874,219,264,325,127,25,0,1
0.8,500,50,13,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,775246,58820,385,1061,523,177,51,0,1
0.8,500,50,13,190000,symbiont,750850,3.83846e+07,1.90952e+06,1728640,3.88886e+07,NA,3749,1481,270,357300,13435,242,238,289,121,23,1,0
0.8,500,50,13,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,766557,65451,386,915,504,203,49,3,0
0.8,500,50,13,195000,symbiont,797888,2.89541e+07,1.92525e+06,1750428,2.94413e+07,NA,3771,1499,216,359785,13969,214,256,294,121,25,1,1
0.8,500,50,13,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,768685,61846,408,428,534,180,40,2,0
0.8,500,50,13,200000,symbiont,818937,3.31928e+07,1.8275e+06,1757851,3.36761e+07,NA,3584,1408,207,341243,12713,217,268,311,122,21,2,0
0.8,500,50,13,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,766240,62839,415,486,539,197,55,3,1
0.8,500,50,13,205000,symbiont,829795,4.12234e+07,1.8161e+06,1806028,4.17054e+07,NA,3502,1412,220,336021,13880,228,527,295,118,20,1,0
0.8,500,50,13,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,760025,64391,442,460,534,852,39,3,0
0.8,500,50,13,210000,symbiont,865231,5.03359e+07,1.86831e+06,1887654,5.08914e+07,NA,3682,1480,207,337959,16223,651,838,317,122,17,0,0
0.8,500,50,13,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,750316,66898,412,486,549,224,49,2,0
0.8,500,50,13,215000,symbiont,876775,5.71765e+07,1.8995e+06,1940117,5.76953e+07,NA,3672,1464,226,344458,16219,560,863,334,110,23,0,0
0.8,500,50,13,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,759796,69407,460,630,567,231,54,0,1
0.8,500,50,13,220000,symbiont,875876,5.95491e+07,1.9496e+06,1963237,6.01647e+07,NA,3882,1531,230,354517,17907,243,864,362,124,25,2,0
0.8,500,50,13,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,744464,72057,504,1010,628,214,42,0,0
0.8,500,50,13,225000,symbiont,925041,6.60742e+07,2.00666e+06,2047036,6.66937e+07,NA,4025,1537,234,357502,25165,257,910,367,138,39,0,0
0.8,500,50,13,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,750313,75209,422,2023,655,200,39,1,0
0.8,500,50,13,230000,symbiont,945042,5.43854e+07,1.96816e+06,2019898,5.49621e+07,NA,3967,1537,258,350873,24022,301,877,370,152,29,1,0
0.8,500,50,13,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,757790,78893,664,2324,700,212,54,4,0
0.8,500,50,13,235000,symbiont,985078,5.51254e+07,1.8878e+06,2021376,5.56558e+07,NA,3682,1399,256,337312,22024,315,905,343,136,24,1,0
0.8,500,50,13,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,756766,75984,668,1695,625,213,55,1,0
0.8,500,50,13,240000,symbiont,965781,4.32277e+07,1.81966e+06,2085088,4.37785e+07,NA,3665,1419,244,326983,19357,277,936,328,121,22,0,0
0.8,500,50,13,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,763951,79448,927,1428,589,221,51,2,0
0.8,500,50,13,245000,symbiont,986057,4.26705e+07,1.8045e+06,2166985,4.33039e+07,NA,3665,1446,212,325046,18703,259,839,364,115,20,2,0
0.8,500,50,13,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,753726,82503,1194,1095,689,233,54,5,0
0.8,500,50,13,250000,symbiont,1006950,3.56584e+07,1.86106e+06,2205549,3.63187e+07,NA,3835,1531,226,336722,20354,242,480,384,135,32,1,0
0.8,500,50,13,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,768629,83322,1079,1121,790,240,47,3,0
0.8,500,50,13,255000,symbiont,1045487,2.90151e+07,1.8527e+06,2218486,2.96099e+07,NA,3699,1458,246,335424,18573,272,552,388,152,41,0,0
0.8,500,50,13,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,792250,73718,455,777,1352,240,66,2,0
0.8,500,50,13,260000,symbiont,1068784,2.90237e+07,1.87115e+06,2169879,2.95796e+07,NA,3809,1530,214,339177,18141,474,480,370,148,29,2,0
0.8,500,50,13,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,809773,72423,1390,637,1122,260,57,4,0
0.8,500,50,13,265000,symbiont,1121484,3.08412e+07,1.8034e+06,2235903,3.15186e+07,NA,3876,1562,205,324561,20648,297,493,367,157,24,0,0
0.8,500,50,13,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,790589,70493,2195,1684,857,222,59,2,0
0.8,500,50,13,270000,symbiont,1145133,3.54432e+07,1.82731e+06,2310863,3.6095e+07,NA,3955,1609,230,325009,24101,280,666,361,144,22,0,0
0.8,500,50,13,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,778775,73815,2839,2090,631,254,64,0,0
0.8,500,50,13,275000,symbiont,1160260,3.77667e+07,1.82443e+06,2392175,3.83764e+07,NA,3836,1580,245,315868,25882,304,1476,337,163,25,3,0
0.8,500,50,13,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,776870,88464,5556,2058,693,245,56,6,0
0.8,500,50,13,280000,symbiont,1200939,4.37374e+07,1.874e+06,2500200,4.44379e+07,NA,4023,1588,233,324479,26257,295,1455,400,151,36,3,0
0.8,500,50,13,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,769853,94972,8973,2708,627,247,41,4,0
0.8,500,50,13,285000,symbiont,1220070,4.57176e+07,1.81601e+06,2592355,4.6428e+07,NA,3998,1588,237,313258,23920,316,1743,414,133,23,2,0
0.8,500,50,13,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,760397,102733,11137,6578,652,252,48,1,1
0.8,500,50,13,290000,symbiont,1251461,4.58221e+07,1.74038e+06,2586768,4.66468e+07,NA,3998,1656,243,293981,24415,348,2196,407,144,16,0,0
0.8,500,50,13,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,774307,117084,13058,10565,675,271,57,4,0
0.8,500,50,13,295000,symbiont,1246152,4.93843e+07,1.68546e+06,2507680,5.02895e+07,NA,4028,1636,240,284063,25692,305,2006,366,145,19,2,0
0.8,500,50,13,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,738232,131973,15750,16224,673,268,74,5,1
0.8,500,50,13,300000,symbiont,1260210,3.78156e+07,1.59946e+06,2487878,3.8866e+07,NA,4250,1789,262,269179,26792,322,1630,336,149,16,1,0
0.8,500,50,13,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,723434,141672,22879,17792,672,269,65,3,0
0.8,500,50,13,305000,symbiont,1277742,3.91546e+07,1.51116e+06,2448436,4.00751e+07,NA,3820,1609,233,253617,26327,427,1167,382,162,22,4,0
0.8,500,50,13,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,707609,168865,33358,24952,672,212,47,12,1
0.8,500,50,13,310000,symbiont,1244220,4.5551e+07,1.42148e+06,2336720,4.66632e+07,NA,3955,1764,236,238295,25097,356,1125,371,169,13,0,0
0.8,500,50,13,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,681245,171458,35346,21843,669,243,93,13,0
0.8,500,50,13,315000,symbiont,1131900,3.98471e+07,1.3492e+06,2233125,4.08724e+07,NA,3702,1735,251,229059,24174,277,841,295,126,26,3,0
0.8,500,50,13,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,658008,177465,34692,22274,649,281,89,8,0
0.8,500,50,13,320000,symbiont,1029999,3.189e+07,1.24774e+06,2183395,3.28486e+07,NA,3409,1689,209,215732,21087,230,461,297,135,9,0,0
0.8,500,50,13,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,639418,184333,31863,22561,721,237,79,1,1
0.8,500,50,13,325000,symbiont,1073029,3.29979e+07,1.21824e+06,2177520,3.39707e+07,NA,3430,1729,263,206104,23543,269,417,333,143,26,2,0
0.8,500,50,13,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,609769,183103,28477,20118,652,269,48,8,2
0.8,500,50,13,330000,symbiont,1069756,3.19543e+07,1.18846e+06,2149513,3.27672e+07,NA,2978,1497,209,196796,27448,270,381,327,144,21,1,0
0.8,500,50,13,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,597286,187007,38590,20047,687,277,50,4,0
0.8,500,50,13,335000,symbiont,1035102,3.34968e+07,1.22692e+06,2094545,3.44374e+07,NA,3081,1571,256,202760,29640,272,441,310,127,9,0,0
0.8,500,50,13,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,571451,201930,51398,23412,685,230,37,12,1
0.8,500,50,13,340000,symbiont,1011668,2.92902e+07,1.20543e+06,1944420,3.00631e+07,NA,3002,1660,242,196284,28954,309,684,332,134,14,0,0
0.8,500,50,13,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,555118,228060,64567,25796,617,235,20,10,0
0.8,500,50,13,345000,symbiont,935049,2.08528e+07,1.07682e+06,1782089,2.15745e+07,NA,2739,1578,277,176439,24236,313,795,262,86,7,1,0
0.8,500,50,13,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,545342,253158,77055,29673,659,235,30,17,2
0.8,500,50,13,350000,symbiont,842014,1.57343e+07,987085,1626988,1.64941e+07,NA,2535,1584,209,161073,21496,274,766,264,118,12,1,0
0.8,500,50,13,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,529321,267430,88093,30742,704,245,41,9,0
0.8,500,50,13,355000,symbiont,789489,1.70987e+07,870400,1454591,1.78257e+07,NA,2263,1550,164,140391,19369,164,862,274,86,11,0,0
0.8,500,50,13,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,485588,297016,140970,28648,662,238,25,17,1
0.8,500,50,13,360000,symbiont,730484,1.95069e+07,852025,1354077,2.03627e+07,NA,2457,1740,208,135182,20959,184,929,195,114,12,1,0
0.8,500,50,13,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,429500,351022,197980,29741,613,189,34,11,1
0.8,500,50,13,365000,symbiont,682420,1.50256e+07,812415,1218623,1.59315e+07,NA,2351,1734,183,127887,16860,498,1211,161,73,10,0,0
0.8,500,50,13,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,376992,405333,265796,30373,699,360,33,15,2
0.8,500,50,13,370000,symbiont,516362,7.5777e+06,619620,926967,8.44085e+06,NA,2147,1698,154,96200,15852,798,324,121,48,6,0,0
0.8,500,50,13,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,342307,445560,302594,20519,651,161,34,14,1
0.8,500,50,13,375000,symbiont,429009,7.21555e+06,482625,853784,8.51603e+06,NA,2583,2124,133,73212,14521,794,61,81,33,4,0,0
0.8,500,50,13,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,319948,478512,324480,14839,683,157,30,13,0
0.8,500,50,13,380000,symbiont,486502,1.21789e+07,409975,802320,1.30402e+07,NA,2049,1683,142,63389,10366,650,66,98,47,6,0,0
0.8,500,50,13,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,296885,517445,331500,10512,698,178,25,17,2
0.8,500,50,13,385000,symbiont,384849,4.97548e+06,198250,491409,5.4822e+06,NA,1156,1027,81,31251,6319,42,42,54,30,2,0,0
0.8,500,50,13,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,309460,540542,335474,5470,633,246,21,21,0
0.8,500,50,13,390000,symbiont,287418,4.85037e+06,115305,332643,5.47963e+06,NA,1061,974,66,16667,4938,22,26,43,22,1,0,0
0.8,500,50,13,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,297737,537591,349485,4736,707,1031,20,17,2
0.8,500,50,13,395000,symbiont,318595,4.27502e+06,88425,382668,5.05517e+06,NA,1424,1297,58,12228,4193,32,20,36,15,1,0,0
0.8,500,50,13,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,285147,531914,366607,4616,617,147,15,13,1
0.8,500,50,13,400000,symbiont,423416,7.2494e+06,102835,811451,8.81627e+06,NA,2809,2424,85,11848,7111,41,32,45,19,0,0,0
0.8,500,50,13,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,288227,569080,412247,3688,586,172,17,28,2
0.8,500,50,13,405000,symbiont,445105,1.96164e+07,90255,993853,2.07455e+07,NA,2075,1783,57,9620,6575,37,45,56,19,0,0,0
0.8,500,50,13,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,267595,605010,494800,2758,701,142,21,25,4
0.8,500,50,13,410000,symbiont,415828,1.80996e+07,64030,891295,1.95158e+07,NA,2442,2154,60,7628,3738,39,41,36,12,1,0,0
0.8,500,50,13,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,288753,628183,565819,3158,689,244,41,34,1
0.8,500,50,13,415000,symbiont,510862,1.23895e+07,65515,1104581,1.40095e+07,NA,2745,2380,113,7726,3257,60,53,58,14,2,0,0
0.8,500,50,13,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,295707,607110,540635,6478,670,150,25,15,2
0.8,500,50,13,420000,symbiont,467225,5.14113e+06,45360,1127459,7.35905e+06,NA,3065,2672,115,4287,3129,41,54,39,17,0,0,0
0.8,500,50,13,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,279594,605553,503670,6171,654,378,37,27,0
0.8,500,50,13,425000,symbiont,532350,1.03444e+07,54795,1523205,1.3138e+07,NA,4137,3361,198,4603,4324,53,51,49,26,0,0,0
0.8,500,50,13,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,287552,637856,557851,4416,664,163,35,27,3
0.8,500,50,13,430000,symbiont,571377,1.70714e+07,61930,1537635,1.98313e+07,NA,4199,3371,208,5145,5073,45,42,67,23,1,0,0
0.8,500,50,13,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,288304,627163,536927,6306,652,320,37,30,1
0.8,500,50,13,435000,symbiont,645760,1.72326e+07,78055,1479020,1.99271e+07,NA,3698,3010,328,9184,3315,48,167,65,22,0,0,0
0.8,500,50,13,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,285534,626764,523192,4479,642,532,30,26,5
0.8,500,50,13,440000,symbiont,622393,7.59058e+06,64270,1306039,1.04827e+07,NA,3747,3084,271,7906,2308,44,110,66,20,1,0,0
0.8,500,50,13,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,276857,629988,596341,4985,662,1273,37,36,5
0.8,500,50,13,445000,symbiont,472644,5.26075e+06,97545,1037570,7.43004e+06,NA,3073,2510,255,13359,3382,59,103,67,25,0,0,0
0.8,500,50,13,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,284406,653702,698991,5061,694,162,49,28,6
0.8,500,50,13,450000,symbiont,284757,2.73141e+06,76495,582893,4.20038e+06,NA,1909,1680,106,11596,1703,37,83,51,14,0,0,0
0.8,500,50,13,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,269838,681085,768241,5036,713,141,60,30,0
0.8,500,50,13,455000,symbiont,236183,3.33094e+06,66600,625125,5.45513e+06,NA,3351,2984,278,8921,2807,31,52,44,12,1,0,0
0.8,500,50,13,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,267297,685200,806589,2579,686,160,51,36,1
0.8,500,50,13,460000,symbiont,310004,4.05391e+06,59130,1024713,6.85998e+06,NA,4779,4004,292,6737,3345,54,28,46,22,0,0,0
0.8,500,50,13,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,268987,681942,815553,1561,607,153,38,30,1
0.8,500,50,13,465000,symbiont,344188,5.35846e+06,85460,1269786,8.99456e+06,NA,5761,4709,342,8843,4353,50,279,57,16,1,2,0
0.8,500,50,13,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,268523,687919,854361,2348,717,144,50,42,6
0.8,500,50,13,470000,symbiont,382816,6.65368e+06,58340,1294396,1.02508e+07,NA,5453,4444,460,5806,3542,55,51,62,28,1,0,0
0.8,500,50,13,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,278877,714143,863838,4338,711,142,52,28,0
0.8,500,50,13,475000,symbiont,507361,2.37264e+07,78800,1476488,2.82818e+07,NA,6898,5508,486,9747,2461,190,54,67,31,0,1,0
