update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,101966,0,296,0,13,0,26,0,14,0,3,0,3,0,0,0,0,0
2000,99895,0,221,0,8,0,29,0,10,0,4,0,4,0,0,0,0,0
3000,99662,0,261,0,11,0,34,0,16,0,3,0,4,0,0,0,0,0
4000,99222,0,393,0,12,0,40,0,11,0,5,0,8,0,0,0,0,0
5000,99313,0,254,0,7,0,35,0,19,0,4,0,8,0,0,0,0,0
6000,99087,0,328,0,12,0,35,0,15,0,11,0,7,0,0,0,0,0
7000,99034,0,416,0,15,0,31,0,13,0,6,0,7,0,0,0,0,0
8000,99139,0,467,0,12,0,25,0,20,0,3,0,5,0,0,0,0,0
9000,98991,0,468,0,12,0,27,0,17,0,11,0,7,0,0,0,0,0
10000,98935,0,357,0,11,0,28,0,27,0,11,0,7,0,0,0,0,0
11000,99005,0,287,0,7,0,35,0,13,0,4,0,15,0,0,0,0,0
12000,99361,0,222,0,17,0,38,0,13,0,4,0,7,0,0,0,0,0
13000,99137,0,185,0,12,0,38,0,21,0,8,0,10,0,0,0,0,0
14000,99180,0,148,0,15,0,26,0,25,0,7,0,9,0,0,0,0,0
15000,99177,0,132,0,12,0,40,0,21,0,11,0,7,0,0,0,0,0
16000,99115,0,195,0,16,0,30,0,24,0,12,0,4,0,0,0,0,0
17000,98826,0,244,0,12,0,50,0,20,0,13,0,12,0,0,0,0,0
18000,98878,0,297,0,13,0,41,0,28,0,13,0,5,0,0,0,0,0
19000,98555,0,316,0,11,0,34,0,26,0,18,0,15,0,0,0,0,0
20000,99049,0,303,0,11,0,41,0,16,0,7,0,9,0,0,0,0,0
21000,98505,0,360,0,18,0,41,0,20,0,15,0,15,0,0,0,0,0
22000,97877,0,620,0,14,0,48,0,32,0,20,0,19,0,0,0,0,0
23000,98273,0,690,0,27,0,36,0,24,0,11,0,11,0,0,0,0,0
24000,98238,0,718,0,13,0,26,0,19,0,12,0,18,0,0,0,0,0
25000,98137,0,698,0,19,0,38,0,22,0,20,0,12,0,0,0,0,0
26000,98087,0,713,0,15,0,39,0,36,0,15,0,9,0,0,0,0,0
27000,98209,0,662,0,7,0,29,0,27,0,16,0,17,0,0,0,0,0
28000,98363,0,512,0,20,0,45,0,25,0,15,0,10,0,0,0,0,0
29000,98154,0,465,0,23,0,38,0,37,0,15,0,13,0,0,0,0,0
30000,98367,0,474,0,14,0,53,0,19,0,21,0,9,0,0,0,0,0
31000,97857,0,588,0,20,0,34,0,25,0,18,0,23,0,0,0,0,0
32000,98143,0,554,0,13,0,43,0,25,0,20,0,14,0,0,0,0,0
33000,98429,0,532,0,16,0,42,0,20,0,14,0,13,0,0,0,0,0
34000,98069,0,508,0,13,0,42,0,41,0,8,0,17,0,0,0,0,0
35000,98386,0,500,0,11,0,46,0,21,0,14,0,14,0,0,0,0,0
36000,98009,0,572,0,19,0,34,0,30,0,17,0,15,0,1,0,0,0
37000,97772,0,543,0,19,0,58,0,37,0,19,0,15,0,0,0,0,0
38000,97740,0,575,0,19,0,46,0,39,0,20,0,17,0,1,0,0,0
39000,98180,0,565,0,20,0,49,0,29,0,11,0,10,0,0,0,0,0
40000,97954,0,560,0,17,0,53,0,19,0,20,0,17,0,0,0,0,0
41000,98045,0,587,0,12,0,50,0,36,0,18,0,10,0,0,0,0,0
42000,97528,0,573,0,11,0,56,0,50,0,20,0,17,0,0,0,0,0
43000,97605,0,578,0,31,0,56,0,39,0,17,0,15,0,0,0,0,0
44000,97645,0,607,0,30,0,59,0,25,0,20,0,18,0,0,0,0,0
45000,97794,0,580,0,17,0,47,0,29,0,18,0,21,0,0,0,0,0
46000,97540,0,585,0,15,0,56,0,34,0,29,0,19,0,0,0,0,0
47000,97297,0,584,0,26,0,51,0,47,0,21,0,22,0,0,0,0,0
48000,97785,0,408,0,16,0,50,0,38,0,18,0,21,0,0,0,0,0
49000,97765,0,258,0,27,0,60,0,40,0,22,0,20,0,0,0,0,0
50000,97807,0,300,0,24,0,57,0,31,0,19,0,22,0,0,0,0,0
