vert,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
No symbiont,12,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,679177,16679,171,238,266,75,16,0,0
No symbiont,12,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,690737,18978,156,198,257,71,24,0,0
No symbiont,12,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,704580,18803,211,234,319,88,15,1,0
No symbiont,12,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,714385,19690,597,248,306,95,22,0,0
No symbiont,12,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,722472,23903,966,301,335,80,22,2,0
No symbiont,12,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,712347,26089,1077,412,361,105,27,1,0
No symbiont,12,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,707325,25306,1442,427,362,91,29,0,0
No symbiont,12,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,692459,26137,1182,419,338,86,37,1,1
No symbiont,12,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,686487,29928,664,472,318,106,27,0,0
No symbiont,12,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,686308,32242,656,557,357,93,25,0,0
No symbiont,12,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,681283,33323,808,503,384,100,25,0,1
No symbiont,12,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,694297,37319,680,505,392,108,31,1,1
No symbiont,12,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,715252,39230,591,740,421,108,29,0,1
No symbiont,12,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,738605,41696,490,783,425,113,33,1,4
No symbiont,12,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,739212,44650,453,788,404,129,25,0,0
No symbiont,12,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,724751,43933,479,662,499,129,26,2,0
No symbiont,12,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,740230,43388,504,766,495,147,31,0,0
No symbiont,12,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,741264,45143,526,604,471,153,38,0,0
No symbiont,12,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,737670,45929,495,522,999,134,46,1,0
No symbiont,12,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,735415,48446,316,496,1008,123,38,0,0
No symbiont,12,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,725241,46210,303,427,1022,230,33,2,0
No symbiont,12,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,711790,49032,327,378,1007,134,30,2,0
No symbiont,12,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,700279,50926,319,534,498,144,29,4,0
No symbiont,12,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,709093,52308,344,592,467,151,45,2,0
No symbiont,12,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,710223,53478,360,586,502,146,39,3,0
No symbiont,12,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,721480,55918,371,605,488,146,29,3,0
No symbiont,12,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,726749,59704,420,637,551,200,36,4,0
No symbiont,12,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,720289,60719,434,625,498,173,38,0,0
No symbiont,12,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,720603,62244,394,647,521,174,32,0,0
No symbiont,12,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,704138,63903,332,507,462,179,32,1,1
No symbiont,12,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,697010,63745,326,442,557,167,37,1,0
No symbiont,12,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,686702,66287,343,462,553,170,38,2,0
No symbiont,12,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,696920,64861,372,486,505,177,36,3,0
No symbiont,12,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,704625,63496,373,513,561,185,43,2,0
No symbiont,12,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,711604,64072,376,574,575,280,44,1,0
No symbiont,12,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,693917,69359,389,531,536,560,42,3,0
No symbiont,12,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,681792,69928,394,635,552,551,37,1,0
No symbiont,12,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,687061,73536,376,639,568,538,43,5,0
No symbiont,12,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,688004,71705,383,641,608,555,51,1,2
No symbiont,12,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,699219,72815,445,520,623,562,50,0,0
No symbiont,12,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,711839,71201,434,651,625,202,54,2,0
No symbiont,12,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,723419,68998,420,479,627,220,44,3,0
No symbiont,12,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,721708,74361,442,732,638,203,40,1,0
No symbiont,12,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,721251,69470,476,952,598,204,63,0,0
No symbiont,12,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,720678,69799,450,1231,624,207,35,1,0
No symbiont,12,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,726554,73651,434,1173,640,212,46,0,0
No symbiont,12,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,718878,74748,671,1479,551,190,46,3,0
No symbiont,12,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,723309,71340,688,1571,581,209,40,4,0
No symbiont,12,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,733660,73241,972,1401,645,215,42,4,0
No symbiont,12,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,723024,75159,1578,2032,552,202,50,2,0
No symbiont,12,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,731054,73697,1126,1811,607,196,41,0,0
No symbiont,12,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,739459,69997,981,1429,617,208,39,0,0
No symbiont,12,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,752228,66883,1109,1861,658,228,62,1,0
No symbiont,12,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,753536,63898,696,1807,635,235,47,0,0
No symbiont,12,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,770423,58336,487,2007,655,212,56,2,0
No symbiont,12,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,773265,56116,437,3230,598,231,47,4,0
No symbiont,12,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,776030,54981,426,4443,622,226,58,6,0
No symbiont,12,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,777105,59791,455,3494,651,228,57,1,0
No symbiont,12,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,773118,60847,510,3241,653,214,50,2,0
No symbiont,12,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,770832,63465,570,2811,616,237,39,1,1
No symbiont,12,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,773137,62777,594,3359,652,213,59,3,0
No symbiont,12,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,746167,67653,506,2982,595,202,50,3,0
No symbiont,12,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,730018,71701,636,1899,643,234,52,4,0
No symbiont,12,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,724985,66967,647,1451,628,217,57,4,0
No symbiont,12,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,740729,66033,583,1741,675,231,53,0,0
No symbiont,12,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,753286,69994,474,1560,633,217,38,4,1
No symbiont,12,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,752487,69758,503,768,637,242,48,3,0
No symbiont,12,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,760497,73609,645,590,654,230,49,5,0
No symbiont,12,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,764919,77670,578,1675,675,219,56,3,1
No symbiont,12,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,755386,74681,430,2747,700,229,34,1,0
No symbiont,12,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,750060,77168,484,3335,666,201,41,4,0
No symbiont,12,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,746938,68403,464,3745,640,218,45,2,0
No symbiont,12,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,757010,66264,499,2901,651,225,38,2,0
No symbiont,12,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,776054,59447,582,1369,665,240,47,1,1
No symbiont,12,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,777142,56777,566,980,681,207,41,1,0
No symbiont,12,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,779879,60179,594,854,667,222,33,3,0
No symbiont,12,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,781804,60803,608,857,642,242,49,1,0
No symbiont,12,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.68834e+06,179707,983,5051,1121,316,82,2,0
No symbiont,12,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,4.30669e+06,1.10505e+06,1682,144931,2088,359,133,6,0
No symbiont,12,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,5.63657e+06,2.20546e+06,1556,789096,2858,407,71,6,0
No symbiont,12,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,5.64229e+06,1.44592e+06,1284,1.36755e+06,3289,454,36,8,0
No symbiont,13,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,13,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.9934e+06,0,423,176,376,8,0,0,0
No symbiont,13,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.25691e+06,594,185,110,213,20,0,0,0
No symbiont,13,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,969018,828,117,82,143,15,0,0,0
No symbiont,13,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,816507,1615,110,61,91,16,3,0,0
No symbiont,13,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,733130,1846,83,45,102,15,0,0,0
No symbiont,13,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,674013,1722,77,47,80,20,2,0,0
No symbiont,13,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,633000,2716,68,45,77,14,3,0,0
No symbiont,13,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,608776,2976,51,47,81,8,3,0,0
No symbiont,13,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,589939,2849,49,55,93,13,5,0,0
No symbiont,13,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,586785,3241,62,56,96,12,1,0,0
No symbiont,13,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,590236,3878,55,67,74,10,3,0,0
No symbiont,13,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,590488,4669,64,87,104,19,4,0,0
No symbiont,13,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,597123,7105,66,90,113,26,11,2,0
No symbiont,13,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,589144,6472,76,474,101,24,8,0,0
No symbiont,13,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,605676,5821,88,475,133,26,6,0,0
No symbiont,13,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,615913,8259,87,289,156,45,9,0,0
No symbiont,13,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,634019,11938,97,131,176,38,16,2,0
No symbiont,13,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,641048,12185,113,154,181,45,18,0,0
No symbiont,13,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,647893,13196,104,150,186,43,13,2,0
No symbiont,13,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,646848,15138,132,167,214,45,19,0,0
No symbiont,13,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,658159,16260,144,175,205,46,26,1,0
No symbiont,13,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,675357,18416,147,180,258,66,19,0,0
No symbiont,13,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,682298,17700,150,180,275,52,23,0,0
No symbiont,13,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,678864,16621,169,190,288,63,20,1,0
No symbiont,13,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,682520,15891,182,209,265,75,20,0,0
No symbiont,13,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,696375,16077,158,338,276,82,25,0,0
No symbiont,13,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,713915,15481,204,770,324,71,26,0,0
No symbiont,13,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,709357,17845,196,1515,320,97,20,0,0
No symbiont,13,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,742369,21583,192,1378,362,101,35,1,0
No symbiont,13,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,749851,28586,224,1096,381,95,38,0,0
No symbiont,13,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,745592,30573,246,1154,383,110,32,2,0
No symbiont,13,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,731279,32605,241,605,388,113,26,1,1
No symbiont,13,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,729696,32548,234,535,383,111,29,0,0
No symbiont,13,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,713554,35346,234,332,386,112,36,1,0
No symbiont,13,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,708076,35404,237,508,351,102,33,0,0
No symbiont,13,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,712222,37417,241,439,408,134,29,3,0
No symbiont,13,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,709081,39154,273,419,435,126,45,1,0
No symbiont,13,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,719107,40406,263,584,475,134,33,1,0
No symbiont,13,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,722797,36662,298,590,455,140,32,1,0
No symbiont,13,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,725643,33859,286,846,428,129,41,0,0
No symbiont,13,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,719051,35162,284,850,435,152,36,1,0
No symbiont,13,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,720583,42117,320,1129,500,149,28,0,0
No symbiont,13,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,721606,46822,303,1253,552,163,38,1,0
No symbiont,13,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,712773,50788,989,938,579,171,40,2,0
No symbiont,13,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,709662,54824,1039,756,534,147,27,1,0
No symbiont,13,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,691032,64314,935,660,508,155,36,1,0
No symbiont,13,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,703755,67885,454,972,496,173,54,5,0
No symbiont,13,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,715561,64709,387,1047,566,173,38,2,0
No symbiont,13,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,717779,58980,336,1289,560,180,38,2,0
No symbiont,13,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,712603,60052,353,894,512,148,44,1,0
No symbiont,13,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,708334,62057,488,1664,482,146,37,2,0
No symbiont,13,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,699393,66859,558,1693,524,173,31,2,0
No symbiont,13,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,708093,66595,568,817,568,155,43,2,0
No symbiont,13,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,705427,66120,629,1069,551,174,40,2,0
No symbiont,13,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,698068,61050,652,1223,536,186,36,3,0
No symbiont,13,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,690860,64792,637,1841,559,188,31,4,0
No symbiont,13,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,693584,67306,693,2162,531,181,40,4,0
No symbiont,13,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,694870,64851,1194,2718,582,183,40,4,0
No symbiont,13,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,708747,66950,1234,3043,546,174,43,1,0
No symbiont,13,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,708780,64802,879,3618,633,204,37,2,1
No symbiont,13,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,712808,59803,554,3896,613,179,41,3,0
No symbiont,13,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,719478,64772,916,5948,577,194,39,4,0
No symbiont,13,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,725921,76712,1063,7303,595,183,33,2,0
No symbiont,13,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,721200,85706,955,7974,634,198,44,1,0
No symbiont,13,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,721233,87912,410,7526,642,217,45,2,0
No symbiont,13,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,728546,80105,406,6451,618,205,44,1,0
No symbiont,13,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,712280,73188,439,7397,607,195,35,1,0
No symbiont,13,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,707370,77589,381,7986,548,180,39,6,0
No symbiont,13,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,680371,89240,424,11561,596,189,36,7,0
No symbiont,13,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,655120,100469,857,14175,601,198,38,8,0
No symbiont,13,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,643657,103196,1054,13231,602,207,32,4,0
No symbiont,13,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,632727,119051,1494,19428,625,214,39,3,0
No symbiont,13,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,632060,143764,1762,33521,624,233,37,5,2
No symbiont,13,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,629934,176809,5579,50028,622,235,45,8,1
No symbiont,13,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,603006,220409,13866,70055,863,214,47,12,0
No symbiont,13,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,628096,246157,18928,120218,1383,214,54,13,0
No symbiont,13,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,638816,291375,50931,163301,1638,207,56,20,0
No symbiont,13,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,659790,341053,92203,213836,1478,200,58,31,1
No symbiont,13,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,661048,387950,145710,255824,2097,188,74,45,1
No symbiont,13,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,623684,434574,181337,253683,1514,191,83,46,0
No symbiont,13,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,622744,466805,207255,258959,847,166,63,46,0
No symbiont,13,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,626483,465679,270406,241700,783,165,60,43,1
No symbiont,13,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,595342,498432,351454,185145,802,146,63,49,0
No symbiont,13,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,530227,510573,387180,163560,759,130,48,48,1
No symbiont,13,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,523096,510739,383131,151247,696,154,47,41,0
No symbiont,13,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,498363,533118,414440,131061,749,148,48,55,0
No symbiont,13,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,475982,515670,467188,82173,1172,147,49,37,1
No symbiont,13,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,491427,490549,462465,73416,1144,135,53,42,0
No symbiont,13,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,494707,505262,481133,80447,762,144,64,46,1
No symbiont,13,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,525936,503492,489337,97611,976,153,48,42,0
No symbiont,13,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,499553,523610,456802,101123,723,167,49,39,2
No symbiont,13,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,494151,516594,442703,101672,735,305,50,39,0
No symbiont,13,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,499021,481649,404130,119923,713,240,59,32,1
No symbiont,13,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,479949,505840,417304,106639,727,205,44,30,0
No symbiont,13,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,483360,511021,430537,101264,727,195,54,27,0
No symbiont,13,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,478834,550620,451641,93915,734,164,49,39,0
No symbiont,13,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,462542,537740,484166,79629,697,140,48,44,1
No symbiont,13,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,467073,535338,503976,81989,694,181,67,43,1
No symbiont,13,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,456474,558019,481221,93237,739,177,59,43,1
No symbiont,13,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,462233,537731,457797,87864,696,158,46,47,4
No symbiont,13,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,107293,2.55888e+06,2.06216e+06,5.98758e+06,300,133,23,547,2
No symbiont,13,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,85,135282,148661,149002,3,2,0,17,0
No symbiont,13,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,74,130030,176613,121645,3,2,0,16,0
No symbiont,13,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,68,124998,185755,113127,0,0,0,20,0
No symbiont,14,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,14,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.99279e+06,2,399,193,409,8,0,0,0
No symbiont,14,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.25202e+06,787,224,107,206,16,0,0,0
No symbiont,14,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,974199,432,122,90,128,16,1,0,0
No symbiont,14,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,833748,568,93,64,107,7,0,0,0
No symbiont,14,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,740957,750,63,57,83,8,0,0,0
No symbiont,14,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,696091,724,65,61,90,12,1,0,0
No symbiont,14,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,662668,1594,59,66,89,11,4,0,0
No symbiont,14,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,632066,1728,61,59,75,17,1,0,0
No symbiont,14,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,605257,2131,49,56,73,9,3,0,0
No symbiont,14,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,594199,2314,51,64,69,19,1,0,0
No symbiont,14,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,582794,2786,59,69,68,16,0,0,0
No symbiont,14,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,575477,2541,51,63,93,7,4,1,0
No symbiont,14,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,575780,3389,65,69,85,20,0,0,0
No symbiont,14,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,589286,4152,51,89,88,18,3,1,0
No symbiont,14,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,581730,6707,67,95,122,23,6,2,0
No symbiont,14,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,575207,6681,69,96,139,25,9,0,0
No symbiont,14,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,596731,7533,80,122,153,35,15,1,0
No symbiont,14,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,622326,6576,106,119,162,37,7,3,0
No symbiont,14,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,632702,6841,95,134,130,29,21,0,0
No symbiont,14,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,639813,10827,100,139,177,32,19,0,0
No symbiont,14,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,637210,12321,99,172,185,44,18,0,0
No symbiont,14,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,643160,13645,129,218,219,57,22,0,0
No symbiont,14,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,653713,15230,155,176,219,63,18,0,0
No symbiont,14,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,653875,19442,141,166,225,53,20,0,0
No symbiont,14,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,668501,24786,164,230,271,60,16,0,0
No symbiont,14,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,664424,27239,166,473,271,77,25,1,0
No symbiont,14,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,680385,27428,191,2831,296,75,34,0,0
No symbiont,14,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,703553,28545,210,6354,326,74,22,1,0
No symbiont,14,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,722189,30638,232,10584,412,87,28,3,0
No symbiont,14,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,720876,34088,251,15627,379,90,30,0,0
No symbiont,14,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,736686,40291,319,27890,425,125,33,1,0
No symbiont,14,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,760916,50553,422,54538,540,142,44,1,0
No symbiont,14,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,789282,68919,742,81456,562,145,39,1,0
No symbiont,14,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,796024,89172,1738,117671,645,158,34,3,0
No symbiont,14,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,784300,117298,2127,145784,927,196,38,1,0
No symbiont,14,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,792409,143935,2766,160180,1172,193,36,3,2
No symbiont,14,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,813566,147806,4217,188033,914,203,35,5,1
No symbiont,14,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,858128,155921,3593,211206,964,252,58,4,0
No symbiont,14,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,866846,174180,9441,213890,1276,235,54,3,2
No symbiont,14,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,852153,181229,19337,224518,1022,243,54,9,1
No symbiont,14,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,855780,188832,11631,248440,1055,233,51,7,1
No symbiont,14,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,881724,191767,13892,259198,1231,264,57,4,2
No symbiont,14,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,898036,202320,23636,248336,1907,281,76,4,2
No symbiont,14,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,934059,196685,13280,258040,1611,294,76,2,3
No symbiont,14,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,929472,240061,16932,305329,1608,297,100,9,0
No symbiont,14,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,894240,261944,25338,345334,4916,264,123,18,0
No symbiont,14,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,864697,272437,46046,356601,20632,255,113,19,0
No symbiont,14,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,829806,303537,42586,383377,36748,271,109,18,0
No symbiont,14,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,853599,322983,40423,381943,80330,316,118,23,2
No symbiont,14,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,911198,285418,23080,361959,125650,311,135,23,2
No symbiont,14,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,917787,273114,21359,324966,189728,275,147,25,2
