rep, VT_rate, phenotype, count, partner
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 27, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 16, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000001001001, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 6, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 7, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 2, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010110, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 5, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 2, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 1, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 26, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 23, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 4, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 29, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 5, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 71, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 21, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 93, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7768, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1431, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 3, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 124, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 363, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 6, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 4, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000010010010, 1, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 2, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 5, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 2, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 3, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 4, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 7, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 1, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000101000, 1, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 1, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 2, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 11, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 345, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 68, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 9, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 202, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 13, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 7, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 17, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 6937, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1598, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 303, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 3, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 18, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 36, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001111, 1, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 2, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 4, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 7, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 8, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 7, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000101000001, 1, sym
25, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 3, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000001010011, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000001010001, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 3, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 13, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 19, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 3, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 23, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 180, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1723, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7980, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 2, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 27, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 5, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 9, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 5, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 1, host
26, 0.2, 0000000000000000000000000000000000000000000000000000000000101011, 1, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 2, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 2, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 2, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 5, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000110001, 1, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 284, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 194, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 6, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 11, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 221, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7264, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 72, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1551, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 2, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 7, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 18, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 11, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000011101, 1, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000100001000, 1, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 3, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 6, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 23, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 4, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000011100, 1, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 1, sym
26, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 1, sym
27, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
27, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 9944, sym
28, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
28, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 9910, sym
29, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
29, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 8540, sym
10, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
10, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 9091, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000011010, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 2, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 2, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000010111011, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 3, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 26, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 41, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 40, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 57, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 14, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 139, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 35, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 2, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7403, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 765, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 949, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 328, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 137, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 8, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000010000110, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 2, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 4, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 6, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 27, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001110, 1, host
11, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 1, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 3, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 3, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 64, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 32, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 2, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 335, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000010001010, 1, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8059, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 23, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 26, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000001000000, 3, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 18, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 5, sym
11, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 7, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000011100, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010111, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 3, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 2, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 3, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 2, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000001001101, 3, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 22, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 8, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 9, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000101000, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 115, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 12, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 442, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 6656, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 3, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 13, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 2248, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 342, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 70, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001101, 3, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 4, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 10, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 2, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 16, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000001001001, 2, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 2, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 1, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 8, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 2, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 6, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8404, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 29, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 2, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 1, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 313, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 4, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 54, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 16, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 21, sym
12, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 7, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 2, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 2, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 5, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 6, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 24, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 9, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000110001, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 35, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1842, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000001000101, 2, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7782, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 1, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 215, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 19, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 21, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 14, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 15, host
13, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 1, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 2, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 2, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001110, 1, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 7, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 27, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 193, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000011010, 1, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 43, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 2, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1299, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7635, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 1, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 7, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 4, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 10, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 7, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 23, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 29, sym
13, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 5, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 2, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001110, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011011, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011010, 2, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000001001011, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 36, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 66, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 55, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 212, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7812, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 33, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 18, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000110001, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 169, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1463, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 5, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 3, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 84, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 11, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 3, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000001110001, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 2, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 2, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 3, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 7, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 2, host
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000010000010, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 2, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 3, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 8, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 21, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 3, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 242, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8532, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 25, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 71, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000110000, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 6, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 12, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 1, sym
14, 0.8, 0000000000000000000000000000000000000000000000000000000000011100, 1, sym
15, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
15, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 9031, sym
16, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
16, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 9937, sym
17, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
17, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 9866, sym
18, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
18, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8633, sym
19, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
19, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8830, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000101000, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 3, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 3, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000001010001, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 6, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 3, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000011100, 2, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 25, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000001001001, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 92, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 218, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 204, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 16, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000110000, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1873, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 11, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 6951, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 248, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 33, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 5, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 212, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 2, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 48, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000111001, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 12, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 9, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000001011001, 1, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 2, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 6, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 6, host
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 2, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000001000000, 1, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 3, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 22, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 63, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 274, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 1, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8309, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 17, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 23, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 2, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 9, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 5, sym
20, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, sym
21, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
21, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 9886, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010111, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100110, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000101000, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001110, 2, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100100, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000001001000, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 5, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 24, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 46, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 12, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 190, host
