rep, VT_rate, phenotype, count, partner
12, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 21, sym
12, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 1, sym
12, 0.2, 0000000000000000000000000000000000000000000000000000000000011100, 2, sym
12, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 31, sym
12, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 9, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 1, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 4, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 28, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 16, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 7, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000011100, 2, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 15, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 5, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 2, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7931, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1681, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 235, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 35, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 2, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 7, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 9, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 6, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 2, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 1, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 4, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 2, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 2, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 1, host
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 3, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 4, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 408, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 37, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 23, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 15, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 51, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7749, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 53, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 6, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1154, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 26, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 57, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 2, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 4, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 1, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 2, sym
13, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 2, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001111, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000101000, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000010001010, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 3, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010111, 3, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 2, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010110, 2, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 2, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 4, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001010001, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 2, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000101011, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001001101, 3, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 10, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001001001, 5, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 3, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 5, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 27, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 622, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 11, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 24, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000011011, 3, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 8, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 2055, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 5, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 14, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 6082, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 525, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 417, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 10, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 6, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 100, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000001101001, 1, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 15, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 8, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 8, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000011100, 2, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 4, host
14, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000001001001, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000110000110, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 8, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 17, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 47, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 28, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 26, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 77, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7293, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 6, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 510, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 294, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 37, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 5, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 2, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 26, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000010000010, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000011100, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 3, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000001000010, 1, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 5, sym
14, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 4, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000101010, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000010000110, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 2, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 35, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 234, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 36, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 111, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000011010, 2, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 38, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 111, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7517, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 703, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1047, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 29, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 11, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 2, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 46, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000001000011, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 9, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 49, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 4, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001110, 1, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001111, 2, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 2, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 3, host
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 3, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 3, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 11, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 8323, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 30, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 1, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 381, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 1, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 72, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 15, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 6, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 11, sym
15, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 3, sym
16, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
16, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 9913, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 1, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 2, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 4, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 28, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000001001001, 2, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 24, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 380, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 2, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 21, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 6954, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1908, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 3, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 314, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 7, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 156, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000111001, 1, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 30, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 4, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 130, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 6, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 1, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 2, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 3, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 5, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 10, host
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 3, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 3, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000101011, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010110, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010111, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 2, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000011010, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 65, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 221, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 21, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 168, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 107, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000011101, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 81, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 24, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 9, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 6922, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 398, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000010001110, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1416, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 5, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 3, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 6, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 6, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 8, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000001010001, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 10, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000001000000, 1, sym
17, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 6, sym
18, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
18, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 9910, sym
19, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
19, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 9487, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001111, 1, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 1, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 6, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 20, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000011011, 1, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 65, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 52, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 11, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 27, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 39, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7800, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1637, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 241, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 48, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 6, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 3, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 22, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 3, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 4, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 1, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 2, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 3, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 2, host
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000001001001, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000010001010, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 2, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 2, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 15, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 98, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 4, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 30, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000001010101, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 295, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 9, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1899, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 2, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 4, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 6724, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000110001, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 332, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 211, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000001001101, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 7, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 4, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000111001, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 12, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000100011000, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 32, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 8, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 2, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 1, sym
20, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 2, sym
21, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
21, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 8823, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 10, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 19, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 18, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000001010101, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 30, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 10, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 28, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7814, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 2, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1777, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 3, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 218, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 38, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 7, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 2, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 3, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 11, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000100100, 1, host
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000111, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000101000, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 3, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 2, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 18, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000011001, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 164, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1531, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001100, 1, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 7, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7501, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 24, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 8, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 14, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 39, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 8, sym
22, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 29, sym
23, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
23, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 9872, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 16, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 9, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010000, 17, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000100, 13, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 32, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7825, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010111, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1856, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 2, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 178, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 26, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 4, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000101000, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 2, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001011, 2, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000110, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001101, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 3, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010101, 2, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010001, 3, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 2, host
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100101, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100011, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000101001, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010010, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000001000001, 3, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100100, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000011, 18, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001010, 24, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100001, 4, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000100000, 8, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001001, 207, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000001000, 232, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000110001, 1, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000010, 181, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000001, 1172, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000011000, 7, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000000, 7808, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000010100, 9, sym
24, 0.2, 0000000000000000000000000000000000000000000000000000000000000101, 5, sym
