partner vertical_transmission update squareNum completions
Host 0.8 40000 4782969 8
Host 0.8 40000 16777216 2457
Host 0.8 40000 43046721 4
Host 0.8 40000 67108864 3421
Host 0.8 40000 268435456 25456
Host 0.8 40000 1073610756 21
Host 0.8 40000 1073676289 80
Host 0.8 40000 1073741824 289522
Host 0.8 40000 2415919104 23
Host 0.8 40000 3486784401 1
Host 0.8 40000 4294705156 395
Host 0.8 40000 4294836225 950
Host 0.8 40000 1369 33
Host 0.8 40000 1521 30
Host 0.8 40000 1681 30
Host 0.8 40000 1764 31
Host 0.8 40000 2116 20
Host 0.8 40000 2209 12
Host 0.8 40000 2401 12
Host 0.8 40000 2601 8
Host 0.8 40000 2704 14
Host 0.8 40000 2809 9
Host 0.8 40000 2916 11
Host 0.8 40000 3025 9
Host 0.8 40000 3136 11
Host 0.8 40000 3364 9
Host 0.8 40000 3721 4
Host 0.8 40000 3844 4
Host 0.8 40000 3969 3
Host 0.8 40000 4489 2
Host 0.8 40000 5776 6
Host 0.8 40000 6400 6
Host 0.8 40000 7056 4
Host 0.8 40000 7744 5
Host 0.8 40000 7921 1
Host 0.8 40000 8464 2
Host 0.8 40000 8649 1
Host 0.8 40000 64009 1
Host 0.8 40000 259081 1
Host 0.8 40000 1042441 1
Host 0.8 40000 4182025 1
Host 0.8 40000 16752649 2
Host 0.8 40000 67059721 2
Host 0.8 40000 268337161 2
Host 0.8 40000 419430400 5
Host 0.8 40000 1073545225 2
Host 0.8 40000 4294574089 2
Host 0.8 40000 3249 6
Host 0.8 40000 3481 4
Host 0.8 40000 4761 2
Host 0.8 40000 15876 3
Host 0.8 40000 16129 3
Host 0.8 40000 1073807361 6
Host 0.8 40000 20736 1
Host 0.8 40000 268468225 1
Host 0.8 40000 339738624 2
Host 0.8 40000 3600 4
Host 0.8 40000 14641 1
Host 0.8 40000 29584 1
Host 0.8 40000 4290774016 2
Host 0.8 40000 4225 1
Host 0.8 40000 5041 1
Host 0.8 40000 5625 1
Host 0.8 40000 12321 1
Host 0.8 40000 50176 1
Host 0.8 40000 3288334336 1
Host 0.8 40000 4356 4
Host 0.8 40000 4624 4
Host 0.8 40000 4900 1
Host 0.8 40000 5476 1
Host 0.8 40000 5929 1
Host 0.8 40000 6084 1
Host 0.8 40000 6724 5
Host 0.8 40000 7225 1
Host 0.8 40000 7396 2
Host 0.8 40000 8100 2
Host 0.8 40000 9216 5
Host 0.8 40000 10816 1
Host 0.8 40000 11664 1
Host 0.8 40000 16900 2
Host 0.8 40000 97969 1
Host 0.8 40000 147456 10
Host 0.8 40000 37748736 6
Host 0.8 40000 2835349504 1
Host 0.8 40000 5329 1
Host 0.8 40000 13456 2
Host 0.8 40000 14161 1
Host 0.8 40000 15129 1
Host 0.8 40000 18225 1
Host 0.8 40000 47524 1
Host 0.8 40000 51529 1
Host 0.8 40000 53361 1
Host 0.8 40000 103684 1
Host 0.8 40000 129600 1
Host 0.8 40000 131044 9
Host 0.8 40000 280900 1
Host 0.8 40000 524176 2
Host 0.8 40000 4177936 1
Host 0.8 40000 16793604 1
Host 0.8 40000 76527504 1
Host 0.8 40000 136048896 1
Host 0.8 40000 241864704 1
Host 0.8 40000 558755044 1
Host 0.8 40000 603979776 10
Host 0.8 40000 764411904 1
Host 0.8 40000 1056965121 1
Host 0.8 40000 1073872900 2
Host 0.8 40000 1358954496 1
Host 0.8 40000 1677721600 6
Host 0.8 40000 4261478400 10
Host 0.8 40000 4292870400 11
Host 0.8 40000 8281 3
Host 0.8 40000 17842176 1
Host 0.8 40000 4294443024 4
Host 0.8 40000 33489 1
Host 0.8 40000 33856 1
Host 0.8 40000 1413721 1
Host 0.8 40000 268402689 6
Host 0.8 40000 6889 1
Host 0.8 40000 7569 1
Host 0.8 40000 2359296 2
Host 0.8 40000 4190209 3
Host 0.8 40000 84934656 2
Host 0.8 40000 3057647616 1
Host 0.8 40000 1124663296 1
Host 0.8 40000 2170814464 1
Host 0.8 40000 11943936 1
Host 0.8 40000 16908544 1
Host 0.8 40000 36864 3
Host 0.8 40000 261121 2
Host 0.8 40000 589824 1
Host 0.8 40000 9437184 1
Host 0.8 40000 67092481 1
Host 0.8 40000 150994944 2
Host 0.8 40000 25600 1
Host 0.8 40000 37636 1
Host 0.8 40000 65025 1
Host 0.8 40000 66049 2
Host 0.8 40000 16769025 1
Host 0.8 60000 4 785057
Host 0.8 60000 9 23837
Host 0.8 60000 16 41813
Host 0.8 60000 25 3424
Host 0.8 60000 36 2307
Host 0.8 60000 49 1229
Host 0.8 60000 64 15298
Host 0.8 60000 81 687
Host 0.8 60000 100 525
Host 0.8 60000 121 441
Host 0.8 60000 144 535
Host 0.8 60000 169 308
Host 0.8 60000 196 704
Host 0.8 60000 225 248
Host 0.8 60000 256 6137
Host 0.8 60000 289 190
Host 0.8 60000 324 215
Host 0.8 60000 361 140
Host 0.8 60000 400 177
Host 0.8 60000 441 129
Host 0.8 60000 484 170
Host 0.8 60000 529 109
Host 0.8 60000 576 123
Host 0.8 60000 625 103
Host 0.8 60000 676 102
Host 0.8 60000 729 80
Host 0.8 60000 784 89
Host 0.8 60000 841 64
Host 0.8 60000 900 71
Host 0.8 60000 961 62
Host 0.8 60000 1024 4017
Host 0.8 60000 1089 50
Host 0.8 60000 1156 58
Host 0.8 60000 1225 45
Host 0.8 60000 1296 45
Host 0.8 60000 1369 27
Host 0.8 60000 1444 47
Host 0.8 60000 1521 30
Host 0.8 60000 1600 35
Host 0.8 60000 1681 18
Host 0.8 60000 1764 37
Host 0.8 60000 1849 18
Host 0.8 60000 1936 36
Host 0.8 60000 2025 21
Host 0.8 60000 2116 32
Host 0.8 60000 2304 33
Host 0.8 60000 2500 21
Host 0.8 60000 2704 14
Host 0.8 60000 2916 15
Host 0.8 60000 3025 10
Host 0.8 60000 3136 11
Host 0.8 60000 3249 6
Host 0.8 60000 3364 10
Host 0.8 60000 3600 11
Host 0.8 60000 3844 13
Host 0.8 60000 4096 4735
Host 0.8 60000 5184 5
Host 0.8 60000 16384 10600
Host 0.8 60000 57121 1
Host 0.8 60000 65536 4304
Host 0.8 60000 262144 1843
Host 0.8 60000 1048576 1535
Host 0.8 60000 4194304 1368
Host 0.8 60000 16777216 1623
Host 0.8 60000 67108864 1937
Host 0.8 60000 67125249 1
Host 0.8 60000 268435456 15054
Host 0.8 60000 1073741824 360597
Host 0.8 60000 2415919104 22
Host 0.8 60000 4294836225 326
Host 0.8 60000 2209 24
Host 0.8 60000 2401 14
Host 0.8 60000 4356 7
Host 0.8 60000 4624 7
Host 0.8 60000 4900 9
Host 0.8 60000 5476 9
Host 0.8 60000 6400 2
Host 0.8 60000 30976 1
Host 0.8 60000 32761 116
Host 0.8 60000 94633984 1
Host 0.8 60000 150994944 3
Host 0.8 60000 205520896 1
Host 0.8 60000 378535936 1
Host 0.8 60000 603979776 26
Host 0.8 60000 1358954496 1
Host 0.8 60000 1435500544 1
Host 0.8 60000 3288334336 2
Host 0.8 60000 3774873600 1
Host 0.8 60000 4294705156 130
Host 0.8 60000 2601 11
Host 0.8 60000 10000 1
Host 0.8 60000 48400 1
Host 0.8 60000 8386816 1
Host 0.8 60000 1677721600 11
Host 0.8 60000 2147024896 1
Host 0.8 60000 33124 2
Host 0.8 60000 33489 1
Host 0.8 60000 36864 4
Host 0.8 60000 5041 2
Host 0.8 60000 131044 7
Host 0.8 60000 260100 2
Host 0.8 60000 67076100 1
Host 0.8 60000 3481 3
Host 0.8 60000 3969 6
Host 0.8 60000 4225 7
Host 0.8 60000 7396 2
Host 0.8 60000 16129 3
Host 0.8 60000 66049 1
Host 0.8 60000 1040400 3
Host 0.8 60000 3721 5
Host 0.8 60000 49284 1
Host 0.8 60000 1073676289 56
Host 0.8 60000 12544 1
Host 0.8 60000 13456 1
Host 0.8 60000 16900 1
Host 0.8 60000 21904 1
Host 0.8 60000 339738624 1
Host 0.8 60000 5776 3
Host 0.8 60000 6084 3
Host 0.8 60000 9216 2
Host 0.8 60000 9409 1
Host 0.8 60000 50176 1
Host 0.8 60000 142884 1
Host 0.8 60000 200704 1
Host 0.8 60000 244036 1
Host 0.8 60000 589824 3
Host 0.8 60000 6553600 1
Host 0.8 60000 37748736 1
Host 0.8 60000 1056965121 4
Host 0.8 60000 4261478400 1
Host 0.8 60000 4286582784 2
Host 0.8 60000 4292870400 2
Host 0.8 60000 2809 6
Host 0.8 60000 15129 1
Host 0.8 60000 19131876 1
Host 0.8 60000 34012224 1
Host 0.8 60000 107495424 1
Host 0.8 60000 5329 2
Host 0.8 60000 147456 2
Host 0.8 60000 1000000 2
Host 0.8 60000 9437184 1
Host 0.8 60000 2030043136 1
Host 0.8 60000 5625 2
Host 0.8 60000 4294443024 9
Host 0.8 60000 4489 1
Host 0.8 60000 6724 2
Host 0.8 60000 8836 1
Host 0.8 60000 10404 2
Host 0.8 60000 11236 1
Host 0.8 60000 13924 1
Host 0.8 60000 14884 1
Host 0.8 60000 20164 1
Host 0.8 60000 21316 1
Host 0.8 60000 65025 3
Host 0.8 60000 66564 1
Host 0.8 60000 99225 1
Host 0.8 60000 26214400 1
Host 0.8 60000 2147488281 2
Host 0.8 60000 4761 3
Host 0.8 60000 524176 1
Host 0.8 60000 28323684 1
Host 0.8 60000 1998715849 1
Host 0.8 60000 30625 1
Host 0.8 60000 5929 1
Host 0.8 60000 6561 1
Host 0.8 80000 4 332809
Host 0.8 80000 9 20459
Host 0.8 80000 16 28702
Host 0.8 80000 25 2902
Host 0.8 80000 36 1779
Host 0.8 80000 49 902
Host 0.8 80000 64 12496
Host 0.8 80000 81 446
Host 0.8 80000 100 409
Host 0.8 80000 121 270
Host 0.8 80000 144 300
Host 0.8 80000 169 194
Host 0.8 80000 196 178
Host 0.8 80000 225 150
Host 0.8 80000 256 4676
Host 0.8 80000 289 113
Host 0.8 80000 324 148
Host 0.8 80000 361 108
Host 0.8 80000 400 120
Host 0.8 80000 441 96
Host 0.8 80000 484 97
Host 0.8 80000 529 81
Host 0.8 80000 576 79
Host 0.8 80000 625 69
Host 0.8 80000 676 68
Host 0.8 80000 729 60
Host 0.8 80000 784 67
Host 0.8 80000 841 42
Host 0.8 80000 900 54
Host 0.8 80000 961 44
Host 0.8 80000 1024 3010
Host 0.8 80000 1089 46
Host 0.8 80000 1156 45
Host 0.8 80000 1225 47
Host 0.8 80000 1296 41
Host 0.8 80000 1369 30
Host 0.8 80000 1444 49
Host 0.8 80000 1521 31
Host 0.8 80000 1681 16
Host 0.8 80000 1764 27
Host 0.8 80000 1849 24
Host 0.8 80000 1936 24
Host 0.8 80000 2025 19
Host 0.8 80000 2116 22
Host 0.8 80000 2209 12
Host 0.8 80000 2304 22
Host 0.8 80000 2401 13
Host 0.8 80000 2809 13
Host 0.8 80000 3025 12
Host 0.8 80000 3136 11
Host 0.8 80000 3481 6
Host 0.8 80000 3844 9
Host 0.8 80000 3969 7
Host 0.8 80000 4096 2858
Host 0.8 80000 4356 11
Host 0.8 80000 4489 6
Host 0.8 80000 4624 5
Host 0.8 80000 4761 5
Host 0.8 80000 4900 8
Host 0.8 80000 5184 6
Host 0.8 80000 5476 9
Host 0.8 80000 5776 5
Host 0.8 80000 6561 2
Host 0.8 80000 8464 2
Host 0.8 80000 16384 12180
Host 0.8 80000 26569 1
Host 0.8 80000 31329 1
Host 0.8 80000 31684 1
Host 0.8 80000 32400 2
Host 0.8 80000 32761 33
Host 0.8 80000 33124 2
Host 0.8 80000 65536 4007
Host 0.8 80000 160000 4
Host 0.8 80000 262144 1108
Host 0.8 80000 1048576 996
Host 0.8 80000 4194304 945
Host 0.8 80000 6553600 2
Host 0.8 80000 16777216 911
Host 0.8 80000 67108864 1252
Host 0.8 80000 67125249 23
Host 0.8 80000 268435456 8883
Host 0.8 80000 1073741824 368748
Host 0.8 80000 2415919104 110
Host 0.8 80000 4294705156 112
Host 0.8 80000 4294836225 297
Host 0.8 80000 1600 35
Host 0.8 80000 2500 14
Host 0.8 80000 2704 15
Host 0.8 80000 2916 13
Host 0.8 80000 3249 5
Host 0.8 80000 3364 9
Host 0.8 80000 3600 9
Host 0.8 80000 3721 6
Host 0.8 80000 5041 4
Host 0.8 80000 5329 6
Host 0.8 80000 5625 2
Host 0.8 80000 5929 3
Host 0.8 80000 6400 4
Host 0.8 80000 8649 3
Host 0.8 80000 33856 1
Host 0.8 80000 41783296 1
Host 0.8 80000 150994944 2
Host 0.8 80000 167133184 1
Host 0.8 80000 339738624 1
Host 0.8 80000 419430400 1
Host 0.8 80000 603979776 11
Host 0.8 80000 822083584 1
Host 0.8 80000 1073676289 92
Host 0.8 80000 1677721600 4
Host 0.8 80000 2595291136 1
Host 0.8 80000 2674130944 1
Host 0.8 80000 2760871936 1
Host 0.8 80000 2835349504 1
Host 0.8 80000 3288334336 2
Host 0.8 80000 3527409664 1
Host 0.8 80000 3774873600 2
Host 0.8 80000 2601 16
Host 0.8 80000 34596 1
Host 0.8 80000 6724 3
Host 0.8 80000 4225 3
Host 0.8 80000 16129 3
Host 0.8 80000 1040400 3
Host 0.8 80000 6084 3
Host 0.8 80000 11664 1
Host 0.8 80000 51984 1
Host 0.8 80000 11449 2
Host 0.8 80000 7056 2
Host 0.8 80000 7396 1
Host 0.8 80000 7744 1
Host 0.8 80000 2359296 1
Host 0.8 80000 9216 1
Host 0.8 80000 2070721 1
Host 0.8 80000 9437184 1
Host 0.8 80000 7921 1
Host 0.8 80000 41616 1
Host 0.8 80000 34225 1
Host 0.8 80000 1072693504 1
Host 0.8 80000 1719926784 1
Host 0.8 80000 2030043136 1
Host 0.8 80000 2147024896 1
Host 0.8 80000 374544 1
Host 0.8 80000 10816 2
Host 0.8 80000 6889 1
Host 0.8 80000 8836 1
Host 0.8 80000 9025 1
Host 0.8 80000 10404 1
Host 0.8 80000 11025 1
Host 0.8 80000 11236 1
Host 0.8 80000 16641 1
Host 0.8 80000 22500 1
Host 0.8 80000 34969 1
Host 0.8 80000 44944 1
Host 0.8 80000 48841 1
Host 0.8 80000 52900 1
Host 0.8 80000 55696 1
Host 0.8 80000 57600 1
Host 0.8 80000 72361 1
Host 0.8 80000 74529 1
Host 0.8 80000 80089 1
Host 0.8 80000 81796 1
Host 0.8 80000 88804 1
Host 0.8 80000 103684 1
Host 0.8 80000 106276 1
Host 0.8 80000 118336 1
Host 0.8 80000 126025 1
Host 0.8 80000 138384 1
Host 0.8 80000 142129 1
Host 0.8 80000 177241 1
Host 0.8 80000 179776 1
Host 0.8 80000 193600 1
Host 0.8 80000 198916 1
Host 0.8 80000 205209 1
Host 0.8 80000 207025 1
Host 0.8 80000 213444 1
Host 0.8 80000 248004 1
Host 0.8 80000 287296 1
Host 0.8 80000 312481 1
Host 0.8 80000 314721 1
Host 0.8 80000 318096 1
Host 0.8 80000 335241 1
Host 0.8 80000 355216 1
Host 0.8 80000 380689 1
Host 0.8 80000 389376 1
Host 0.8 80000 413449 1
Host 0.8 80000 492804 1
Host 0.8 80000 498436 1
Host 0.8 80000 499849 1
Host 0.8 80000 504100 1
Host 0.8 80000 550564 1
Host 0.8 80000 576081 1
Host 0.8 80000 591361 1
Host 0.8 80000 617796 1
Host 0.8 80000 620944 1
Host 0.8 80000 627264 1
Host 0.8 80000 1073807361 9
Host 0.8 80000 6241 1
Host 0.8 80000 7569 1
Host 0.8 100000 4 266341
Host 0.8 100000 9 16387
Host 0.8 100000 16 29117
Host 0.8 100000 25 2185
Host 0.8 100000 36 1234
Host 0.8 100000 49 690
Host 0.8 100000 64 8476
Host 0.8 100000 81 402
Host 0.8 100000 100 330
Host 0.8 100000 121 249
Host 0.8 100000 144 204
Host 0.8 100000 169 173
Host 0.8 100000 196 168
Host 0.8 100000 225 175
Host 0.8 100000 256 3869
Host 0.8 100000 289 135
Host 0.8 100000 324 115
Host 0.8 100000 361 99
Host 0.8 100000 400 107
Host 0.8 100000 441 105
Host 0.8 100000 484 74
Host 0.8 100000 529 71
Host 0.8 100000 576 74
Host 0.8 100000 625 75
Host 0.8 100000 676 67
Host 0.8 100000 729 44
Host 0.8 100000 784 48
Host 0.8 100000 841 56
Host 0.8 100000 900 76
Host 0.8 100000 961 56
Host 0.8 100000 1024 2437
Host 0.8 100000 1089 47
Host 0.8 100000 1156 28
Host 0.8 100000 1225 32
Host 0.8 100000 1296 37
Host 0.8 100000 1369 33
Host 0.8 100000 1444 29
Host 0.8 100000 1521 42
Host 0.8 100000 1600 21
Host 0.8 100000 1681 19
Host 0.8 100000 1764 22
Host 0.8 100000 1849 18
Host 0.8 100000 1936 15
Host 0.8 100000 2025 29
Host 0.8 100000 2116 17
Host 0.8 100000 2209 13
Host 0.8 100000 2304 21
Host 0.8 100000 2401 17
Host 0.8 100000 2500 11
Host 0.8 100000 2601 11
Host 0.8 100000 2704 10
Host 0.8 100000 2809 7
Host 0.8 100000 2916 9
Host 0.8 100000 3025 7
Host 0.8 100000 3249 14
Host 0.8 100000 3364 4
Host 0.8 100000 3481 5
Host 0.8 100000 3600 9
Host 0.8 100000 3721 2
Host 0.8 100000 3844 8
Host 0.8 100000 3969 7
Host 0.8 100000 4096 1948
Host 0.8 100000 4225 3
Host 0.8 100000 4761 2
Host 0.8 100000 4900 11
Host 0.8 100000 5041 3
Host 0.8 100000 5329 2
Host 0.8 100000 5625 4
Host 0.8 100000 5776 4
Host 0.8 100000 5929 1
Host 0.8 100000 6084 3
Host 0.8 100000 6241 1
Host 0.8 100000 6561 5
Host 0.8 100000 6889 2
Host 0.8 100000 7225 2
Host 0.8 100000 7569 4
Host 0.8 100000 7921 2
Host 0.8 100000 14400 2
Host 0.8 100000 16384 8661
Host 0.8 100000 32761 37
Host 0.8 100000 33856 3
Host 0.8 100000 65536 3864
Host 0.8 100000 160000 13
Host 0.8 100000 262144 922
Host 0.8 100000 1048576 896
Host 0.8 100000 4194304 667
Host 0.8 100000 6553600 13
Host 0.8 100000 16777216 669
Host 0.8 100000 67108864 925
Host 0.8 100000 268435456 5183
Host 0.8 100000 1073741824 377382
Host 0.8 100000 4261478400 1
Host 0.8 100000 4294705156 59
Host 0.8 100000 3136 4
Host 0.8 100000 4356 4
Host 0.8 100000 4489 1
Host 0.8 100000 4624 4
Host 0.8 100000 5184 6
Host 0.8 100000 5476 3
Host 0.8 100000 6400 2
Host 0.8 100000 6724 2
Host 0.8 100000 7056 4
Host 0.8 100000 7396 3
Host 0.8 100000 7744 4
Host 0.8 100000 8100 1
Host 0.8 100000 8464 1
Host 0.8 100000 8649 1
Host 0.8 100000 8836 1
Host 0.8 100000 9025 1
Host 0.8 100000 9409 1
Host 0.8 100000 9604 1
Host 0.8 100000 9801 1
Host 0.8 100000 10000 1
Host 0.8 100000 10609 2
Host 0.8 100000 10816 1
Host 0.8 100000 603979776 4
Host 0.8 100000 2218786816 1
Host 0.8 100000 4294836225 361
Host 0.8 100000 2415919104 23
Host 0.8 100000 3288334336 2
Host 0.8 100000 49729 1
Host 0.8 100000 2147488281 2
Host 0.8 100000 2423789824 1
Host 0.8 100000 1073676289 25
Host 0.8 100000 26244 1
Host 0.8 100000 59049 1
Host 0.8 100000 4782969 1
Host 0.8 100000 43046721 1
Host 0.8 100000 387420489 1
Host 0.8 100000 15876 1
Host 0.8 100000 64516 1
Host 0.8 100000 260100 9
Host 0.8 100000 32400 3
Host 0.8 100000 33124 3
Host 0.8 100000 2096704 1
Host 0.8 100000 4198401 1
Host 0.8 100000 67125249 22
Host 0.8 100000 268468225 21
Host 0.8 100000 1073807361 4
Host 0.8 100000 1677721600 5
Host 0.8 100000 4153444 1
Host 0.8 100000 62500 1
Host 0.8 100000 65025 5
Host 0.8 100000 1358954496 1
Host 0.8 100000 2030043136 1
Host 0.8 100000 2123366400 1
Host 0.8 100000 2147024896 3
Host 0.8 100000 41616 1
Host 0.8 100000 46656 1
Host 0.8 100000 16129 1
Host 0.8 100000 11881 1
Host 0.8 100000 12100 1
Host 0.8 100000 12769 1
Host 0.8 100000 14161 1
Host 0.8 100000 33489 1
Host 0.8 100000 391876 1
Host 0.8 100000 646416 1
Host 0.8 100000 737881 1
Host 0.8 100000 777924 1
Host 0.8 100000 815409 1
Host 0.8 100000 822649 1
Host 0.8 100000 868624 1
Host 0.8 100000 877969 1
Host 0.8 100000 933156 1
Host 0.8 100000 966289 1
Host 0.8 100000 978121 1
Host 0.8 100000 1034289 1
Host 0.8 100000 1077444 1
Host 0.8 100000 1113025 1
Host 0.8 100000 1218816 1
Host 0.8 100000 1245456 1
Host 0.8 100000 1249924 1
Host 0.8 100000 1265625 1
Host 0.8 100000 1317904 1
Host 0.8 100000 1408969 1
Host 0.8 100000 1597696 1
Host 0.8 100000 1630729 1
Host 0.8 100000 1682209 1
Host 0.8 100000 1684804 1
Host 0.8 100000 1692601 1
Host 0.8 100000 1695204 1
Host 0.8 100000 1731856 1
Host 0.8 100000 1763584 1
Host 0.8 100000 2170814464 1
Host 0.8 100000 4294443024 1
Host 0.8 100000 32041 1
Host 0.8 120000 4 255479
Host 0.8 120000 9 19462
Host 0.8 120000 16 17045
Host 0.8 120000 25 2217
Host 0.8 120000 36 1374
Host 0.8 120000 49 751
Host 0.8 120000 64 6884
Host 0.8 120000 81 417
Host 0.8 120000 100 326
Host 0.8 120000 121 224
Host 0.8 120000 144 223
Host 0.8 120000 169 194
Host 0.8 120000 196 186
Host 0.8 120000 225 177
Host 0.8 120000 256 3916
Host 0.8 120000 289 107
Host 0.8 120000 324 114
Host 0.8 120000 361 80
Host 0.8 120000 400 80
Host 0.8 120000 441 91
Host 0.8 120000 484 78
Host 0.8 120000 529 67
Host 0.8 120000 576 55
Host 0.8 120000 625 60
Host 0.8 120000 676 55
Host 0.8 120000 729 49
Host 0.8 120000 784 53
Host 0.8 120000 841 43
Host 0.8 120000 900 53
Host 0.8 120000 961 37
Host 0.8 120000 1024 2580
Host 0.8 120000 1089 29
Host 0.8 120000 1156 40
Host 0.8 120000 1225 31
Host 0.8 120000 1296 33
Host 0.8 120000 1369 28
Host 0.8 120000 1444 34
Host 0.8 120000 1521 23
Host 0.8 120000 1600 25
Host 0.8 120000 1681 15
Host 0.8 120000 1764 21
Host 0.8 120000 1849 17
Host 0.8 120000 1936 16
Host 0.8 120000 2025 8
Host 0.8 120000 2116 17
Host 0.8 120000 2209 12
Host 0.8 120000 2304 13
Host 0.8 120000 2401 8
Host 0.8 120000 2500 15
Host 0.8 120000 2601 6
Host 0.8 120000 2704 9
Host 0.8 120000 2916 7
Host 0.8 120000 3136 6
Host 0.8 120000 3249 8
Host 0.8 120000 3364 9
Host 0.8 120000 3481 2
Host 0.8 120000 3600 5
Host 0.8 120000 3721 3
Host 0.8 120000 3844 6
Host 0.8 120000 3969 3
Host 0.8 120000 4096 1922
Host 0.8 120000 4225 2
Host 0.8 120000 4356 6
Host 0.8 120000 4489 3
Host 0.8 120000 4624 5
Host 0.8 120000 4761 3
Host 0.8 120000 4900 2
Host 0.8 120000 5041 1
Host 0.8 120000 5184 4
Host 0.8 120000 5329 5
Host 0.8 120000 5476 5
Host 0.8 120000 5625 6
Host 0.8 120000 5776 6
Host 0.8 120000 5929 4
Host 0.8 120000 6084 8
Host 0.8 120000 6241 3
Host 0.8 120000 6561 2
Host 0.8 120000 6724 6
Host 0.8 120000 6889 1
Host 0.8 120000 7056 7
Host 0.8 120000 7396 6
Host 0.8 120000 7569 2
Host 0.8 120000 8649 2
Host 0.8 120000 9025 2
Host 0.8 120000 9801 2
Host 0.8 120000 11025 2
Host 0.8 120000 12544 2
Host 0.8 120000 16384 7771
Host 0.8 120000 32761 76
Host 0.8 120000 65536 4368
Host 0.8 120000 262144 937
Host 0.8 120000 1048576 719
Host 0.8 120000 4194304 576
Host 0.8 120000 16777216 727
Host 0.8 120000 67108864 663
Host 0.8 120000 268435456 2362
Host 0.8 120000 1073741824 381281
Host 0.8 120000 1073807361 1
Host 0.8 120000 4294836225 256
Host 0.8 120000 7744 4
Host 0.8 120000 8100 6
Host 0.8 120000 8836 3
Host 0.8 120000 9216 2
Host 0.8 120000 9604 2
Host 0.8 120000 11236 1
Host 0.8 120000 11881 1
Host 0.8 120000 12100 3
Host 0.8 120000 12321 1
Host 0.8 120000 16641 4
Host 0.8 120000 33124 5
Host 0.8 120000 147456 2
Host 0.8 120000 589824 2
Host 0.8 120000 2359296 1
Host 0.8 120000 9437184 1
Host 0.8 120000 2415919104 3
Host 0.8 120000 32400 2
Host 0.8 120000 2809 6
Host 0.8 120000 8281 1
Host 0.8 120000 8464 4
Host 0.8 120000 603979776 2
Host 0.8 120000 6400 3
Host 0.8 120000 10816 2
Host 0.8 120000 12996 3
Host 0.8 120000 13456 2
Host 0.8 120000 15376 2
Host 0.8 120000 16900 1
Host 0.8 120000 18496 1
Host 0.8 120000 23716 1
Host 0.8 120000 469225 1
Host 0.8 120000 10000 1
Host 0.8 120000 10404 1
Host 0.8 120000 11664 1
Host 0.8 120000 13924 1
Host 0.8 120000 14400 1
Host 0.8 120000 34596 1
Host 0.8 120000 22500 1
Host 0.8 120000 33856 1
Host 0.8 120000 131044 1
Host 0.8 120000 4294705156 19
Host 0.8 120000 268402689 2
Host 0.8 120000 1073676289 2
Host 0.8 120000 3025 2
Host 0.8 120000 21904 2
Host 0.8 120000 32041 1
Host 0.8 120000 35721 1
Host 0.8 120000 14884 1
Host 0.8 120000 15129 1
Host 0.8 120000 15625 1
Host 0.8 120000 65025 1
Host 0.8 120000 9409 1
Host 0.8 120000 33489 1
Host 0.8 120000 391876 2
Host 0.8 120000 1677721600 1
Host 0.8 120000 17956 1
Host 0.8 120000 31684 1
Host 0.8 120000 4294443024 1
Host 0.8 140000 4 262400
Host 0.8 140000 9 14830
Host 0.8 140000 16 20973
Host 0.8 140000 25 2200
Host 0.8 140000 36 1464
Host 0.8 140000 49 699
Host 0.8 140000 64 7346
Host 0.8 140000 81 389
Host 0.8 140000 100 317
Host 0.8 140000 121 248
Host 0.8 140000 144 233
Host 0.8 140000 169 157
Host 0.8 140000 196 183
Host 0.8 140000 225 136
Host 0.8 140000 256 3405
Host 0.8 140000 289 100
Host 0.8 140000 324 124
Host 0.8 140000 361 93
Host 0.8 140000 400 85
Host 0.8 140000 441 92
Host 0.8 140000 484 70
Host 0.8 140000 529 62
Host 0.8 140000 576 76
Host 0.8 140000 625 54
Host 0.8 140000 676 69
Host 0.8 140000 729 63
Host 0.8 140000 784 52
Host 0.8 140000 841 52
Host 0.8 140000 900 75
Host 0.8 140000 961 38
Host 0.8 140000 1024 2101
Host 0.8 140000 1089 36
Host 0.8 140000 1156 37
Host 0.8 140000 1225 32
Host 0.8 140000 1296 27
Host 0.8 140000 1369 34
Host 0.8 140000 1444 26
Host 0.8 140000 1521 33
Host 0.8 140000 1681 26
Host 0.8 140000 1764 34
Host 0.8 140000 2209 14
Host 0.8 140000 2304 13
Host 0.8 140000 2401 7
Host 0.8 140000 2500 17
Host 0.8 140000 2601 7
Host 0.8 140000 2704 13
Host 0.8 140000 2809 6
Host 0.8 140000 2916 9
Host 0.8 140000 3025 4
Host 0.8 140000 3136 12
Host 0.8 140000 3249 5
Host 0.8 140000 3364 8
Host 0.8 140000 3481 3
Host 0.8 140000 3600 9
Host 0.8 140000 3721 4
Host 0.8 140000 3844 7
Host 0.8 140000 4096 2192
Host 0.8 140000 4225 2
Host 0.8 140000 6400 4
Host 0.8 140000 6724 1
Host 0.8 140000 7056 2
Host 0.8 140000 7225 3
Host 0.8 140000 7396 2
Host 0.8 140000 7569 2
Host 0.8 140000 7921 2
Host 0.8 140000 8100 3
Host 0.8 140000 8281 3
Host 0.8 140000 8464 3
Host 0.8 140000 8649 2
Host 0.8 140000 9025 1
Host 0.8 140000 9801 2
Host 0.8 140000 10609 1
Host 0.8 140000 16384 5220
Host 0.8 140000 65536 5314
