Sym 0.0 5000 4 26204269
Sym 0.0 5000 9 2479
Sym 0.0 5000 16 25494
Sym 0.0 5000 25 290
Sym 0.0 5000 36 4137
Sym 0.0 5000 49 112
Sym 0.0 5000 64 4468
Sym 0.0 5000 81 89
Sym 0.0 5000 100 589
Sym 0.0 5000 121 70
Sym 0.0 5000 144 146
Sym 0.0 5000 169 11
Sym 0.0 5000 196 341
Sym 0.0 5000 225 5
Sym 0.0 5000 256 1142
Sym 0.0 5000 324 18
Sym 0.0 5000 400 20
Sym 0.0 5000 484 105
Sym 0.0 5000 576 18
Sym 0.0 5000 784 9
Sym 0.0 5000 1024 252
Sym 0.0 5000 4096 254
Sym 0.0 5000 16384 130
Sym 0.0 5000 65536 82
Sym 0.0 5000 262144 66
Sym 0.0 5000 1048576 65
Sym 0.0 5000 4194304 66
Sym 0.0 5000 16777216 66
Sym 0.0 5000 67108864 115
Sym 0.0 5000 268435456 1485
Sym 0.0 5000 1073741824 3949
Sym 0.0 5000 4294836225 158
Sym 0.0 5000 289 5
Sym 0.0 5000 1296 2
Sym 0.0 5000 1600 3
Sym 0.0 5000 1936 1
Sym 0.0 5000 2304 4
Sym 0.0 5000 6084 1
Sym 0.0 5000 31684 1
Sym 0.0 5000 42436 1
Sym 0.0 5000 43681 1
Sym 0.0 5000 4294705156 17
Sym 0.0 5000 535824 1
Sym 0.0 5000 168740100 1
Sym 0.0 5000 897361936 1
Sym 0.0 5000 1200137449 1
Sym 0.0 5000 1455727716 1
Sym 0.0 5000 1896776704 1
Sym 0.0 5000 2886268176 1
Sym 0.0 5000 361 3
Sym 0.0 5000 676 6
Sym 0.0 5000 900 3
Sym 0.0 5000 1156 3
Sym 0.0 5000 529 6
Sym 0.0 5000 625 1
Sym 0.0 5000 841 1
Sym 0.0 5000 603979776 1
Sym 0.0 5000 1444 1
Sym 0.0 5000 4293918784 1
Sym 0.0 5000 1764 1
Sym 0.0 5000 268402689 1
Sym 0.0 5000 1073676289 1
Sym 0.0 5000 32761 3
Sym 0.0 5000 441 1
Sym 0.0 5000 3288334336 1
Sym 0.0 5000 51076 1
Sym 0.0 10000 4 53163985
Sym 0.0 10000 9 10152
Sym 0.0 10000 16 76650
Sym 0.0 10000 25 751
Sym 0.0 10000 36 11228
Sym 0.0 10000 49 176
Sym 0.0 10000 64 13146
Sym 0.0 10000 81 161
Sym 0.0 10000 100 1510
Sym 0.0 10000 121 162
Sym 0.0 10000 144 275
Sym 0.0 10000 169 138
Sym 0.0 10000 196 1005
Sym 0.0 10000 225 116
Sym 0.0 10000 256 3239
Sym 0.0 10000 289 96
Sym 0.0 10000 324 167
Sym 0.0 10000 361 19
Sym 0.0 10000 400 116
Sym 0.0 10000 441 13
Sym 0.0 10000 484 394
Sym 0.0 10000 529 21
Sym 0.0 10000 576 113
Sym 0.0 10000 625 7
Sym 0.0 10000 676 70
Sym 0.0 10000 784 37
Sym 0.0 10000 900 24
Sym 0.0 10000 1024 1371
Sym 0.0 10000 1156 19
Sym 0.0 10000 1296 17
Sym 0.0 10000 1444 8
Sym 0.0 10000 1600 14
Sym 0.0 10000 1936 9
Sym 0.0 10000 2304 13
Sym 0.0 10000 4096 864
Sym 0.0 10000 16384 1248
Sym 0.0 10000 65536 464
Sym 0.0 10000 262144 172
Sym 0.0 10000 1048576 252
Sym 0.0 10000 4194304 172
Sym 0.0 10000 16777216 177
Sym 0.0 10000 67108864 555
Sym 0.0 10000 268435456 8368
Sym 0.0 10000 1073741824 21486
Sym 0.0 10000 4294836225 435
Sym 0.0 10000 729 6
Sym 0.0 10000 2116 6
Sym 0.0 10000 2704 3
Sym 0.0 10000 3136 8
Sym 0.0 10000 3600 4
Sym 0.0 10000 4624 2
Sym 0.0 10000 5184 8
Sym 0.0 10000 6084 2
Sym 0.0 10000 31684 1
Sym 0.0 10000 42436 1
Sym 0.0 10000 43681 1
Sym 0.0 10000 93636 1
Sym 0.0 10000 111556 1
Sym 0.0 10000 4294705156 34
Sym 0.0 10000 841 7
Sym 0.0 10000 961 6
Sym 0.0 10000 1089 3
Sym 0.0 10000 535824 1
Sym 0.0 10000 731025 1
Sym 0.0 10000 1366561 1
Sym 0.0 10000 4120900 1
Sym 0.0 10000 168740100 1
Sym 0.0 10000 669877924 1
Sym 0.0 10000 886610176 1
Sym 0.0 10000 897361936 1
Sym 0.0 10000 1200137449 1
Sym 0.0 10000 1455727716 1
Sym 0.0 10000 1896776704 1
Sym 0.0 10000 2298435364 1
Sym 0.0 10000 2427927076 1
Sym 0.0 10000 2886268176 1
Sym 0.0 10000 1764 5
Sym 0.0 10000 2500 3
Sym 0.0 10000 4294443024 5
Sym 0.0 10000 4294574089 1
Sym 0.0 10000 1225 2
Sym 0.0 10000 1369 1
Sym 0.0 10000 1681 3
Sym 0.0 10000 1849 2
Sym 0.0 10000 603979776 3
Sym 0.0 10000 1073610756 4
Sym 0.0 10000 4290774016 1
Sym 0.0 10000 6400 1
Sym 0.0 10000 7744 1
Sym 0.0 10000 589824 2
Sym 0.0 10000 2916 1
Sym 0.0 10000 3364 1
Sym 0.0 10000 3844 1
Sym 0.0 10000 4356 1
Sym 0.0 10000 4293918784 1
Sym 0.0 10000 2030043136 1
Sym 0.0 10000 1521 2
Sym 0.0 10000 2025 2
Sym 0.0 10000 8100 1
Sym 0.0 10000 35343025 1
Sym 0.0 10000 268402689 1
Sym 0.0 10000 1073676289 1
Sym 0.0 10000 6561 1
Sym 0.0 10000 32761 12
Sym 0.0 10000 59049 1
Sym 0.0 10000 531441 1
Sym 0.0 10000 4782969 1
Sym 0.0 10000 43046721 1
Sym 0.0 10000 387420489 1
Sym 0.0 10000 2415919104 1
Sym 0.0 10000 3486784401 1
Sym 0.0 10000 3288334336 1
Sym 0.0 10000 51076 1
Sym 0.0 15000 4 78251853
Sym 0.0 15000 9 22558
Sym 0.0 15000 16 139449
Sym 0.0 15000 25 1273
Sym 0.0 15000 36 19500
Sym 0.0 15000 49 312
Sym 0.0 15000 64 23160
Sym 0.0 15000 81 248
Sym 0.0 15000 100 2524
Sym 0.0 15000 121 232
Sym 0.0 15000 144 404
Sym 0.0 15000 169 191
Sym 0.0 15000 196 1544
Sym 0.0 15000 225 173
Sym 0.0 15000 256 5722
Sym 0.0 15000 289 150
Sym 0.0 15000 324 272
Sym 0.0 15000 361 134
Sym 0.0 15000 400 259
Sym 0.0 15000 441 126
Sym 0.0 15000 484 718
Sym 0.0 15000 529 86
Sym 0.0 15000 576 165
Sym 0.0 15000 625 25
Sym 0.0 15000 676 131
Sym 0.0 15000 729 21
Sym 0.0 15000 784 128
Sym 0.0 15000 841 14
Sym 0.0 15000 900 93
Sym 0.0 15000 961 16
Sym 0.0 15000 1024 2858
Sym 0.0 15000 1089 12
Sym 0.0 15000 1156 41
Sym 0.0 15000 1296 43
Sym 0.0 15000 1444 29
Sym 0.0 15000 1600 39
Sym 0.0 15000 1764 22
Sym 0.0 15000 1849 4
Sym 0.0 15000 1936 25
