vert,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
No symbiont,17,70000,host,0,0,0,1.16198e+06,23158,900,1540,1320,692,522,5,3
No symbiont,17,75000,host,0,0,0,1.14432e+06,33219,1047,1881,1558,759,579,10,0
No symbiont,17,80000,host,0,0,0,1.12534e+06,35492,1112,1818,1619,869,606,4,0
No symbiont,17,85000,host,0,0,0,1.10428e+06,43965,1128,1815,1670,861,616,18,1
No symbiont,17,90000,host,0,0,0,1.10026e+06,41858,1501,1960,1740,948,647,24,0
No symbiont,17,95000,host,0,0,0,1.09832e+06,45879,1900,2258,1884,1046,687,19,2
No symbiont,17,100000,host,0,0,0,1.08145e+06,46607,3217,3776,2756,1139,704,22,1
No symbiont,17,105000,host,0,0,0,1.06787e+06,53145,3472,6486,2662,1256,744,27,0
No symbiont,17,110000,host,0,0,0,1.04086e+06,69332,1801,11474,2274,1311,782,39,3
No symbiont,17,115000,host,0,0,0,1.02271e+06,113817,3908,25468,2746,1386,770,68,3
No symbiont,17,120000,host,0,0,0,804129,342857,81720,789225,3791,1641,647,218,15
No symbiont,17,125000,host,0,0,0,321623,491514,631688,1.73463e+06,4362,1308,345,303,10
No symbiont,17,130000,host,0,0,0,42937,51559,178383,122148,609,334,72,32,2
No symbiont,17,135000,host,0,0,0,46555,55985,147363,152258,565,313,68,47,10
No symbiont,17,140000,host,0,0,0,38465,55451,111428,188847,549,608,64,40,4
No symbiont,17,145000,host,0,0,0,32072,52319,99805,202401,488,390,52,35,2
No symbiont,17,150000,host,0,0,0,21960,46698,53950,250629,458,209,43,36,5
No symbiont,17,155000,host,0,0,0,13314,43644,28582,277668,427,228,13,48,4
No symbiont,17,160000,host,0,0,0,17794,54031,38136,265921,486,246,16,47,9
No symbiont,17,165000,host,0,0,0,20260,64873,77219,225074,546,233,30,44,6
No symbiont,17,170000,host,0,0,0,19265,53750,41046,263178,376,227,31,42,6
No symbiont,17,175000,host,0,0,0,21888,53187,56134,247901,400,178,38,48,3
No symbiont,17,180000,host,0,0,0,25474,68017,59034,242272,481,205,37,62,2
No symbiont,17,185000,host,0,0,0,27119,79480,52626,246739,500,232,33,71,3
No symbiont,17,190000,host,0,0,0,23899,61608,47279,255341,392,174,30,33,2
No symbiont,17,195000,host,0,0,0,30244,59214,49613,252407,427,163,41,36,4
No symbiont,17,200000,host,0,0,0,35079,69347,25361,274914,448,146,32,51,4
No symbiont,18,0,host,0,0,0,0,0,0,0,0,0,0,0,0
No symbiont,18,5000,host,0,0,0,2.48468e+06,1627,754,718,739,149,96,0,0
No symbiont,18,10000,host,0,0,0,2.47313e+06,3769,572,695,628,206,190,0,0
No symbiont,18,15000,host,0,0,0,2.1683e+06,6433,490,867,643,255,212,1,0
No symbiont,18,20000,host,0,0,0,1.81169e+06,8410,364,806,536,254,212,0,0
No symbiont,18,25000,host,0,0,0,1.61578e+06,9915,389,882,578,277,230,0,0
No symbiont,18,30000,host,0,0,0,1.49106e+06,8305,380,946,608,335,273,1,0
No symbiont,18,35000,host,0,0,0,1.3956e+06,9305,450,994,750,368,319,1,0
No symbiont,18,40000,host,0,0,0,1.33569e+06,11306,503,1074,847,382,377,4,0
No symbiont,18,45000,host,0,0,0,1.31223e+06,14124,615,1215,878,478,413,3,0
No symbiont,18,50000,host,0,0,0,1.28733e+06,16321,648,1753,1085,561,443,4,0
No symbiont,18,55000,host,0,0,0,1.27848e+06,14930,828,1457,1266,613,529,2,0
No symbiont,18,60000,host,0,0,0,1.22117e+06,16613,945,2007,1308,705,573,3,0
No symbiont,18,65000,host,0,0,0,1.19892e+06,25598,1067,38077,1510,774,577,4,1
No symbiont,18,70000,host,0,0,0,1.05541e+06,71998,2123,253557,2112,1044,553,18,6
No symbiont,18,75000,host,0,0,0,873955,150082,3357,466070,3801,1422,564,48,12
No symbiont,18,80000,host,0,0,0,884123,185595,3095,646625,4310,1513,540,50,12
No symbiont,18,85000,host,0,0,0,730835,167356,4205,613812,3506,1257,489,38,14
No symbiont,18,90000,host,0,0,0,354045,75660,1309,253220,1584,732,253,31,4
No symbiont,18,95000,host,0,0,0,350696,67952,1157,254949,1574,710,228,28,2
No symbiont,18,100000,host,0,0,0,316181,61604,938,260719,1429,638,216,23,5
No symbiont,18,105000,host,0,0,0,306432,60565,942,262578,1269,532,216,18,5
No symbiont,18,110000,host,0,0,0,262301,53140,767,269424,1252,567,169,10,4
No symbiont,18,115000,host,0,0,0,216893,52313,736,275537,1110,583,162,17,2
No symbiont,18,120000,host,0,0,0,189365,49805,611,272590,4646,495,166,18,2
No symbiont,18,125000,host,0,0,0,152053,37743,7346,258750,11391,488,162,23,7
No symbiont,18,130000,host,0,0,0,115272,21466,440,273537,11104,309,118,15,7
No symbiont,18,135000,host,0,0,0,92718,21434,371,296370,1251,311,94,19,1
No symbiont,18,140000,host,0,0,0,87613,22210,375,297752,883,243,98,13,0
No symbiont,18,145000,host,0,0,0,95927,26933,471,293267,2168,282,105,19,1
No symbiont,18,150000,host,0,0,0,141017,38240,1017,285075,2036,464,182,40,4
No symbiont,18,155000,host,0,0,0,151595,42702,11788,273339,1544,502,179,29,2
No symbiont,18,160000,host,0,0,0,133577,26922,7532,283146,1039,412,164,27,6
No symbiont,18,165000,host,0,0,0,130397,19759,4474,287931,964,390,123,19,1
No symbiont,18,170000,host,0,0,0,138665,24982,4167,286168,1036,447,126,24,8
No symbiont,18,175000,host,0,0,0,122901,24059,668,292374,822,369,139,18,4
No symbiont,18,180000,host,0,0,0,149873,22293,509,289057,896,380,165,29,0
No symbiont,18,185000,host,0,0,0,129557,18596,10358,282904,765,282,145,13,1
No symbiont,18,190000,host,0,0,0,108154,19216,10189,276461,5410,328,106,5,5
No symbiont,18,195000,host,0,0,0,102628,18615,452,274893,11466,310,93,11,6
No symbiont,18,200000,host,0,0,0,146252,32473,571,256246,16975,419,147,21,9
No symbiont,19,0,host,0,0,0,0,0,0,0,0,0,0,0,0
No symbiont,19,5000,host,0,0,0,2.49237e+06,1693,719,709,805,158,85,0,0
No symbiont,19,10000,host,0,0,0,2.47625e+06,3084,574,715,571,224,174,0,0
No symbiont,19,15000,host,0,0,0,2.16514e+06,5176,473,817,547,258,223,0,0
No symbiont,19,20000,host,0,0,0,1.81704e+06,7347,400,745,521,246,222,1,0
No symbiont,19,25000,host,0,0,0,1.61201e+06,9321,402,911,565,286,232,0,0
No symbiont,19,30000,host,0,0,0,1.47159e+06,13006,403,929,602,298,277,3,0
No symbiont,19,35000,host,0,0,0,1.39858e+06,16313,451,981,720,341,280,4,0
No symbiont,19,40000,host,0,0,0,1.36557e+06,18477,531,994,740,395,334,2,0
No symbiont,19,45000,host,0,0,0,1.33037e+06,21336,513,1641,823,468,361,3,0
No symbiont,19,50000,host,0,0,0,1.25896e+06,23223,606,1570,898,517,402,4,1
No symbiont,19,55000,host,0,0,0,1.21166e+06,22555,663,1571,963,559,441,7,1
No symbiont,19,60000,host,0,0,0,1.20142e+06,30693,848,1432,1186,584,508,5,1
No symbiont,19,65000,host,0,0,0,1.17609e+06,30436,1026,1490,1379,647,547,10,0
No symbiont,19,70000,host,0,0,0,1.16024e+06,37381,1090,1710,1488,773,567,5,0
No symbiont,19,75000,host,0,0,0,1.12057e+06,39963,1130,1970,1575,887,633,15,0
No symbiont,19,80000,host,0,0,0,1.09638e+06,32460,1220,1959,1723,905,689,10,0
No symbiont,19,85000,host,0,0,0,1.09727e+06,32380,1256,2586,1859,959,666,18,1
No symbiont,19,90000,host,0,0,0,1.11844e+06,32570,1301,2222,1932,1073,753,7,1
No symbiont,19,95000,host,0,0,0,1.11663e+06,34967,1422,2292,2064,1094,774,7,1
No symbiont,19,100000,host,0,0,0,1.10922e+06,40671,1521,2263,2104,1119,787,12,0
No symbiont,19,105000,host,0,0,0,1.09799e+06,40770,1579,2316,2144,1140,751,15,1
No symbiont,19,110000,host,0,0,0,1.10139e+06,41825,1662,2412,2257,1241,791,23,0
No symbiont,19,115000,host,0,0,0,1.06556e+06,47616,1521,5742,2359,1297,806,18,0
No symbiont,19,120000,host,0,0,0,1.0623e+06,60283,1854,5071,2507,1399,847,28,4
No symbiont,19,125000,host,0,0,0,1.08817e+06,63791,1884,6910,2921,1430,929,25,0
No symbiont,19,130000,host,0,0,0,1.08661e+06,64645,2436,9774,3340,1563,944,29,3
No symbiont,19,135000,host,0,0,0,1.06352e+06,70090,3234,14345,2830,1566,904,22,2
No symbiont,19,140000,host,0,0,0,1.05905e+06,68750,2731,20564,3571,1614,940,16,6
No symbiont,19,145000,host,0,0,0,1.0202e+06,69272,2790,32899,3791,1652,959,17,3
No symbiont,19,150000,host,0,0,0,1.03412e+06,135581,5437,3.89959e+06,7321,1699,1958,141,3
No symbiont,19,155000,host,0,0,0,66227,5682,195,304394,264,179,129,3,0
No symbiont,19,160000,host,0,0,0,55654,5759,129,306086,217,127,119,5,0
No symbiont,19,165000,host,0,0,0,58531,7711,177,305085,265,177,134,7,2
No symbiont,19,170000,host,0,0,0,70720,9996,233,302502,368,226,176,17,8
No symbiont,19,175000,host,0,0,0,68950,12131,283,302329,438,201,182,18,12
No symbiont,19,180000,host,0,0,0,62764,12178,259,303438,349,204,164,8,2
No symbiont,19,185000,host,0,0,0,64297,9506,222,303967,284,171,134,10,3
No symbiont,19,190000,host,0,0,0,79485,10377,319,301258,416,232,182,7,1
No symbiont,19,195000,host,0,0,0,71068,11121,448,302245,324,256,168,18,2
No symbiont,19,200000,host,0,0,0,65109,11613,390,303372,318,199,139,15,1
0.0,10,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.0,10,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.0,10,5000,host,0,0,0,2.53734e+06,1330,683,694,706,178,129,0,0
0.0,10,5000,symbiont,18652,6215,171420,13197,444,461,459,399,155,140,0,0
0.0,10,10000,host,0,0,0,2.32469e+06,3626,530,612,626,243,183,0,0
0.0,10,10000,symbiont,655986,146862,842850,147798,1363,329,405,357,188,153,0,0
0.0,10,15000,host,0,0,0,1.90977e+06,6310,416,664,505,219,168,0,0
0.0,10,15000,symbiont,3744344,728625,2.82801e+06,523731,8295,537,916,671,281,212,0,0
0.0,10,20000,host,0,0,0,1.6438e+06,8109,441,812,522,283,221,0,0
0.0,10,20000,symbiont,6849747,1.11715e+06,4.11634e+06,759181,11832,855,1138,1120,469,343,1,0
0.0,10,25000,host,0,0,0,1.50266e+06,7883,501,969,696,400,306,0,0
0.0,10,25000,symbiont,8561543,1.2807e+06,4.40612e+06,795597,13899,1095,1615,1479,691,476,3,0
0.0,10,30000,host,0,0,0,1.35804e+06,6430,496,966,739,397,334,0,0
0.0,10,30000,symbiont,9526239,1.36839e+06,4.51145e+06,803598,17676,1257,1764,1588,887,536,3,0
0.0,10,35000,host,0,0,0,1.23385e+06,8978,584,993,816,393,353,0,0
0.0,10,35000,symbiont,10331781,1.43902e+06,4.66418e+06,822509,17063,1297,2411,1768,961,618,5,0
0.0,10,40000,host,0,0,0,1.16913e+06,8269,587,1076,842,452,371,0,0
0.0,10,40000,symbiont,11128582,1.56027e+06,4.83174e+06,848397,20126,1404,2114,1932,1017,693,6,2
0.0,10,45000,host,0,0,0,1.13851e+06,12883,694,1269,1051,560,404,2,0
0.0,10,45000,symbiont,12200880,1.71231e+06,4.83902e+06,840064,21669,1535,2260,2171,1133,706,6,1
0.0,10,50000,host,0,0,0,1.1015e+06,14285,775,1267,1130,629,433,2,0
0.0,10,50000,symbiont,13323589,1.65276e+06,4.66163e+06,796732,25258,1590,2400,2176,1169,770,8,0
0.0,10,55000,host,0,0,0,1.0634e+06,14909,899,1673,1306,688,500,3,0
0.0,10,55000,symbiont,13685502,1.71486e+06,4.85172e+06,814238,30290,1823,3052,2461,1299,817,14,1
0.0,10,60000,host,0,0,0,1.01806e+06,20593,969,2212,1431,751,502,16,0
0.0,10,60000,symbiont,14641540,1.77372e+06,4.89293e+06,797338,36392,1875,4932,2576,1426,809,15,0
0.0,10,65000,host,0,0,0,1.00604e+06,26987,1072,2072,1564,808,556,5,4
0.0,10,65000,symbiont,14942232,1.72677e+06,4.80752e+06,766055,42225,1874,5293,2685,1546,867,14,0
0.0,10,70000,host,0,0,0,973579,35365,2243,1689,1617,820,533,11,3
0.0,10,70000,symbiont,15738099,1.82813e+06,4.98582e+06,799320,39621,1969,5741,2723,1571,852,18,0
0.0,10,75000,host,0,0,0,958361,42873,2401,1755,1598,1019,587,10,1
0.0,10,75000,symbiont,16684516,1.93563e+06,5.04512e+06,765681,55887,2141,7955,3128,1584,954,22,1
0.0,10,80000,host,0,0,0,940002,49462,2383,2009,1882,1043,604,18,1
0.0,10,80000,symbiont,17659052,1.86712e+06,5.0512e+06,732091,64388,2252,9250,3885,1716,953,45,3
0.0,10,85000,host,0,0,0,917698,52242,2523,1968,2086,1125,660,20,1
0.0,10,85000,symbiont,19082661,1.87281e+06,5.03633e+06,707608,71426,2506,10421,3972,1809,963,45,1
0.0,10,90000,host,0,0,0,926973,49438,2702,2220,2212,1236,734,16,0
0.0,10,90000,symbiont,20222751,1.92929e+06,5.17831e+06,737184,73830,2583,10112,3855,1836,965,32,2
0.0,10,95000,host,0,0,0,932811,46543,3633,2306,2368,1320,724,14,2
0.0,10,95000,symbiont,21580000,1.88508e+06,5.07664e+06,711296,85913,2639,9306,3517,2059,985,49,4
0.0,10,100000,host,0,0,0,917029,52204,3226,3217,2395,1502,710,16,2
0.0,10,100000,symbiont,23182105,1.97352e+06,5.26842e+06,716790,91901,2852,11840,3582,2102,1070,65,3
0.0,10,105000,host,0,0,0,896449,55734,3384,3766,2758,1475,767,21,1
0.0,10,105000,symbiont,24991090,2.05495e+06,5.64608e+06,722650,105006,2773,18536,3699,2164,1049,116,0
0.0,10,110000,host,0,0,0,900317,60242,3541,4747,3292,1613,773,14,4
0.0,10,110000,symbiont,27273250,2.44128e+06,7.02906e+06,725679,132204,3397,47486,4022,2292,1132,105,4
0.0,10,115000,host,0,0,0,878523,53256,2866,7181,5342,1671,804,15,10
0.0,10,115000,symbiont,37909495,5.59576e+06,2.8127e+07,765537,154188,3933,565325,4302,2454,1223,127,5
0.0,10,120000,host,0,0,0,266191,17272,789,3690,859,544,235,6,2
0.0,10,120000,symbiont,42754561,2.96752e+06,1.81834e+07,258335,49146,1042,410231,1321,705,440,39,2
0.0,10,125000,host,0,0,0,145869,11508,314,3805,415,286,132,4,0
0.0,10,125000,symbiont,43943956,2.07882e+06,1.1477e+07,145912,25794,440,263404,604,392,217,34,0
0.0,10,130000,host,0,0,0,123183,10641,268,1388,391,253,104,1,0
0.0,10,130000,symbiont,44958064,1.66258e+06,1.17025e+07,138451,27653,369,270147,529,332,223,19,2
0.0,10,135000,host,0,0,0,115130,11160,300,1239,395,252,109,3,0
0.0,10,135000,symbiont,45371276,1.57592e+06,1.17425e+07,135667,25759,343,271889,521,327,197,22,1
0.0,10,140000,host,0,0,0,101907,11679,277,1433,416,274,88,1,0
0.0,10,140000,symbiont,45506983,1.76947e+06,1.18012e+07,133223,23779,352,273846,546,347,212,28,4
0.0,10,145000,host,0,0,0,104857,11526,318,960,394,287,103,12,0
0.0,10,145000,symbiont,45609742,2.17014e+06,1.17993e+07,140281,24422,331,273034,502,313,216,13,4
0.0,10,150000,host,0,0,0,103542,12315,322,835,433,313,77,3,0
0.0,10,150000,symbiont,45297779,2.50973e+06,1.18066e+07,149790,26811,397,271312,646,337,230,28,1
0.0,10,155000,host,0,0,0,97075,9800,326,715,478,344,112,9,2
0.0,10,155000,symbiont,45689885,2.15766e+06,1.18441e+07,146148,23182,413,273249,621,332,237,30,1
0.0,10,160000,host,0,0,0,90068,9247,349,528,441,309,101,1,0
0.0,10,160000,symbiont,46018684,1.58886e+06,1.18968e+07,142417,21790,398,275207,627,329,222,20,1
0.0,10,165000,host,0,0,0,72149,7590,293,341,363,271,92,0,0
0.0,10,165000,symbiont,45955547,880747,1.2015e+07,122040,22513,360,281097,520,319,184,20,3
0.0,10,170000,host,0,0,0,73804,8411,330,322,401,282,84,1,0
0.0,10,170000,symbiont,45330785,1.04375e+06,1.19998e+07,129545,23094,327,279626,536,363,177,13,4
0.0,10,175000,host,0,0,0,78870,9278,380,421,487,325,84,3,0
0.0,10,175000,symbiont,45299196,1.03972e+06,1.19537e+07,137590,22737,315,277205,580,345,218,22,4
0.0,10,180000,host,0,0,0,66484,8728,315,347,395,306,86,4,0
0.0,10,180000,symbiont,45121756,982226,1.20334e+07,120384,21468,270,281939,436,277,208,28,7
0.0,10,185000,host,0,0,0,66527,8590,369,348,435,313,69,5,0
0.0,10,185000,symbiont,44620459,1.01124e+06,1.20303e+07,122415,22158,289,281435,448,300,191,28,9
0.0,10,190000,host,0,0,0,61280,7638,341,300,372,336,64,2,0
0.0,10,190000,symbiont,44304475,870450,1.20689e+07,118020,23634,310,282754,483,326,187,22,2
0.0,10,195000,host,0,0,0,64474,8117,344,373,416,324,75,0,0
0.0,10,195000,symbiont,44236557,1.08252e+06,1.20424e+07,119258,22421,281,282096,495,347,177,25,4
0.0,10,200000,host,0,0,0,55544,7371,286,338,338,294,68,2,0
0.0,10,200000,symbiont,44370707,1.87741e+06,1.21055e+07,98627,18644,286,287299,448,256,146,20,5
0.0,11,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.0,11,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.0,11,5000,host,0,0,0,2.43788e+06,1596,746,640,736,213,132,0,0
0.0,11,5000,symbiont,31471,6515,190340,17106,474,424,454,443,141,132,0,0
0.0,11,10000,host,0,0,0,2.26898e+06,3341,542,668,600,231,160,0,0
0.0,11,10000,symbiont,876975,184231,1.01049e+06,178156,1604,387,474,415,188,183,0,0
0.0,11,15000,host,0,0,0,1.90887e+06,4999,406,850,510,235,170,0,0
0.0,11,15000,symbiont,4067328,671073,2.79656e+06,504934,9191,625,1971,744,320,231,4,0
0.0,11,20000,host,0,0,0,1.66896e+06,5402,377,685,529,209,176,1,0
0.0,11,20000,symbiont,6717726,1.06619e+06,4.00006e+06,722292,13333,1257,2398,1067,435,348,5,0
0.0,11,25000,host,0,0,0,1.52731e+06,7599,400,864,637,311,269,1,0
0.0,11,25000,symbiont,8381423,1.17632e+06,4.24754e+06,757327,15572,1448,1874,1428,689,492,11,1
0.0,11,30000,host,0,0,0,1.35743e+06,8122,503,923,771,402,287,1,0
0.0,11,30000,symbiont,9770617,1.29955e+06,4.48128e+06,775201,20087,3108,2029,1701,817,602,6,2
0.0,11,35000,host,0,0,0,1.24071e+06,9601,544,1054,896,461,352,1,0
0.0,11,35000,symbiont,10816021,1.32522e+06,4.61244e+06,785693,24971,2272,3124,1964,985,652,15,2
0.0,11,40000,host,0,0,0,1.1826e+06,16661,629,1159,910,540,393,4,0
0.0,11,40000,symbiont,11701994,1.47961e+06,5.00956e+06,798765,27818,2035,10067,2250,1163,731,12,2
0.0,11,45000,host,0,0,0,1.11919e+06,23398,719,1432,1017,593,405,7,1
0.0,11,45000,symbiont,12679102,1.60015e+06,5.23882e+06,794023,29245,1798,15402,2614,1325,728,14,2
0.0,11,50000,host,0,0,0,1.0667e+06,22197,750,1369,1190,678,499,4,0
0.0,11,50000,symbiont,14170787,1.77215e+06,5.50182e+06,777741,35783,2141,22242,2784,1364,729,33,16
0.0,11,55000,host,0,0,0,1.04006e+06,19750,943,1677,1248,652,568,3,2
0.0,11,55000,symbiont,16495778,1.87315e+06,6.28216e+06,797316,50740,2868,34057,3406,1629,917,48,24
0.0,11,60000,host,0,0,0,986237,25642,1055,1513,1331,795,508,4,1
0.0,11,60000,symbiont,19460911,2.43803e+06,7.84924e+06,799602,64454,17791,54065,4061,1941,976,51,32
0.0,11,65000,host,0,0,0,762680,20291,802,1169,1072,623,375,4,0
0.0,11,65000,symbiont,25879853,3.27447e+06,1.46923e+07,603451,105384,212408,51534,3797,1827,840,86,30
0.0,11,70000,host,0,0,0,309176,9278,313,424,444,243,181,6,0
0.0,11,70000,symbiont,29569493,2.78038e+06,1.07954e+07,242768,74009,196285,28642,1570,870,308,60,17
0.0,11,75000,host,0,0,0,218090,6283,237,268,341,199,111,1,0
0.0,11,75000,symbiont,31045855,2.81062e+06,1.12977e+07,167908,66997,225561,23242,1331,779,270,69,12
0.0,11,80000,host,0,0,0,170720,4184,175,245,219,201,122,3,0
0.0,11,80000,symbiont,31906108,2.35041e+06,1.15559e+07,116300,66482,243663,19400,1080,666,167,56,8
0.0,11,85000,host,0,0,0,137211,1599,107,196,161,135,83,0,0
0.0,11,85000,symbiont,32600502,1.73996e+06,1.17578e+07,89050,66109,260662,11603,890,567,143,69,7
0.0,11,90000,host,0,0,0,122863,1473,111,166,165,141,64,0,0
0.0,11,90000,symbiont,32491308,1.44617e+06,1.18338e+07,78390,61702,266770,9687,835,525,134,40,3
0.0,11,95000,host,0,0,0,102986,783,111,176,153,114,71,2,0
0.0,11,95000,symbiont,32948533,1.30391e+06,1.1938e+07,59550,54520,274166,8739,728,452,114,40,12
0.0,11,100000,host,0,0,0,93578,315,94,129,128,102,62,0,0
0.0,11,100000,symbiont,33646905,1.36587e+06,1.19942e+07,52198,54964,276567,8961,675,409,87,52,5
0.0,11,105000,host,0,0,0,83230,412,70,121,125,92,49,0,0
0.0,11,105000,symbiont,34023402,1.92193e+06,1.20505e+07,44853,54844,274606,13508,656,369,78,45,4
0.0,11,110000,host,0,0,0,79959,471,76,115,92,93,72,0,0
0.0,11,110000,symbiont,33933016,1.90191e+06,1.2065e+07,43302,55184,280477,8152,611,329,112,59,6
0.0,11,115000,host,0,0,0,72777,405,69,103,83,96,47,0,0
0.0,11,115000,symbiont,34231272,1.80314e+06,1.21064e+07,40005,55215,284649,5316,631,388,89,53,9
0.0,11,120000,host,0,0,0,60819,235,61,82,90,87,55,0,0
0.0,11,120000,symbiont,33539808,2.31823e+06,1.21666e+07,33627,51365,290106,3073,538,349,74,60,2
0.0,11,125000,host,0,0,0,38273,345,47,77,83,57,25,0,0
0.0,11,125000,symbiont,34041174,3.31082e+06,1.22872e+07,24463,47457,294925,3730,434,251,63,36,1
0.0,11,130000,host,0,0,0,31961,354,55,70,82,84,20,0,0
0.0,11,130000,symbiont,34611725,3.76557e+06,1.23179e+07,21624,47243,289426,10819,339,220,47,51,0
0.0,11,135000,host,0,0,0,30754,286,60,66,98,60,31,0,0
0.0,11,135000,symbiont,34247907,3.92884e+06,1.23229e+07,24035,47786,296238,3693,347,230,42,51,4
0.0,11,140000,host,0,0,0,26741,113,42,74,82,71,26,0,0
0.0,11,140000,symbiont,34730832,4.01486e+06,1.23457e+07,27829,47238,298071,1982,348,205,62,54,0
0.0,11,145000,host,0,0,0,23024,67,70,62,60,65,24,0,0
0.0,11,145000,symbiont,36062355,3.72737e+06,1.2367e+07,32372,43844,298367,1971,379,249,57,36,1
0.0,11,150000,host,0,0,0,18568,59,53,58,73,59,23,0,0
0.0,11,150000,symbiont,37093464,3.8938e+06,1.23894e+07,31187,42954,299336,1922,357,246,70,41,2
0.0,11,155000,host,0,0,0,15481,60,52,61,80,60,29,0,0
0.0,11,155000,symbiont,37871105,5.25191e+06,1.24026e+07,27334,38071,301616,1324,280,212,56,40,6
0.0,11,160000,host,0,0,0,13125,44,54,43,72,49,10,0,0
0.0,11,160000,symbiont,39670591,4.73264e+06,1.24196e+07,27874,36696,302893,486,328,238,52,28,4
0.0,11,165000,host,0,0,0,13276,47,64,58,74,77,18,0,0
0.0,11,165000,symbiont,41037529,4.48949e+06,1.24145e+07,32297,37481,301728,751,350,209,66,39,3
0.0,11,170000,host,0,0,0,10810,56,55,47,72,52,13,0,1
0.0,11,170000,symbiont,41829729,3.60379e+06,1.24302e+07,33995,37062,301710,968,350,204,77,40,2
0.0,11,175000,host,0,0,0,8108,29,48,34,66,41,10,0,0
0.0,11,175000,symbiont,41638125,3.19168e+06,1.24468e+07,34475,39380,301779,875,374,180,87,35,7
0.0,11,180000,host,0,0,0,6506,30,39,43,44,45,8,0,0
0.0,11,180000,symbiont,42081586,3.1634e+06,1.24569e+07,31661,37891,302704,819,348,207,70,44,10
0.0,11,185000,host,0,0,0,6018,35,51,36,61,51,9,0,0
0.0,11,185000,symbiont,42462702,2.29074e+06,1.24566e+07,27625,39310,302981,934,345,191,84,38,5
0.0,11,190000,host,0,0,0,6344,28,44,34,39,54,5,0,0
0.0,11,190000,symbiont,43000807,2.29469e+06,1.24579e+07,33690,43989,301333,959,374,194,70,54,14
0.0,11,195000,host,0,0,0,7190,31,61,38,47,50,7,0,0
0.0,11,195000,symbiont,44745653,2.0189e+06,1.24515e+07,40677,56633,298225,1011,459,257,101,40,8
0.0,11,200000,host,0,0,0,5716,46,31,50,48,42,4,0,0
0.0,11,200000,symbiont,45739525,2.03606e+06,1.24614e+07,33708,49976,300525,1027,398,222,77,48,3
0.0,12,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.0,12,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.0,12,5000,host,0,0,0,2.4482e+06,1226,694,656,738,190,138,0,0
0.0,12,5000,symbiont,9340,1820,154715,9918,442,430,449,438,151,131,0,0
0.0,12,10000,host,0,0,0,2.29339e+06,3479,468,652,605,226,179,0,0
0.0,12,10000,symbiont,698652,138394,891550,155499,1369,398,434,378,187,180,1,0
0.0,12,15000,host,0,0,0,1.85252e+06,5577,351,691,455,225,153,0,0
0.0,12,15000,symbiont,4311210,771121,3.09138e+06,570920,9803,640,806,789,352,248,1,0
0.0,12,20000,host,0,0,0,1.58668e+06,5108,358,663,487,200,178,0,0
0.0,12,20000,symbiont,8031474,1.32278e+06,4.4216e+06,802879,19086,880,1795,1236,542,393,6,0
0.0,12,25000,host,0,0,0,1.34121e+06,4625,440,678,577,254,208,0,0
0.0,12,25000,symbiont,10262155,1.48376e+06,5.62854e+06,773932,21272,1158,34237,1458,705,423,11,1
0.0,12,30000,host,0,0,0,349429,1111,135,221,175,106,89,0,0
0.0,12,30000,symbiont,19548901,1.58711e+06,1.06981e+07,268730,11555,541,229558,720,384,292,7,2
0.0,12,35000,host,0,0,0,220338,736,96,191,176,75,75,0,0
0.0,12,35000,symbiont,24235081,1.31511e+06,1.13524e+07,192467,10269,490,256015,721,391,266,9,2
0.0,12,40000,host,0,0,0,203177,710,93,188,152,125,65,0,0
